"Year","Multi_short","ODA","Share","full name","country"
"2018","African Development Fund",215.578599,"3%","African Development Fund","Germany"
"2018","AfDB",45.429984,"1%","African Development Bank","Germany"
"2018","	
Regional Development Banks",464.021672,"7%","Regional Development Banks","Germany"
"2018","GEF Fund",133.047398,"2%","Global Environment Facility Trust Fund","Germany"
"2018","UNEP",9.796802,"0%","United Nations Environment Programme","Germany"
"2018","UN Women",5.068472,"0%","United Nations Entity for Gender Equality and the Empowerment of Women","Germany"
"2018","WFP",35.489443,"1%","World Food Programme","Germany"
"2018","MDRI",453.189847,"7%","International Development Association - Multilateral Debt Relief Initiative","Germany"
"2018","UNFCCC",2.004042,"0%","United Nations Framework Convention on Climate Change","Germany"
"2018","IDA",679.137273,"10%","International Development Association","Germany"
"2018","CDB",3.896388,"0%","Caribbean Development Bank","Germany"
"2018","UNOCHA",3.167795,"0%","United Nations Office of Co-ordination of Humanitarian Affairs","Germany"
"2018","CERF",120.376217,"2%","Central Emergency Response Fund","Germany"
"2018","ADF",25.342361,"0%","Asian Development Fund","Germany"
"2018","UNFPA",27.876598,"0%","United Nations Population Fund","Germany"
"2018","AIIB",171.182767,"3%","Asian Infrastructure Investment Bank","Germany"
"2018","EC - EDF",1173.225612,"18%","European Commission - European Development Fund","Germany"
"2018","UN agency, fund or commission",566.28841,"9%","United Nations (UN) agency, fund or commission","Germany"
"2018","WB",1132.32712,"17%","World Bank Group (WB)","Germany"
"2018","EUI",3555.762382,"54%","European Union Institutions","Germany"
"2018","WHO - assessed contributions",25.153496,"0%","World Health Organisation - assessed contributions","Germany"
"2018","Other multilateral institutions",912.073422,"14%","Other multilateral institutions","Germany"
"2018","Global Fund",297.772747,"4%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Germany"
"2018","FAO",27.44977,"0%","Food and Agricultural Organisation","Germany"
"2018","Gavi",76.027084,"1%","Global Alliance for Vaccines and Immunization","Germany"
"2018","UNDP",50.684723,"1%","United Nations Development Programme","Germany"
"2018","IFAD",23.236411,"0%","International Fund for Agricultural Development","Germany"
"2018","EC - Development Share of Budget",2382.53677,"36%","European Commission - Development Share of Budget","Germany"
"2018","GEF-Least Developed Countries Fund",31.677952,"0%","Global Environment Facility - Least Developed Countries Fund","Germany"
"2018","GCF",237.584639,"4%","Green Climate Fund","Germany"
"2018","EBRD-WBIF",1.927287,"0%","European Bank for Reconstruction and Development - Western Balkans Joint Trust Fund","Germany"
"2018","IPCC",0.406745,"0%","Intergovernmental Panel on Climate Change","Germany"
"2018","EBRD-ETC Fund",0.633559,"0%","European Bank for Reconstruction and Development - Early Transition Countries Fund","Germany"
"2019","African Development Fund",211.089935,"3%","African Development Fund","Germany"
"2019","AfDB",14.670448,"0%","African Development Bank","Germany"
"2019","	
Regional Development Banks",428.334715,"7%","Regional Development Banks","Germany"
"2019","GEF Fund",130.277155,"2%","Global Environment Facility Trust Fund","Germany"
"2019","UNEP",9.627576,"0%","United Nations Environment Programme","Germany"
"2019","UN Women",9.925878,"0%","United Nations Entity for Gender Equality and the Empowerment of Women","Germany"
"2019","WFP",34.750501,"1%","World Food Programme","Germany"
"2019","IBRD",73.43289,"1%","International Bank for Reconstruction and Development","Germany"
"2019","UNFCCC",2.013882,"0%","United Nations Framework Convention on Climate Change","Germany"
"2019","IDA",664.996636,"11%","International Development Association","Germany"
"2019","CDB",3.81526,"0%","Caribbean Development Bank","Germany"
"2019","UNOCHA",6.203674,"0%","United Nations Office of Co-ordination of Humanitarian Affairs","Germany"
"2019","CERF",117.869807,"2%","Central Emergency Response Fund","Germany"
"2019","ADF",24.814696,"0%","Asian Development Fund","Germany"
"2019","UNFPA",40.944249,"1%","United Nations Population Fund","Germany"
"2019","AIIB",170.812255,"3%","Asian Infrastructure Investment Bank","Germany"
"2019","EC - EDF",1199.804456,"19%","European Commission - European Development Fund","Germany"
