"Year","Multi_short","ODA","Share","full name","country"
"2018","GCF",52.221181,"5%","Green Climate Fund","Norway"
"2018","Gavi",156.101121,"14%","Global Alliance for Vaccines and Immunization","Norway"
"2018","WFP",37.860356,"3%","World Food Programme","Norway"
"2018","GEF Fund",16.971884,"2%","Global Environment Facility Trust Fund","Norway"
"2018","HIPC Debt Initiative Trust Fund",13.648006,"1%","International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund","Norway"
"2018","AIIB",19.724413,"2%","Asian Infrastructure Investment Bank","Norway"
"2018","UNEP",11.097001,"1%","United Nations Environment Programme","Norway"
"2018","ADF",7.488394,"1%","Asian Development Fund","Norway"
"2018","CERF",59.401593,"5%","Central Emergency Response Fund","Norway"
"2018","UNOCHA",11.749766,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Norway"
"2018","AfDB",5.768282,"1%","African Development Bank","Norway"
"2018","African Development Fund",80.159513,"7%","African Development Fund","Norway"
"2018","UNFPA",65.276476,"6%","United Nations Population Fund","Norway"
"2018","UN Women",11.097001,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Norway"
"2018","IDA",119.586504,"11%","International Development Association","Norway"
"2018","Global Fund",91.387067,"8%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Norway"
"2018","CGIAR Fund",13.016129,"1%","CGIAR Fund","Norway"
"2018","IFFIm",19.289199,"2%","International Finance Facility for Immunisation","Norway"
"2018","IFAD",13.70806,"1%","International Fund for Agricultural Development","Norway"
"2018","IDB, IIC and MIF",1.969394,"0%","Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","Norway"
"2018","FAO",3.648819,"0%","Food and Agricultural Organisation","Norway"
"2018","UNDP",71.151359,"6%","United Nations Development Programme","Norway"
"2018","WHO - assessed contributions",3.242774,"0%","World Health Organisation - assessed contributions","Norway"
"2018","EBRD-ETC Fund",1.240253,"0%","European Bank for Reconstruction and Development - Early Transition Countries Fund","Norway"
"2018","EBRD-WBIF",3.916589,"0%","European Bank for Reconstruction and Development - Western Balkans Joint Trust Fund","Norway"
"2019","GCF",52.469154,"5%","Green Climate Fund","Norway"
"2019","Gavi",165.516177,"14%","Global Alliance for Vaccines and Immunization","Norway"
"2019","WFP",39.351866,"3%","World Food Programme","Norway"
"2019","GEF Fund",17.052475,"1%","Global Environment Facility Trust Fund","Norway"
"2019","HIPC Debt Initiative Trust Fund",13.712813,"1%","International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund","Norway"
"2019","AIIB",20.822395,"2%","Asian Infrastructure Investment Bank","Norway"
"2019","ADF",7.523953,"1%","Asian Development Fund","Norway"
"2019","UNFCCC",2.125001,"0%","United Nations Framework Convention on Climate Change","Norway"
"2019","CERF",60.339527,"5%","Central Emergency Response Fund","Norway"
"2019","UNOCHA",11.80556,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Norway"
"2019","AfDB",0.256399,"0%","African Development Bank","Norway"
"2019","African Development Fund",80.540152,"7%","African Development Fund","Norway"
"2019","UNFPA",69.521629,"6%","United Nations Population Fund","Norway"
"2019","UN Women",13.117289,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Norway"
"2019","IDA",120.154363,"11%","International Development Association","Norway"
"2019","Global Fund",91.82102,"8%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Norway"
"2019","CGIAR Fund",17.052475,"1%","CGIAR Fund","Norway"
"2019","IFFIm",19.380794,"2%","International Finance Facility for Immunisation","Norway"
"2019","IFAD",15.740746,"1%","International Fund for Agricultural Development","Norway"
"2019","IDB, IIC and MIF",2.072857,"0%","Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","Norway"
"2019","FAO",3.87237,"0%","Food and Agricultural Organisation","Norway"
"2019","UNDP",72.800952,"6%","United Nations Development Programme","Norway"
"2019","WHO - assessed contributions",3.471866,"0%","World Health Organisation - assessed contributions","Norway"
"2019","the Sahel Club",0.262346,"0%","Sahel and West Africa Club","Norway"
"2019","EBRD-WBIF",2.66281,"0%","European Bank for Reconstruction and Development - Western Balkans Joint Trust Fund","Norway"
"2020","GCF",136.077984,"10%","Green Climate Fund","Norway"
"2020","MDRI",21.749344,"2%","International Development Association - Multilateral Debt Relief Initiative","Norway"
"2020","Gavi",179.244099,"13%","Global Alliance for Vaccines and Immunization","Norway"
"2020","WFP",40.823395,"3%","World Food Programme","Norway"
"2020","GEF Fund",17.690138,"1%","Global Environment Facility Trust Fund","Norway"
"2020","HIPC Debt Initiative Trust Fund",7.326439,"1%","International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund","Norway"
"2020","IBRD",14.968578,"1%","International Bank for Reconstruction and Development","Norway"
"2020","AIIB",22.583488,"2%","Asian Infrastructure Investment Bank","Norway"
"2020","UNEP",3.653041,"0%","United Nations Environment Programme","Norway"
"2020","ADF",7.805305,"1%","Asian Development Fund","Norway"
"2020","UNFCCC",1.505763,"0%","United Nations Framework Convention on Climate Change","Norway"
"2020","CERF",65.045277,"5%","Central Emergency Response Fund","Norway"
"2020","UNOCHA",12.247019,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Norway"
"2020","AfDB",12.027348,"1%","African Development Bank","Norway"
"2020","African Development Fund",99.99616,"7%","African Development Fund","Norway"
"2020","UNFPA",72.121332,"5%","United Nations Population Fund","Norway"
"2020","UN Women",13.607798,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Norway"
"2020","IDA",146.692067,"11%","International Development Association","Norway"
"2020","Global Fund",104.57838,"8%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Norway"
"2020","CGIAR Fund",13.607798,"1%","CGIAR Fund","Norway"
"2020","IFFIm",20.105522,"1%","International Finance Facility for Immunisation","Norway"
"2020","IFAD",16.329358,"1%","International Fund for Agricultural Development","Norway"
"2020","IDB, IIC and MIF",1.427002,"0%","Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","Norway"
"2020","FAO",3.642937,"0%","Food and Agricultural Organisation","Norway"
"2020","UNDP",75.523282,"5%","United Nations Development Programme","Norway"
"2020","WHO - assessed contributions",3.586139,"0%","World Health Organisation - assessed contributions","Norway"
"2020","EBRD-ETC Fund",2.72156,"0%","European Bank for Reconstruction and Development - Early Transition Countries Fund","Norway"
"2020","the Sahel Club",0.299372,"0%","Sahel and West Africa Club","Norway"
"2020","IPCC",0.068039,"0%","Intergovernmental Panel on Climate Change","Norway"
"2020","EBRD-WBIF",3.333911,"0%","European Bank for Reconstruction and Development - Western Balkans Joint Trust Fund","Norway"
"2021","GCF",73.309667,"6%","Green Climate Fund","Norway"
"2021","MDRI",22.585113,"2%","International Development Association - Multilateral Debt Relief Initiative","Norway"
"2021","Gavi",142.23046,"12%","Global Alliance for Vaccines and Immunization","Norway"
"2021","WFP",93.115288,"8%","World Food Programme","Norway"
"2021","GEF Fund",15.131234,"1%","Global Environment Facility Trust Fund","Norway"
"2021","HIPC Debt Initiative Trust Fund",6.266659,"1%","International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund","Norway"
"2021","IBRD",12.803352,"1%","International Bank for Reconstruction and Development","Norway"
"2021","UNEP",2.988617,"0%","United Nations Environment Programme","Norway"
"2021","ADF",5.851714,"0%","Asian Development Fund","Norway"
"2021","UNFCCC",0.14249,"0%","United Nations Framework Convention on Climate Change","Norway"
"2021","CERF",54.123261,"5%","Central Emergency Response Fund","Norway"
"2021","UNOCHA",10.47547,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Norway"
"2021","AfDB",10.267084,"1%","African Development Bank","Norway"
"2021","African Development Fund",91.135338,"8%","African Development Fund","Norway"
"2021","UNFPA",52.796369,"4%","United Nations Population Fund","Norway"
"2021","UN Women",11.674329,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Norway"
"2021","IDA",113.600652,"10%","International Development Association","Norway"
"2021","Global Fund",139.286737,"12%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Norway"
"2021","CGIAR Fund",11.639411,"1%","CGIAR Fund","Norway"
"2021","IFAD",13.967293,"1%","International Fund for Agricultural Development","Norway"
"2021","IDB, IIC and MIF",0.383447,"0%","Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","Norway"
"2021","FAO",3.059542,"0%","Food and Agricultural Organisation","Norway"
"2021","UNDP",43.927137,"4%","United Nations Development Programme","Norway"
"2021","WHO - assessed contributions",2.92094,"0%","World Health Organisation - assessed contributions","Norway"
"2021","EBRD-ETC Fund",2.327882,"0%","European Bank for Reconstruction and Development - Early Transition Countries Fund","Norway"
"2021","IPCC",0.058197,"0%","Intergovernmental Panel on Climate Change","Norway"
"2021","EBRD-WBIF",3.491823,"0%","European Bank for Reconstruction and Development - Western Balkans Joint Trust Fund","Norway"
"2022","WHO - core voluntary contributions",3.8832,"0%","World Health Organisation - core voluntary contributions account","Norway"
"2022","GCF",79.087285,"8%","Green Climate Fund","Norway"
"2022","MDRI",20.795898,"2%","International Development Association - Multilateral Debt Relief Initiative","Norway"
"2022","Gavi",112.167671,"12%","Global Alliance for Vaccines and Immunization","Norway"
"2022","WFP",38.571637,"4%","World Food Programme","Norway"
"2022","GEF Fund",18.803673,"2%","Global Environment Facility Trust Fund","Norway"
"2022","HIPC Debt Initiative Trust Fund",5.207171,"1%","International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund","Norway"
"2022","IBRD",10.510771,"1%","International Bank for Reconstruction and Development","Norway"
"2022","UNEP",6.746855,"1%","United Nations Environment Programme","Norway"
"2022","ADF",4.847973,"1%","Asian Development Fund","Norway"
"2022","UNFCCC",0.117017,"0%","United Nations Framework Convention on Climate Change","Norway"
"2022","CERF",46.285965,"5%","Central Emergency Response Fund","Norway"
"2022","UNOCHA",9.353622,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Norway"
"2022","AfDB",8.561766,"1%","African Development Bank","Norway"
"2022","African Development Fund",77.056431,"8%","African Development Fund","Norway"
"2022","UNFPA",56.854593,"6%","United Nations Population Fund","Norway"
"2022","UN Women",9.671838,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Norway"
"2022","IDA",94.114795,"10%","International Development Association","Norway"
