"Year","Multi_short","ODA","Share","full name","country"
"2018","WFP",114.630948,"5%","World Food Programme","Sweden"
"2018","MDRI",26.924447,"1%","International Development Association - Multilateral Debt Relief Initiative","Sweden"
"2018","GEF Fund",259.459358,"11%","Global Environment Facility Trust Fund","Sweden"
"2018","WHO - core voluntary contributions",20.110693,"1%","World Health Organisation - core voluntary contributions account","Sweden"
"2018","ADF",12.569183,"1%","Asian Development Fund","Sweden"
"2018","IFFIm",2.279277,"0%","International Finance Facility for Immunisation","Sweden"
"2018","CERF",104.826985,"4%","Central Emergency Response Fund","Sweden"
"2018","African Development Fund",96.763258,"4%","African Development Fund","Sweden"
"2018","AfDB",8.210617,"0%","African Development Bank","Sweden"
"2018","UNOCHA",21.99607,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Sweden"
"2018","EC - EDF",166.775589,"7%","European Commission - European Development Fund","Sweden"
"2018","UNEP",5.506219,"0%","United Nations Environment Programme","Sweden"
"2018","IDA",333.083347,"14%","International Development Association","Sweden"
"2018","FAO",3.987604,"0%","Food and Agricultural Organisation","Sweden"
"2018","UNDP",79.185852,"3%","United Nations Development Programme","Sweden"
"2018","WHO - assessed contributions",3.623771,"0%","World Health Organisation - assessed contributions","Sweden"
"2018","UNFPA",92.886262,"4%","United Nations Population Fund","Sweden"
"2018","GEF-Least Developed Countries Fund",16.968397,"1%","Global Environment Facility - Least Developed Countries Fund","Sweden"
"2018","AIIB",21.965554,"1%","Asian Infrastructure Investment Bank","Sweden"
"2018","UN Women",20.236384,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Sweden"
"2018","Global Fund",106.838055,"5%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Sweden"
"2018","EC - Development Share of Budget",315.616959,"13%","European Commission - Development Share of Budget","Sweden"
"2018","Gavi",43.99214,"2%","Global Alliance for Vaccines and Immunization","Sweden"
"2019","WFP",83.851901,"4%","World Food Programme","Sweden"
"2019","WHO - core voluntary contributions",19.61448,"1%","World Health Organisation - core voluntary contributions account","Sweden"
"2019","IBRD",16.995255,"1%","International Bank for Reconstruction and Development","Sweden"
"2019","ADF",12.25905,"1%","Asian Development Fund","Sweden"
"2019","IFFIm",2.223038,"0%","International Finance Facility for Immunisation","Sweden"
"2019","CERF",76.741652,"4%","Central Emergency Response Fund","Sweden"
"2019","African Development Fund",94.965154,"5%","African Development Fund","Sweden"
"2019","AfDB",0.331865,"0%","African Development Bank","Sweden"
"2019","UNOCHA",23.292195,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Sweden"
"2019","IDB, IIC and MIF",5.787979,"0%","Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","Sweden"
"2019","EC - EDF",176.209574,"9%","European Commission - European Development Fund","Sweden"
"2019","UNEP",5.873142,"0%","United Nations Environment Programme","Sweden"
"2019","IDA",351.913186,"18%","International Development Association","Sweden"
"2019","FAO",4.252879,"0%","Food and Agricultural Organisation","Sweden"
"2019","UNDP",77.232014,"4%","United Nations Development Programme","Sweden"
"2019","WHO - assessed contributions",3.811624,"0%","World Health Organisation - assessed contributions","Sweden"
"2019","IFAD",73.554299,"4%","International Fund for Agricultural Development","Sweden"
"2019","UNFPA",68.037726,"3%","United Nations Population Fund","Sweden"
"2019","GEF-Least Developed Countries Fund",15.936765,"1%","Global Environment Facility - Least Developed Countries Fund","Sweden"
"2019","AIIB",23.77657,"1%","Asian Infrastructure Investment Bank","Sweden"
"2019","UN Women",14.83345,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Sweden"
"2019","Global Fund",104.201923,"5%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Sweden"
"2019","EC - Development Share of Budget",311.240704,"15%","European Commission - Development Share of Budget","Sweden"
"2019","Gavi",36.777149,"2%","Global Alliance for Vaccines and Immunization","Sweden"
"2020","GCF",961.111803,"31%","Green Climate Fund","Sweden"
"2020","WFP",106.202854,"3%","World Food Programme","Sweden"
"2020","MDRI",33.026204,"1%","International Development Association - Multilateral Debt Relief Initiative","Sweden"
"2020","IBRD",15.044559,"0%","International Bank for Reconstruction and Development","Sweden"
"2020","IFFIm",2.178582,"0%","International Finance Facility for Immunisation","Sweden"
"2020","CERF",91.786177,"3%","Central Emergency Response Fund","Sweden"
"2020","African Development Fund",103.58253,"3%","African Development Fund","Sweden"
"2020","AfDB",14.123066,"0%","African Development Bank","Sweden"
"2020","UNOCHA",22.826405,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Sweden"
"2020","IDB, IIC and MIF",1.04479,"0%","Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","Sweden"
"2020","EC - EDF",171.642454,"6%","European Commission - European Development Fund","Sweden"
"2020","UNEP",5.139425,"0%","United Nations Environment Programme","Sweden"
"2020","IDA",318.368285,"10%","International Development Association","Sweden"
"2020","FAO",4.15215,"0%","Food and Agricultural Organisation","Sweden"
"2020","UNDP",75.687554,"2%","United Nations Development Programme","Sweden"
"2020","WHO - assessed contributions",3.93372,"0%","World Health Organisation - assessed contributions","Sweden"
"2020","UNFPA",75.206999,"2%","United Nations Population Fund","Sweden"
"2020","GEF-Least Developed Countries Fund",15.618067,"1%","Global Environment Facility - Least Developed Countries Fund","Sweden"
"2020","EBRD-ETC Fund",0.360417,"0%","European Bank for Reconstruction and Development - Early Transition Countries Fund","Sweden"
"2020","AIIB",24.026719,"1%","Asian Infrastructure Investment Bank","Sweden"
"2020","UN Women",20.663903,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Sweden"
"2020","Global Fund",114.132027,"4%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Sweden"
"2020","EC - Development Share of Budget",364.58719,"12%","European Commission - Development Share of Budget","Sweden"
"2020","Gavi",42.048641,"1%","Global Alliance for Vaccines and Immunization","Sweden"
"2021","WFP",81.614569,"4%","World Food Programme","Sweden"
"2021","MDRI",42.334643,"2%","International Development Association - Multilateral Debt Relief Initiative","Sweden"
"2021","IBRD",15.718897,"1%","International Bank for Reconstruction and Development","Sweden"
"2021","IFFIm",2.135731,"0%","International Finance Facility for Immunisation","Sweden"
"2021","CERF",69.955346,"3%","Central Emergency Response Fund","Sweden"
"2021","African Development Fund",105.993439,"5%","African Development Fund","Sweden"
"2021","AfDB",13.320463,"1%","African Development Bank","Sweden"
"2021","UNOCHA",22.152526,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Sweden"
"2021","IDB, IIC and MIF",0.345409,"0%","Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","Sweden"
"2021","EC - EDF",131.230562,"7%","European Commission - European Development Fund","Sweden"
"2021","UNEP",4.95297,"0%","United Nations Environment Programme","Sweden"
"2021","IDA",357.549931,"18%","International Development Association","Sweden"
"2021","FAO",3.647829,"0%","Food and Agricultural Organisation","Sweden"
"2021","UNDP",73.453112,"4%","United Nations Development Programme","Sweden"
"2021","WHO - assessed contributions",4.13499,"0%","World Health Organisation - assessed contributions","Sweden"
"2021","IFAD",11.659224,"1%","International Fund for Agricultural Development","Sweden"
"2021","UNFPA",64.358918,"3%","United Nations Population Fund","Sweden"
"2021","GEF-Least Developed Countries Fund",15.156991,"1%","Global Environment Facility - Least Developed Countries Fund","Sweden"
"2021","UN Women",12.47537,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Sweden"
"2021","Global Fund",110.76263,"5%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Sweden"
"2021","EC - Development Share of Budget",398.25342,"20%","European Commission - Development Share of Budget","Sweden"
"2021","Gavi",40.807285,"2%","Global Alliance for Vaccines and Immunization","Sweden"
"2022","WFP",109.727355,"5%","World Food Programme","Sweden"
"2022","MDRI",44.288155,"2%","International Development Association - Multilateral Debt Relief Initiative","Sweden"
"2022","WHO - core voluntary contributions",12.070005,"1%","World Health Organisation - core voluntary contributions account","Sweden"
"2022","IBRD",16.798615,"1%","International Bank for Reconstruction and Development","Sweden"
