"Year","Recipient country","ODA Grants","ODA Loans","Share","Donor"
"2018","Ukraine",37.066685,0,"1%","Canada"
"2019","Ukraine",54.075465,0,"1%","Canada"
"2020","Ukraine",41.891713,0,"1%","Canada"
"2021","Ukraine",37.854356,0,"1%","Canada"
"2022","Ukraine",311.369773,1805.367649,"31%","Canada"
"2018","Afghanistan",144.632515,0,"4%","Canada"
"2019","Afghanistan",134.940742,0,"4%","Canada"
"2020","Afghanistan",99.459091,0,"2%","Canada"
"2021","Afghanistan",113.213338,0,"2%","Canada"
"2022","Afghanistan",153.961984,0,"2%","Canada"
"2018","Ethiopia",103.508121,0,"3%","Canada"
"2019","Ethiopia",91.610532,0,"2%","Canada"
"2020","Ethiopia",84.405523,0,"2%","Canada"
"2021","Ethiopia",99.14421,0,"2%","Canada"
"2022","Ethiopia",116.811774,0,"2%","Canada"
"2018","Tanzania",72.868442,0,"2%","Canada"
"2019","Tanzania",91.908135,0,"2%","Canada"
"2020","Tanzania",78.189277,0,"2%","Canada"
"2021","Tanzania",48.899993,0,"1%","Canada"
"2022","Tanzania",97.618919,0,"1%","Canada"
"2018","Bangladesh",101.992915,0,"3%","Canada"
"2019","Bangladesh",94.013765,0,"3%","Canada"
"2020","Bangladesh",79.383868,0,"2%","Canada"
"2021","Bangladesh",86.263157,0,"2%","Canada"
"2022","Bangladesh",87.47162,0,"1%","Canada"
"2018","South Sudan",58.657852,0,"1%","Canada"
"2019","South Sudan",52.872721,0,"1%","Canada"
"2020","South Sudan",84.628632,0,"2%","Canada"
"2021","South Sudan",108.959551,0,"2%","Canada"
"2022","South Sudan",83.73599,0,"1%","Canada"
"2018","Haiti",101.775599,0,"3%","Canada"
"2019","Haiti",74.378153,0,"2%","Canada"
"2020","Haiti",66.058811,0,"1%","Canada"
"2021","Haiti",56.699323,0,"1%","Canada"
"2022","Haiti",80.948717,0,"1%","Canada"
"2018","Mozambique",57.64768,0,"1%","Canada"
"2019","Mozambique",64.878479,0,"2%","Canada"
"2020","Mozambique",59.890102,0,"1%","Canada"
"2021","Mozambique",82.273424,0,"2%","Canada"
"2022","Mozambique",79.990312,0,"1%","Canada"
"2018","Nigeria",51.566094,0,"1%","Canada"
"2019","Nigeria",48.351211,0,"1%","Canada"
"2020","Nigeria",46.324631,0,"1%","Canada"
"2021","Nigeria",60.387728,0,"1%","Canada"
"2022","Nigeria",78.716313,0,"1%","Canada"
"2018","Democratic Republic of the Congo",76.914439,0,"2%","Canada"
"2019","Democratic Republic of the Congo",64.71852,0,"2%","Canada"
"2020","Democratic Republic of the Congo",79.232324,0,"2%","Canada"
"2021","Democratic Republic of the Congo",69.005942,0,"1%","Canada"
"2022","Democratic Republic of the Congo",71.247268,0,"1%","Canada"
"2018","Yemen",42.004065,0,"1%","Canada"
"2019","Yemen",40.144847,0,"1%","Canada"
"2020","Yemen",51.718644,0,"1%","Canada"
"2021","Yemen",64.589368,0,"1%","Canada"
"2022","Yemen",71.12258,0,"1%","Canada"
"2018","Mali",98.594793,0,"2%","Canada"
"2019","Mali",83.219321,0,"2%","Canada"
"2020","Mali",70.364487,0,"2%","Canada"
"2021","Mali",92.487018,0,"2%","Canada"
"2022","Mali",68.549316,0,"1%","Canada"
"2018","Ghana",79.642191,0,"2%","Canada"
"2019","Ghana",49.99351,0,"1%","Canada"
"2020","Ghana",56.930548,0,"1%","Canada"
"2021","Ghana",52.705706,0,"1%","Canada"
"2022","Ghana",66.149371,0,"1%","Canada"
"2018","Senegal",82.258153,0,"2%","Canada"
"2019","Senegal",33.918585,0,"1%","Canada"
"2020","Senegal",59.730037,0,"1%","Canada"
"2021","Senegal",62.620981,0,"1%","Canada"
"2022","Senegal",63.706642,0,"1%","Canada"
"2018","Syrian Arab Republic",124.688775,0,"3%","Canada"
"2019","Syrian Arab Republic",108.265642,0,"3%","Canada"
"2020","Syrian Arab Republic",86.63786,0,"2%","Canada"
"2021","Syrian Arab Republic",69.581095,0,"1%","Canada"
"2022","Syrian Arab Republic",60.20572,0,"1%","Canada"
"2018","Jordan",100.482521,0,"2%","Canada"
"2019","Jordan",83.97388,0,"2%","Canada"
"2020","Jordan",65.468675,0,"1%","Canada"
"2021","Jordan",66.896263,0,"1%","Canada"
"2022","Jordan",56.202742,0,"1%","Canada"
"2018","Burkina Faso",50.196556,0,"1%","Canada"
"2019","Burkina Faso",45.775353,0,"1%","Canada"
"2020","Burkina Faso",42.287434,0,"1%","Canada"
"2021","Burkina Faso",49.585077,0,"1%","Canada"
"2022","Burkina Faso",47.774266,0,"1%","Canada"
"2018","Lebanon",78.371475,0,"2%","Canada"
"2019","Lebanon",68.80726,0,"2%","Canada"
"2020","Lebanon",86.532879,0,"2%","Canada"
"2021","Lebanon",68.255741,0,"1%","Canada"
"2022","Lebanon",45.603206,0,"1%","Canada"
"2018","Pakistan",15.194298,0,"0%","Canada"
"2019","Pakistan",14.144022,0,"0%","Canada"
"2020","Pakistan",28.466459,0,"1%","Canada"
"2021","Pakistan",29.718128,0,"1%","Canada"
"2022","Pakistan",45.550842,0,"1%","Canada"
"2018","Colombia",40.445332,0,"1%","Canada"
"2019","Colombia",52.832549,0,"1%","Canada"
"2020","Colombia",45.337076,0,"1%","Canada"
"2021","Colombia",37.252844,0,"1%","Canada"
"2022","Colombia",44.842588,0,"1%","Canada"
"2018","Sudan",14.035246,0,"0%","Canada"
"2019","Sudan",13.478038,0,"0%","Canada"
"2020","Sudan",22.8426,0,"1%","Canada"
"2021","Sudan",48.890241,0,"1%","Canada"
"2022","Sudan",43.738885,0,"1%","Canada"
"2018","Iraq",87.326897,0,"2%","Canada"
"2019","Iraq",76.1268,0,"2%","Canada"
"2020","Iraq",82.345515,0,"2%","Canada"
"2021","Iraq",74.231318,0,"1%","Canada"
"2022","Iraq",42.284683,0,"1%","Canada"
"2018","Myanmar",30.591748,0,"1%","Canada"
"2019","Myanmar",44.161302,0,"1%","Canada"
"2020","Myanmar",41.168225,0,"1%","Canada"
"2021","Myanmar",20.176168,0,"0%","Canada"
"2022","Myanmar",38.101586,0,"1%","Canada"
"2018","Kenya",41.679783,0,"1%","Canada"
"2019","Kenya",43.38222,0,"1%","Canada"
"2020","Kenya",39.389418,0,"1%","Canada"
"2021","Kenya",32.140031,0,"1%","Canada"
"2022","Kenya",37.869935,0,"1%","Canada"
"2018","Somalia",26.508825,0,"1%","Canada"
"2019","Somalia",20.858212,0,"1%","Canada"
"2020","Somalia",26.884609,0,"1%","Canada"
"2021","Somalia",36.95807,0,"1%","Canada"
"2022","Somalia",36.972067,0,"1%","Canada"
"2018","West Bank and Gaza Strip",36.69981,0,"1%","Canada"
"2019","West Bank and Gaza Strip",34.782329,0,"1%","Canada"
"2020","West Bank and Gaza Strip",45.772282,0,"1%","Canada"
"2021","West Bank and Gaza Strip",37.415305,0,"1%","Canada"
"2022","West Bank and Gaza Strip",34.208834,0,"1%","Canada"
"2018","Mexico",4.453434,0,"0%","Canada"
"2019","Mexico",5.991522,8.295172,"0%","Canada"
"2020","Mexico",5.155915,5.690131,"0%","Canada"
"2021","Mexico",4.82736,0,"0%","Canada"
"2022","Mexico",27.239897,0,"0%","Canada"
"2018","Côte d'Ivoire",18.007131,0,"0%","Canada"
"2019","Côte d'Ivoire",11.468241,0,"0%","Canada"
"2020","Côte d'Ivoire",15.420203,0,"0%","Canada"
"2021","Côte d'Ivoire",10.201173,0,"0%","Canada"
"2022","Côte d'Ivoire",24.151166,0,"0%","Canada"
"2018","Peru",28.359234,0,"1%","Canada"
"2019","Peru",27.100337,0,"1%","Canada"
"2020","Peru",24.299361,0,"1%","Canada"
"2021","Peru",18.813299,0,"0%","Canada"
"2022","Peru",21.604448,0,"0%","Canada"
"2018","Uganda",17.767555,0,"0%","Canada"
"2019","Uganda",16.190698,0,"0%","Canada"
"2020","Uganda",16.959323,0,"0%","Canada"
"2021","Uganda",30.608773,0,"1%","Canada"
"2022","Uganda",21.400861,0,"0%","Canada"
"2018","Honduras",26.410105,0,"1%","Canada"
"2019","Honduras",19.407431,0,"1%","Canada"
"2020","Honduras",22.741219,0,"1%","Canada"
"2021","Honduras",22.839884,0,"0%","Canada"
"2022","Honduras",19.793269,0,"0%","Canada"
"2018","Venezuela",0.835695,0,"0%","Canada"
"2019","Venezuela",2.76535,0,"0%","Canada"
"2020","Venezuela",6.91552,0,"0%","Canada"
"2021","Venezuela",13.394878,0,"0%","Canada"
"2022","Venezuela",18.169201,0,"0%","Canada"
"2018","Zambia",4.853149,0,"0%","Canada"
"2019","Zambia",4.588123,0,"0%","Canada"
"2020","Zambia",5.841041,0,"0%","Canada"
"2021","Zambia",8.006437,0,"0%","Canada"
"2022","Zambia",17.142632,0,"0%","Canada"
"2018","Benin",20.787111,0,"1%","Canada"
"2019","Benin",19.677719,0,"1%","Canada"
"2020","Benin",24.32906,0,"1%","Canada"
"2021","Benin",17.970712,0,"0%","Canada"
"2022","Benin",17.133669,0,"0%","Canada"
"2018","Philippines",12.46785,0,"0%","Canada"
"2019","Philippines",10.438505,0,"0%","Canada"
"2020","Philippines",12.336396,0,"0%","Canada"
"2021","Philippines",11.370476,0,"0%","Canada"
"2022","Philippines",15.834916,0,"0%","Canada"
"2018","Jamaica",5.010463,0,"0%","Canada"
"2019","Jamaica",3.265515,0,"0%","Canada"
"2020","Jamaica",2.74295,0,"0%","Canada"
"2021","Jamaica",6.478377,0,"0%","Canada"
"2022","Jamaica",15.699321,0,"0%","Canada"
"2018","Niger",21.058612,0,"1%","Canada"
"2019","Niger",22.288534,0,"1%","Canada"
"2020","Niger",18.262348,0,"0%","Canada"
"2021","Niger",20.381478,0,"0%","Canada"
"2022","Niger",15.268782,0,"0%","Canada"
"2018","Indonesia",26.266542,0,"1%","Canada"
"2019","Indonesia",22.736504,0,"1%","Canada"
"2020","Indonesia",13.976524,0,"0%","Canada"
"2021","Indonesia",14.189545,0,"0%","Canada"
"2022","Indonesia",13.527043,0,"0%","Canada"
"2018","Guatemala",16.995855,0,"0%","Canada"
"2019","Guatemala",11.19843,0,"0%","Canada"
"2020","Guatemala",12.888434,0,"0%","Canada"
"2021","Guatemala",16.616414,0,"0%","Canada"
"2022","Guatemala",13.120642,0,"0%","Canada"
"2018","Bolivia",13.636222,0,"0%","Canada"
"2019","Bolivia",14.502411,0,"0%","Canada"
"2020","Bolivia",13.964804,0,"0%","Canada"
"2021","Bolivia",11.33711,0,"0%","Canada"
"2022","Bolivia",12.454624,0,"0%","Canada"
"2018","Chad",16.72079,0,"0%","Canada"
"2019","Chad",12.515563,0,"0%","Canada"
"2020","Chad",11.18358,0,"0%","Canada"
"2021","Chad",10.97598,0,"0%","Canada"
"2022","Chad",11.781271,0,"0%","Canada"
"2018","Cameroon",16.18803,0,"0%","Canada"
"2019","Cameroon",8.779209,0,"0%","Canada"
"2020","Cameroon",16.280844,0,"0%","Canada"
"2021","Cameroon",15.872349,0,"0%","Canada"
"2022","Cameroon",11.45286,0,"0%","Canada"
"2018","Ecuador",1.478469,0,"0%","Canada"
"2019","Ecuador",2.689888,0,"0%","Canada"
"2020","Ecuador",5.281882,0,"0%","Canada"
"2021","Ecuador",8.849444,0,"0%","Canada"
"2022","Ecuador",11.123379,0,"0%","Canada"
"2018","Viet Nam",16.371273,0,"0%","Canada"
"2019","Viet Nam",16.064955,0,"0%","Canada"
"2020","Viet Nam",13.096122,0,"0%","Canada"
"2021","Viet Nam",11.974785,0,"0%","Canada"
"2022","Viet Nam",10.125551,0,"0%","Canada"
"2018","Sri Lanka",5.742302,0,"0%","Canada"
"2019","Sri Lanka",5.225284,0,"0%","Canada"
"2020","Sri Lanka",8.322341,0,"0%","Canada"
"2021","Sri Lanka",6.234887,0,"0%","Canada"
"2022","Sri Lanka",10.103204,0,"0%","Canada"
"2018","Central African Republic",17.524705,0,"0%","Canada"
"2019","Central African Republic",11.231275,0,"0%","Canada"
"2020","Central African Republic",10.942259,0,"0%","Canada"
"2021","Central African Republic",13.211516,0,"0%","Canada"
"2022","Central African Republic",9.859908,0,"0%","Canada"
"2018","Morocco",10.01148,0,"0%","Canada"
"2019","Morocco",8.544874,0,"0%","Canada"
"2020","Morocco",5.126092,0,"0%","Canada"
"2021","Morocco",6.204904,0,"0%","Canada"
"2022","Morocco",8.642734,0,"0%","Canada"
"2018","Zimbabwe",1.119673,0,"0%","Canada"
"2019","Zimbabwe",4.315543,0,"0%","Canada"
"2020","Zimbabwe",5.278543,0,"0%","Canada"
"2021","Zimbabwe",13.826936,0,"0%","Canada"
"2022","Zimbabwe",8.067314,0,"0%","Canada"
"2018","Nicaragua",7.675587,0,"0%","Canada"
"2019","Nicaragua",5.280319,0,"0%","Canada"
"2020","Nicaragua",7.689379,0,"0%","Canada"
"2021","Nicaragua",14.161322,0,"0%","Canada"
"2022","Nicaragua",7.683751,0,"0%","Canada"
"2018","Egypt",4.877507,0,"0%","Canada"
"2019","Egypt",6.364564,0,"0%","Canada"
"2020","Egypt",4.117656,0,"0%","Canada"
"2021","Egypt",18.584218,0,"0%","Canada"
"2022","Egypt",7.391003,0,"0%","Canada"
"2018","Malawi",12.266514,0,"0%","Canada"
"2019","Malawi",10.833353,0,"0%","Canada"
"2020","Malawi",10.7642,0,"0%","Canada"
"2021","Malawi",10.519554,0,"0%","Canada"
"2022","Malawi",7.297011,0,"0%","Canada"
"2018","El Salvador",3.338352,0,"0%","Canada"
"2019","El Salvador",3.271397,0,"0%","Canada"
"2020","El Salvador",4.042325,0,"0%","Canada"
"2021","El Salvador",5.687466,0,"0%","Canada"
"2022","El Salvador",7.222301,0,"0%","Canada"
"2018","Burundi",5.786488,0,"0%","Canada"
"2019","Burundi",3.340962,0,"0%","Canada"
"2020","Burundi",5.003174,0,"0%","Canada"
"2021","Burundi",5.439927,0,"0%","Canada"
"2022","Burundi",6.89345,0,"0%","Canada"
"2018","South Africa",5.211666,0,"0%","Canada"
"2019","South Africa",6.463473,0,"0%","Canada"
"2020","South Africa",10.136349,0,"0%","Canada"
"2021","South Africa",9.04346,0,"0%","Canada"
"2022","South Africa",6.862575,0,"0%","Canada"
"2018","Tunisia",6.254215,0,"0%","Canada"
"2019","Tunisia",5.532056,0,"0%","Canada"
"2020","Tunisia",5.754949,0,"0%","Canada"
"2021","Tunisia",11.113566,0,"0%","Canada"
"2022","Tunisia",6.760767,0,"0%","Canada"
"2018","Rwanda",9.523779,0,"0%","Canada"
"2019","Rwanda",12.411917,0,"0%","Canada"
"2020","Rwanda",9.989599,0,"0%","Canada"
"2021","Rwanda",22.000473,0,"0%","Canada"
"2022","Rwanda",6.572878,0.047898,"0%","Canada"
"2018","Mongolia",6.775004,0,"0%","Canada"
"2019","Mongolia",6.534213,0,"0%","Canada"
"2020","Mongolia",6.215641,0,"0%","Canada"
"2021","Mongolia",4.975454,0,"0%","Canada"
"2022","Mongolia",6.531657,0,"0%","Canada"
"2018","Madagascar",3.020247,0,"0%","Canada"
"2019","Madagascar",2.580266,0,"0%","Canada"
"2020","Madagascar",3.464736,0,"0%","Canada"
"2021","Madagascar",4.83129,0,"0%","Canada"
"2022","Madagascar",5.890011,0,"0%","Canada"
"2018","Sierra Leone",2.345211,0,"0%","Canada"
"2019","Sierra Leone",3.162031,0,"0%","Canada"
"2020","Sierra Leone",6.361715,0,"0%","Canada"
"2021","Sierra Leone",5.948781,0,"0%","Canada"
"2022","Sierra Leone",5.417944,0,"0%","Canada"
"2018","Liberia",1.394911,0,"0%","Canada"
"2019","Liberia",0.37832,0,"0%","Canada"
"2020","Liberia",2.893294,0,"0%","Canada"
"2021","Liberia",1.058011,0,"0%","Canada"
"2022","Liberia",5.367657,0,"0%","Canada"
"2018","Guyana",1.689044,0,"0%","Canada"
"2019","Guyana",1.797131,0,"0%","Canada"
"2020","Guyana",2.550669,0,"0%","Canada"
"2021","Guyana",4.833959,0,"0%","Canada"
"2022","Guyana",4.765484,0,"0%","Canada"
"2018","Cuba",2.526724,0,"0%","Canada"
"2019","Cuba",3.552212,0,"0%","Canada"
"2020","Cuba",2.66886,0,"0%","Canada"
"2021","Cuba",3.160946,0,"0%","Canada"
"2022","Cuba",4.159567,0,"0%","Canada"
"2018","Togo",2.081687,0,"0%","Canada"
"2019","Togo",3.349858,0,"0%","Canada"
"2020","Togo",4.185348,0,"0%","Canada"
"2021","Togo",4.445958,0,"0%","Canada"
"2022","Togo",4.10168,0,"0%","Canada"
"2018","Kyrgyzstan",0.018719,0,"0%","Canada"
"2019","Kyrgyzstan",0.222295,0,"0%","Canada"
"2020","Kyrgyzstan",1.14112,0,"0%","Canada"
"2021","Kyrgyzstan",1.455307,0,"0%","Canada"
"2022","Kyrgyzstan",3.511088,0.478975,"0%","Canada"
"2018","Gambia",0.115448,0,"0%","Canada"
"2019","Gambia",0.280446,0,"0%","Canada"
"2020","Gambia",1.652512,0,"0%","Canada"
"2021","Gambia",0.339381,0,"0%","Canada"
"2022","Gambia",3.901624,0,"0%","Canada"
"2018","Libya",4.8816,0,"0%","Canada"
"2019","Libya",3.150778,0,"0%","Canada"
"2020","Libya",2.769014,0,"0%","Canada"
"2021","Libya",3.674674,0,"0%","Canada"
"2022","Libya",3.886987,0,"0%","Canada"
"2018","Moldova",0.110177,0,"0%","Canada"
"2019","Moldova",0.137239,0,"0%","Canada"
"2020","Moldova",0.338925,0,"0%","Canada"
"2021","Moldova",0.180607,0,"0%","Canada"
"2022","Moldova",3.331412,0,"0%","Canada"
"2018","Guinea",3.12988,0,"0%","Canada"
"2019","Guinea",1.407727,0,"0%","Canada"
"2020","Guinea",4.615043,0,"0%","Canada"
"2021","Guinea",3.852295,0,"0%","Canada"
"2022","Guinea",3.129611,0,"0%","Canada"
"2018","Eswatini",0.233095,0,"0%","Canada"
"2019","Eswatini",0.235858,0,"0%","Canada"
"2020","Eswatini",0.656025,0,"0%","Canada"
"2021","Eswatini",0.51602,0,"0%","Canada"
"2022","Eswatini",3.122016,0,"0%","Canada"
"2018","Congo",0.235363,0,"0%","Canada"
"2019","Congo",0.354028,0,"0%","Canada"
"2020","Congo",0.913387,0,"0%","Canada"
"2021","Congo",0.993128,0,"0%","Canada"
"2022","Congo",2.960995,0,"0%","Canada"
"2018","Uzbekistan",0.0023,0,"0%","Canada"
"2019","Uzbekistan",0.073979,0,"0%","Canada"
"2020","Uzbekistan",0.327371,0,"0%","Canada"
"2021","Uzbekistan",0.131152,0,"0%","Canada"
"2022","Uzbekistan",2.805151,0,"0%","Canada"
"2018","Cambodia",3.165476,0,"0%","Canada"
"2019","Cambodia",3.383811,0,"0%","Canada"
"2020","Cambodia",3.575318,0,"0%","Canada"
"2021","Cambodia",2.032802,0,"0%","Canada"
"2022","Cambodia",2.797416,0,"0%","Canada"
"2018","Nepal",9.676269,0,"0%","Canada"
"2019","Nepal",7.868586,0,"0%","Canada"
"2020","Nepal",4.714151,0,"0%","Canada"
"2021","Nepal",7.891666,0,"0%","Canada"
"2022","Nepal",2.663375,0,"0%","Canada"
"2018","Dominica",5.078516,0,"0%","Canada"
"2019","Dominica",1.359948,0,"0%","Canada"
"2020","Dominica",2.116081,0,"0%","Canada"
"2021","Dominica",1.403608,0,"0%","Canada"
"2022","Dominica",2.173559,0,"0%","Canada"
"2018","Mauritania",4.332166,0,"0%","Canada"
"2019","Mauritania",1.003383,0,"0%","Canada"
"2020","Mauritania",0.584334,0,"0%","Canada"
"2021","Mauritania",3.16904,0,"0%","Canada"
"2022","Mauritania",2.041575,0,"0%","Canada"
"2018","India",5.239471,0,"0%","Canada"
"2019","India",10.010735,0,"0%","Canada"
"2020","India",7.174144,0,"0%","Canada"
"2021","India",12.962498,0,"0%","Canada"
"2022","India",2.034846,0,"0%","Canada"
"2018","China (People's Republic of)",2.347184,0,"0%","Canada"
"2019","China (People's Republic of)",2.480078,0,"0%","Canada"
"2020","China (People's Republic of)",2.131782,0,"0%","Canada"
"2021","China (People's Republic of)",2.829375,0,"0%","Canada"
"2022","China (People's Republic of)",1.858269,0,"0%","Canada"
"2018","Brazil",1.291178,0,"0%","Canada"
"2019","Brazil",2.686773,0,"0%","Canada"
"2020","Brazil",2.038606,0,"0%","Canada"
"2021","Brazil",1.26373,0,"0%","Canada"
"2022","Brazil",1.734599,0,"0%","Canada"
"2018","Saint Lucia",0.387647,0,"0%","Canada"
"2019","Saint Lucia",0.75157,0,"0%","Canada"
"2020","Saint Lucia",0.972375,0,"0%","Canada"
"2021","Saint Lucia",0.967629,0,"0%","Canada"
"2022","Saint Lucia",1.720038,0,"0%","Canada"
"2018","Grenada",0.17454,0,"0%","Canada"
"2019","Grenada",0.394886,0,"0%","Canada"
"2020","Grenada",0.990158,0,"0%","Canada"
"2021","Grenada",0.47752,0,"0%","Canada"
"2022","Grenada",1.436299,0,"0%","Canada"
"2018","Argentina",1.219704,0,"0%","Canada"
"2019","Argentina",1.11391,0,"0%","Canada"
"2020","Argentina",1.222038,0,"0%","Canada"
"2021","Argentina",4.421465,0,"0%","Canada"
"2022","Argentina",1.401538,0,"0%","Canada"
"2018","Saint Vincent and the Grenadines",0.792516,0,"0%","Canada"
"2019","Saint Vincent and the Grenadines",0.850334,0,"0%","Canada"
"2020","Saint Vincent and the Grenadines",1.066305,0,"0%","Canada"
"2021","Saint Vincent and the Grenadines",0.91811,0,"0%","Canada"
"2022","Saint Vincent and the Grenadines",1.23583,0,"0%","Canada"
"2018","Tajikistan",0.050983,0,"0%","Canada"
"2019","Tajikistan",0.341976,0,"0%","Canada"
"2020","Tajikistan",1.9568,0,"0%","Canada"
"2021","Tajikistan",1.554306,0,"0%","Canada"
"2022","Tajikistan",1.196492,0,"0%","Canada"
"2018","Belarus",0.027493,0,"0%","Canada"
"2019","Belarus",0.107568,0,"0%","Canada"
"2020","Belarus",0.30637,0,"0%","Canada"
"2021","Belarus",1.541585,0,"0%","Canada"
"2022","Belarus",1.015154,0,"0%","Canada"
"2018","Armenia",0.008735,0,"0%","Canada"
"2019","Armenia",0.251507,0,"0%","Canada"
"2020","Armenia",0.076109,0,"0%","Canada"
"2021","Armenia",0.896353,0,"0%","Canada"
"2022","Armenia",0.962541,0,"0%","Canada"
