Year,Sector,Bilateral ODA for,Share,Donor
2023,Refugees in donor countries,50.2,87.64%,Greece
2023,Emergency Response,3.69,6.44%,Greece
2023,Education,1.67,2.91%,Greece
2023,Donor administration costs,1.29,2.25%,Greece
2023,Environmental protection,0.21,0.36%,Greece
2023,Other social services,0.11,0.19%,Greece
2023,Infrastructure,0.06,0.11%,Greece
2023,Unspecified,0.05,0.08%,Greece
2023,Health & populations,0.01,0.01%,Greece
2022,Refugees in donor countries,79.28,73.04%,Greece
2022,Health & populations,21.99,20.26%,Greece
2022,Emergency Response,3.6,3.32%,Greece
2022,Education,1.89,1.74%,Greece
2022,Donor administration costs,1.08,1.0%,Greece
2022,Other social services,0.36,0.33%,Greece
2022,Reconstruction Relief & Rehabilitation,0.14,0.13%,Greece
2022,Unspecified,0.06,0.06%,Greece
2022,Government & civil society,0.06,0.06%,Greece
2022,Environmental protection,0.05,0.04%,Greece
2022,"Conflict, peace & security",0.02,0.02%,Greece
2022,Energy,0.0,0.0%,Greece
2021,Refugees in donor countries,37.98,49.07%,Greece
2021,Health & populations,30.65,39.59%,Greece
2021,Emergency Response,2.67,3.45%,Greece
2021,Education,1.89,2.44%,Greece
2021,Unspecified,1.84,2.38%,Greece
2021,Donor administration costs,1.42,1.84%,Greece
2021,Reconstruction Relief & Rehabilitation,0.65,0.84%,Greece
2021,Other social services,0.12,0.15%,Greece
2021,Food aid and commodity assistance,0.12,0.16%,Greece
2021,Other multisector,0.05,0.07%,Greece
2021,Environmental protection,0.01,0.01%,Greece
2020,Refugees in donor countries,88.33,94.66%,Greece
2020,Emergency Response,4.63,4.96%,Greece
2020,Unspecified,0.15,0.16%,Greece
2020,Donor administration costs,0.14,0.15%,Greece
2020,Health & populations,0.04,0.04%,Greece
2020,Education,0.03,0.03%,Greece
2019,Refugees in donor countries,149.28,94.17%,Greece
2019,Emergency Response,4.76,3.01%,Greece
2019,Other multisector,2.29,1.44%,Greece
2019,Education,1.98,1.25%,Greece
2019,Unspecified,0.12,0.07%,Greece
2019,Other social services,0.09,0.06%,Greece
2019,Infrastructure,0.0,0.0%,Greece
2019,Health & populations,0.0,0.0%,Greece
