Year,Sector,Bilateral ODA for,Share,Donor
2023,Education,67.86,24.33%,Portugal
2023,Debt relief,56.2,20.15%,Portugal
2023,Other social services,52.11,18.69%,Portugal
2023,Emergency Response,17.27,6.19%,Portugal
2023,Health & populations,13.09,4.69%,Portugal
2023,Donor administration costs,10.41,3.73%,Portugal
2023,Refugees in donor countries,9.12,3.27%,Portugal
2023,Water and sanitation,8.97,3.22%,Portugal
2023,Food aid and commodity assistance,7.64,2.74%,Portugal
2023,"Conflict, peace & security",6.6,2.37%,Portugal
2023,Infrastructure,6.21,2.23%,Portugal
2023,Other multisector,6.05,2.17%,Portugal
2023,Government & civil society,5.78,2.07%,Portugal
2023,Unspecified,3.81,1.37%,Portugal
2023,Environmental protection,2.51,0.9%,Portugal
2023,"Agriculture (incl. forestry, fishing, rural development)",1.46,0.52%,Portugal
2023,Financial services & business support,1.2,0.43%,Portugal
2023,General budget support,1.11,0.4%,Portugal
2023,Reconstruction Relief & Rehabilitation,0.52,0.19%,Portugal
2023,Tourism,0.3,0.11%,Portugal
2023,Disaster Prevention & Preparedness,0.23,0.08%,Portugal
2023,Trade policy,0.17,0.06%,Portugal
2023,Energy,0.16,0.06%,Portugal
2023,"Industry, construction & mining",0.07,0.03%,Portugal
2022,Education,67.23,23.84%,Portugal
2022,Debt relief,49.9,17.69%,Portugal
2022,Emergency Response,39.59,14.04%,Portugal
2022,Health & populations,29.51,10.46%,Portugal
2022,General budget support,23.73,8.41%,Portugal
2022,Refugees in donor countries,15.64,5.55%,Portugal
2022,Other social services,12.84,4.55%,Portugal
2022,Donor administration costs,10.88,3.86%,Portugal
2022,"Conflict, peace & security",7.88,2.79%,Portugal
2022,Water and sanitation,6.78,2.4%,Portugal
2022,Infrastructure,4.3,1.52%,Portugal
2022,Other multisector,3.81,1.35%,Portugal
2022,Government & civil society,3.07,1.09%,Portugal
2022,Environmental protection,2.2,0.78%,Portugal
2022,Unspecified,1.09,0.39%,Portugal
2022,"Agriculture (incl. forestry, fishing, rural development)",0.89,0.32%,Portugal
2022,Energy,0.88,0.31%,Portugal
2022,Financial services & business support,0.84,0.3%,Portugal
2022,Reconstruction Relief & Rehabilitation,0.47,0.17%,Portugal
2022,Tourism,0.28,0.1%,Portugal
2022,"Industry, construction & mining",0.13,0.05%,Portugal
2022,Disaster Prevention & Preparedness,0.07,0.02%,Portugal
2022,Trade policy,0.05,0.02%,Portugal
2022,Food aid and commodity assistance,0.0,0.0%,Portugal
2021,Education,70.56,33.26%,Portugal
2021,Debt relief,40.47,19.08%,Portugal
2021,Health & populations,38.71,18.25%,Portugal
2021,Refugees in donor countries,11.35,5.35%,Portugal
2021,Other social services,10.59,4.99%,Portugal
2021,Donor administration costs,7.84,3.7%,Portugal
2021,"Conflict, peace & security",6.51,3.07%,Portugal
2021,Water and sanitation,5.4,2.54%,Portugal
2021,Government & civil society,4.04,1.91%,Portugal
2021,Other multisector,3.9,1.84%,Portugal
2021,Emergency Response,3.6,1.7%,Portugal
2021,Environmental protection,2.44,1.15%,Portugal
2021,Infrastructure,2.34,1.11%,Portugal
2021,Unspecified,1.17,0.55%,Portugal
2021,"Agriculture (incl. forestry, fishing, rural development)",0.9,0.42%,Portugal
2021,General budget support,0.73,0.34%,Portugal
2021,Financial services & business support,0.67,0.32%,Portugal
2021,Reconstruction Relief & Rehabilitation,0.51,0.24%,Portugal
2021,Tourism,0.24,0.11%,Portugal
2021,Disaster Prevention & Preparedness,0.06,0.03%,Portugal
2021,Trade policy,0.04,0.02%,Portugal
2021,"Industry, construction & mining",0.03,0.02%,Portugal
2021,Energy,0.02,0.01%,Portugal
2021,Food aid and commodity assistance,0.0,0.0%,Portugal
2020,Education,64.94,25.97%,Portugal
2020,Food aid and commodity assistance,58.48,23.39%,Portugal
2020,Debt relief,40.89,16.35%,Portugal
2020,Infrastructure,15.12,6.05%,Portugal
2020,Health & populations,12.37,4.95%,Portugal
2020,Refugees in donor countries,10.6,4.24%,Portugal
2020,Other social services,10.56,4.22%,Portugal
2020,Donor administration costs,9.83,3.93%,Portugal
2020,"Conflict, peace & security",6.13,2.45%,Portugal
2020,Emergency Response,5.37,2.15%,Portugal
2020,Government & civil society,3.0,1.2%,Portugal
2020,Other multisector,2.85,1.14%,Portugal
2020,Environmental protection,2.42,0.97%,Portugal
2020,Water and sanitation,1.94,0.78%,Portugal
2020,Unspecified,1.25,0.5%,Portugal
2020,Reconstruction Relief & Rehabilitation,1.21,0.49%,Portugal
2020,"Agriculture (incl. forestry, fishing, rural development)",1.1,0.44%,Portugal
2020,Financial services & business support,0.64,0.26%,Portugal
2020,General budget support,0.62,0.25%,Portugal
2020,Tourism,0.48,0.19%,Portugal
2020,Disaster Prevention & Preparedness,0.13,0.05%,Portugal
2020,Trade policy,0.06,0.02%,Portugal
2020,Energy,0.02,0.01%,Portugal
2020,"Industry, construction & mining",0.02,0.01%,Portugal
2019,Education,71.38,35.74%,Portugal
2019,Debt relief,32.85,16.45%,Portugal
2019,Health & populations,13.63,6.82%,Portugal
2019,Donor administration costs,11.49,5.75%,Portugal
2019,Other social services,11.44,5.73%,Portugal
2019,Emergency Response,10.19,5.1%,Portugal
2019,Water and sanitation,9.65,4.83%,Portugal
2019,Refugees in donor countries,8.66,4.34%,Portugal
2019,"Conflict, peace & security",7.26,3.63%,Portugal
2019,Government & civil society,5.3,2.65%,Portugal
2019,Food aid and commodity assistance,4.56,2.28%,Portugal
2019,Other multisector,3.86,1.93%,Portugal
2019,Infrastructure,2.42,1.21%,Portugal
2019,Financial services & business support,1.32,0.66%,Portugal
2019,Reconstruction Relief & Rehabilitation,1.27,0.64%,Portugal
2019,Unspecified,1.16,0.58%,Portugal
2019,"Agriculture (incl. forestry, fishing, rural development)",0.92,0.46%,Portugal
2019,Environmental protection,0.9,0.45%,Portugal
2019,General budget support,0.63,0.32%,Portugal
2019,Tourism,0.4,0.2%,Portugal
2019,Disaster Prevention & Preparedness,0.22,0.11%,Portugal
2019,"Industry, construction & mining",0.17,0.08%,Portugal
2019,Trade policy,0.05,0.03%,Portugal
2019,Energy,0.0,0.0%,Portugal
