year,Region,Bilateral ODA,Share,Donor
2023,"Developing countries, unspecified",712.64,50.8%,Belgium
2023,sub-Saharan Africa,429.85,30.6%,Belgium
2023,MENA region,89.74,6.4%,Belgium
2023,Europe,84.78,6.0%,Belgium
2023,Latin America and the Caribbeans,32.72,2.3%,Belgium
2023,"Africa, regional",31.05,2.2%,Belgium
2023,Asia,18.85,1.3%,Belgium
2023,"Asia, regional",4.11,0.3%,Belgium
2023,Oceania,0.09,0.0%,Belgium
2022,"Developing countries, unspecified",704.13,50.2%,Belgium
2022,sub-Saharan Africa,468.45,33.4%,Belgium
2022,Europe,80.89,5.8%,Belgium
2022,MENA region,71.57,5.1%,Belgium
2022,Latin America and the Caribbeans,36.48,2.6%,Belgium
2022,Asia,19.81,1.4%,Belgium
2022,"Africa, regional",18.01,1.3%,Belgium
2022,"Asia, regional",4.19,0.3%,Belgium
2022,Oceania,0.29,0.0%,Belgium
2021,"Developing countries, unspecified",667.87,48.4%,Belgium
2021,sub-Saharan Africa,508.6,36.9%,Belgium
2021,MENA region,97.46,7.1%,Belgium
2021,Latin America and the Caribbeans,45.73,3.3%,Belgium
2021,Asia,30.22,2.2%,Belgium
2021,Europe,17.38,1.3%,Belgium
2021,"Africa, regional",11.5,0.8%,Belgium
2021,"Asia, regional",0.53,0.0%,Belgium
2021,Oceania,0.02,0.0%,Belgium
2020,"Developing countries, unspecified",589.39,46.5%,Belgium
2020,sub-Saharan Africa,467.38,36.9%,Belgium
2020,MENA region,96.31,7.6%,Belgium
2020,Latin America and the Caribbeans,54.34,4.3%,Belgium
2020,Asia,27.89,2.2%,Belgium
2020,"Africa, regional",16.42,1.3%,Belgium
2020,Europe,14.88,1.2%,Belgium
2020,"Asia, regional",0.87,0.1%,Belgium
2019,"Developing countries, unspecified",610.0,47.6%,Belgium
2019,sub-Saharan Africa,452.8,35.4%,Belgium
2019,MENA region,106.52,8.3%,Belgium
2019,Latin America and the Caribbeans,54.65,4.3%,Belgium
2019,Asia,41.17,3.2%,Belgium
2019,Europe,12.38,1.0%,Belgium
2019,"Africa, regional",3.3,0.3%,Belgium
2019,"Asia, regional",0.01,0.0%,Belgium
2019,Oceania,0.0,0.0%,Belgium
