Year,Multi_short,ODA,Share,full name,Donor
2019,IDA,1291.09,2.69%,International Development Association ,United States
2019,"Global Fund to Fight AIDS, Tuberculosis and Malaria ",1224.0,2.55%,"Global Fund to Fight AIDS, Tuberculosis and Malaria ",United States
2019,UN,348.49,0.73%,United Nations,United States
2019,GAVI,341.31,0.71%,Global Alliance for Vaccines and Immunization ,United States
2019,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",251.09,0.52%,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",United States
2019,ADF,201.61,0.42%,African Development Fund ,United States
2019,GEF-TF,164.27,0.34%,Global Environment Facility Trust Fund,United States
2019,UNICEF,137.55,0.29%,United Nations Children's Fund ,United States
2019,FAO,107.62,0.22%,Food and Agricultural Organisation,United States
2019,World Health Organisation - assessed contributions,106.37,0.22%,World Health Organisation - assessed contributions,United States
2019,UNDP,80.03,0.17%,United Nations Development Programme ,United States
2019,Joint United Nations Programme on HIV/AIDS ,79.6,0.17%,Joint United Nations Programme on HIV/AIDS ,United States
2019,IFAD,77.68,0.16%,International Fund for Agricultural Development ,United States
2019,Pan-American Health Organisation ,76.21,0.16%,Pan-American Health Organisation ,United States
2019,Organisation of American States ,62.12,0.13%,Organisation of American States ,United States
2019,International Labour Organisation - Assessed Contributions,59.71,0.12%,International Labour Organisation - Assessed Contributions,United States
2019,Asian Development Fund ,55.78,0.12%,Asian Development Fund ,United States
2019,International Atomic Energy Agency - assessed contributions,40.49,0.08%,International Atomic Energy Agency - assessed contributions,United States
2019,AfDB,38.15,0.08%,African Development Bank,United States
2019,MLF-MP,31.01,0.06%,Multilateral Fund for the Implementation of the Montreal Protocol ,United States
2019,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),27.92,0.06%,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),United States
2019,Inter-American Institute for Co-operation on Agriculture ,20.52,0.04%,Inter-American Institute for Co-operation on Agriculture ,United States
2019,International Organisation for Migration ,14.98,0.03%,International Organisation for Migration ,United States
2019,UNEP,10.48,0.02%,United Nations Environment Programme ,United States
2019,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),9.5,0.02%,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),United States
2019,United Nations Entity for Gender Equality and the Empowerment of Women,9.5,0.02%,United Nations Entity for Gender Equality and the Empowerment of Women,United States
2019,United Nations Voluntary Fund for Victims of Torture ,6.55,0.01%,United Nations Voluntary Fund for Victims of Torture ,United States
2019,World Customs Organization Customs Co-operation Fund,4.38,0.01%,World Customs Organization Customs Co-operation Fund,United States
2019,International Renewable Energy Agency,3.37,0.01%,International Renewable Energy Agency,United States
2019,United Nations Democracy Fund,3.0,0.01%,United Nations Democracy Fund,United States
2019,United Nations Framework Convention on Climate Change ,2.51,0.01%,United Nations Framework Convention on Climate Change ,United States
