Year,Sector,Bilateral ODA for,Share,Donor
2023,Education,1702.71,15.37%,France
2023,Refugees in donor countries,1281.86,11.57%,France
2023,Other multisector,984.53,8.89%,France
2023,Infrastructure,901.56,8.14%,France
2023,Government & civil society,842.13,7.6%,France
2023,Donor administration costs,750.15,6.77%,France
2023,Energy,728.87,6.58%,France
2023,Health & populations,666.42,6.02%,France
2023,Environmental protection,635.27,5.74%,France
2023,Water and sanitation,509.16,4.6%,France
2023,Financial services & business support,480.0,4.33%,France
2023,Unspecified,395.64,3.57%,France
2023,Emergency Response,365.71,3.3%,France
2023,"Agriculture (incl. forestry, fishing, rural development)",354.31,3.2%,France
2023,Other social services,209.89,1.9%,France
2023,General budget support,84.05,0.76%,France
2023,Reconstruction Relief & Rehabilitation,75.99,0.69%,France
2023,"Industry, construction & mining",46.29,0.42%,France
2023,Food aid and commodity assistance,43.46,0.39%,France
2023,Trade policy,8.98,0.08%,France
2023,"Conflict, peace & security",3.58,0.03%,France
2023,Disaster Prevention & Preparedness,2.3,0.02%,France
2023,Tourism,1.8,0.02%,France
2023,Debt relief,0.19,0.0%,France
2022,Government & civil society,1735.66,12.18%,France
2022,Refugees in donor countries,1658.33,11.64%,France
2022,Education,1645.64,11.55%,France
2022,Energy,1118.84,7.85%,France
2022,Financial services & business support,1047.43,7.35%,France
2022,Health & populations,958.2,6.72%,France
2022,Infrastructure,830.16,5.82%,France
2022,Unspecified,804.1,5.64%,France
2022,Donor administration costs,764.84,5.37%,France
2022,Other multisector,713.04,5.0%,France
2022,Water and sanitation,693.23,4.86%,France
2022,Environmental protection,566.64,3.98%,France
2022,"Agriculture (incl. forestry, fishing, rural development)",449.42,3.15%,France
2022,"Industry, construction & mining",302.04,2.12%,France
2022,Other social services,282.62,1.98%,France
2022,Emergency Response,240.04,1.68%,France
2022,General budget support,142.51,1.0%,France
2022,Trade policy,125.26,0.88%,France
2022,Reconstruction Relief & Rehabilitation,91.84,0.64%,France
2022,Debt relief,48.85,0.34%,France
2022,Food aid and commodity assistance,23.41,0.16%,France
2022,"Conflict, peace & security",4.12,0.03%,France
2022,Disaster Prevention & Preparedness,4.0,0.03%,France
2022,Tourism,1.98,0.01%,France
2021,Education,1488.77,11.73%,France
2021,Other multisector,1354.63,10.67%,France
2021,Refugees in donor countries,1146.1,9.03%,France
2021,Financial services & business support,1138.65,8.97%,France
2021,Health & populations,1109.96,8.75%,France
2021,Environmental protection,833.17,6.57%,France
2021,Government & civil society,817.47,6.44%,France
2021,Donor administration costs,737.04,5.81%,France
2021,Energy,675.91,5.33%,France
2021,Infrastructure,658.2,5.19%,France
2021,Water and sanitation,647.99,5.11%,France
2021,"Agriculture (incl. forestry, fishing, rural development)",576.8,4.55%,France
2021,"Industry, construction & mining",474.87,3.74%,France
2021,Other social services,359.3,2.83%,France
2021,Trade policy,159.18,1.25%,France
2021,Debt relief,137.12,1.08%,France
2021,General budget support,121.34,0.96%,France
2021,Emergency Response,79.16,0.62%,France
2021,Unspecified,68.2,0.54%,France
2021,Food aid and commodity assistance,66.23,0.52%,France
2021,"Conflict, peace & security",26.49,0.21%,France
2021,Reconstruction Relief & Rehabilitation,12.26,0.1%,France
2021,Tourism,1.03,0.01%,France
2021,Disaster Prevention & Preparedness,0.65,0.01%,France
2020,Education,1624.12,11.9%,France
2020,Refugees in donor countries,1276.6,9.35%,France
2020,Government & civil society,1198.98,8.78%,France
2020,Infrastructure,1004.79,7.36%,France
2020,Environmental protection,949.14,6.95%,France
2020,Other multisector,918.34,6.73%,France
2020,Energy,819.17,6.0%,France
2020,"Agriculture (incl. forestry, fishing, rural development)",802.09,5.88%,France
2020,Other social services,770.78,5.65%,France
2020,Donor administration costs,708.03,5.19%,France
2020,Water and sanitation,657.21,4.81%,France
2020,Financial services & business support,568.18,4.16%,France
2020,Health & populations,517.54,3.79%,France
2020,"Industry, construction & mining",500.74,3.67%,France
2020,Unspecified,480.12,3.52%,France
2020,Debt relief,464.49,3.4%,France
2020,General budget support,182.29,1.34%,France
2020,Emergency Response,110.51,0.81%,France
2020,Trade policy,36.15,0.26%,France
2020,Food aid and commodity assistance,26.76,0.2%,France
2020,Reconstruction Relief & Rehabilitation,16.39,0.12%,France
2020,"Conflict, peace & security",15.18,0.11%,France
2020,Disaster Prevention & Preparedness,2.75,0.02%,France
2020,Tourism,1.96,0.01%,France
2019,Education,1439.45,13.64%,France
2019,Refugees in donor countries,1321.05,12.52%,France
2019,Energy,1064.45,10.09%,France
2019,Infrastructure,1043.43,9.89%,France
2019,Other multisector,921.67,8.74%,France
2019,Donor administration costs,738.25,7.0%,France
2019,Water and sanitation,645.72,6.12%,France
2019,Government & civil society,572.07,5.42%,France
2019,General budget support,535.85,5.08%,France
2019,"Agriculture (incl. forestry, fishing, rural development)",484.6,4.59%,France
2019,Environmental protection,480.63,4.56%,France
2019,Health & populations,336.09,3.19%,France
2019,"Industry, construction & mining",213.75,2.03%,France
2019,Other social services,169.31,1.6%,France
2019,Financial services & business support,164.39,1.56%,France
2019,Emergency Response,138.08,1.31%,France
2019,Unspecified,127.38,1.21%,France
2019,Debt relief,68.29,0.65%,France
2019,Reconstruction Relief & Rehabilitation,28.14,0.27%,France
2019,Food aid and commodity assistance,21.62,0.2%,France
2019,"Conflict, peace & security",14.64,0.14%,France
2019,Tourism,12.65,0.12%,France
2019,Trade policy,5.2,0.05%,France
2019,Disaster Prevention & Preparedness,4.16,0.04%,France
