year,Recipient Country,ODA Grants,ODA Loans,Share,Donor
2023,Ukraine,8.8,0.0,23.1%,Slovak Republic
2023,"Bilateral, unspecified",7.4,0.0,19.4%,Slovak Republic
2023,Brazil,4.28,0.0,11.2%,Slovak Republic
2023,Kazakhstan,3.33,0.0,8.7%,Slovak Republic
2023,Cambodia,2.02,0.0,5.3%,Slovak Republic
2023,Egypt,1.9,0.0,5.0%,Slovak Republic
2023,Moldova,1.48,0.0,3.9%,Slovak Republic
2023,Serbia,1.39,0.0,3.6%,Slovak Republic
2023,Kenya,1.09,0.0,2.9%,Slovak Republic
2023,Georgia,0.88,0.0,2.3%,Slovak Republic
2023,Türkiye,0.82,0.0,2.1%,Slovak Republic
2023,Syrian Arab Republic,0.77,0.0,2.0%,Slovak Republic
2023,Lebanon,0.52,0.0,1.4%,Slovak Republic
2023,Kosovo,0.46,0.0,1.2%,Slovak Republic
2023,Iraq,0.29,0.0,0.8%,Slovak Republic
2023,"Europe, regional",0.28,0.0,0.7%,Slovak Republic
2023,Libya,0.28,0.0,0.7%,Slovak Republic
2023,Bosnia and Herzegovina,0.28,0.0,0.7%,Slovak Republic
2023,Armenia,0.25,0.0,0.7%,Slovak Republic
2023,Belarus,0.23,0.0,0.6%,Slovak Republic
2022,"Bilateral, unspecified",14.77,0.0,32.5%,Slovak Republic
2022,Ukraine,9.61,0.0,21.2%,Slovak Republic
2022,Serbia,9.15,0.0,20.2%,Slovak Republic
2022,Belize,2.86,0.0,6.3%,Slovak Republic
2022,Kenya,1.66,0.0,3.7%,Slovak Republic
2022,Georgia,1.28,0.0,2.8%,Slovak Republic
2022,Türkiye,1.11,0.0,2.4%,Slovak Republic
2022,Moldova,0.72,0.0,1.6%,Slovak Republic
2022,Lebanon,0.54,0.0,1.2%,Slovak Republic
2022,Iraq,0.54,0.0,1.2%,Slovak Republic
2022,Bosnia and Herzegovina,0.38,0.0,0.8%,Slovak Republic
2022,Kosovo,0.36,0.0,0.8%,Slovak Republic
2022,Syrian Arab Republic,0.33,0.0,0.7%,Slovak Republic
2022,Ethiopia,0.23,0.0,0.5%,Slovak Republic
2022,North Macedonia,0.22,0.0,0.5%,Slovak Republic
2022,Albania,0.21,0.0,0.5%,Slovak Republic
2022,Belarus,0.19,0.0,0.4%,Slovak Republic
2022,"Europe, regional",0.16,0.0,0.3%,Slovak Republic
2022,Somalia,0.13,0.0,0.3%,Slovak Republic
2022,West Bank and Gaza Strip,0.12,0.0,0.3%,Slovak Republic
2021,"Bilateral, unspecified",10.98,0.0,28.1%,Slovak Republic
2021,Rwanda,3.67,0.0,9.4%,Slovak Republic
2021,Kenya,2.48,0.0,6.3%,Slovak Republic
2021,Serbia,1.92,0.0,4.9%,Slovak Republic
2021,Ukraine,1.64,0.0,4.2%,Slovak Republic
2021,Congo,1.5,0.0,3.8%,Slovak Republic
2021,Yemen,1.5,0.0,3.8%,Slovak Republic
2021,Algeria,1.5,0.0,3.8%,Slovak Republic
2021,Armenia,1.48,0.0,3.8%,Slovak Republic
