year,Recipient Country,ODA Grants,ODA Loans,Share,Donor
2023,"Bilateral, unspecified",2737.02,0.0,24.7%,France
2023,Côte d'Ivoire,254.89,295.37,5.0%,France
2023,Morocco,201.14,265.83,4.2%,France
2023,Egypt,25.84,432.01,4.1%,France
2023,Senegal,135.73,193.19,3.0%,France
2023,Indonesia,9.85,263.26,2.5%,France
2023,Dominican Republic,4.44,237.95,2.2%,France
2023,Bolivia,7.79,233.23,2.2%,France
2023,Cameroon,155.09,46.38,1.8%,France
2023,India,30.42,167.5,1.8%,France
2023,Mexico,24.92,155.64,1.6%,France
2023,Lebanon,178.87,0.19,1.6%,France
2023,South Africa,14.21,156.49,1.5%,France
2023,Philippines,6.46,162.2,1.5%,France
2023,Serbia,7.44,160.53,1.5%,France
2023,Bangladesh,7.84,156.76,1.5%,France
2023,Wallis and Futuna,160.51,0.0,1.4%,France
2023,Benin,71.18,79.92,1.4%,France
2023,Algeria,147.12,0.0,1.3%,France
2023,Colombia,32.67,107.58,1.3%,France
2022,"Bilateral, unspecified",3193.52,328.61,24.7%,France
2022,Morocco,207.93,498.43,5.0%,France
2022,Côte d'Ivoire,391.68,250.7,4.5%,France
2022,Ukraine,82.94,456.42,3.8%,France
2022,South Africa,10.16,445.61,3.2%,France
2022,Egypt,24.8,368.23,2.8%,France
2022,Mexico,67.28,316.95,2.7%,France
2022,Cameroon,203.28,134.89,2.4%,France
2022,Colombia,35.15,288.0,2.3%,France
2022,Türkiye,56.68,254.31,2.2%,France
2022,Senegal,128.01,137.72,1.9%,France
2022,Bangladesh,34.41,208.83,1.7%,France
2022,Uzbekistan,2.64,229.92,1.6%,France
2022,Jordan,20.13,210.77,1.6%,France
2022,Nigeria,56.01,151.64,1.5%,France
2022,Brazil,44.64,144.59,1.3%,France
2022,Tunisia,79.4,99.54,1.3%,France
2022,Viet Nam,65.47,112.08,1.2%,France
2022,Armenia,17.04,158.18,1.2%,France
2022,Ecuador,11.0,156.86,1.2%,France
2021,"Bilateral, unspecified",2643.55,556.96,25.2%,France
2021,Brazil,37.65,554.53,4.7%,France
2021,Morocco,191.18,400.82,4.7%,France
2021,Colombia,29.54,422.1,3.6%,France
2021,Mexico,19.24,390.53,3.2%,France
2021,Côte d'Ivoire,189.87,168.05,2.8%,France
2021,Philippines,44.2,295.3,2.7%,France
2021,Dominican Republic,3.38,308.58,2.5%,France
2021,South Africa,9.67,288.41,2.3%,France
2021,Tunisia,88.03,195.76,2.2%,France
2021,Egypt,49.46,232.44,2.2%,France
2021,Senegal,128.17,122.6,2.0%,France
2021,Viet Nam,52.36,180.18,1.8%,France
2021,Türkiye,54.71,171.46,1.8%,France
2021,Indonesia,67.56,127.45,1.5%,France
2021,Georgia,5.71,189.06,1.5%,France
2021,Bangladesh,27.91,151.76,1.4%,France
2021,Nigeria,18.32,134.76,1.2%,France
2021,Bolivia,9.02,140.82,1.2%,France
2021,"South of Sahara, regional",24.78,123.06,1.2%,France
2020,"Bilateral, unspecified",2477.04,435.61,21.3%,France
2020,Morocco,193.13,420.06,4.5%,France
2020,Somalia,318.27,149.38,3.4%,France
2020,India,32.44,408.35,3.2%,France
2020,Mauritius,11.72,362.7,2.7%,France
2020,Senegal,110.17,230.93,2.5%,France
2020,Indonesia,9.72,330.74,2.5%,France
2020,"South America, regional",30.19,297.18,2.4%,France
2020,Côte d'Ivoire,185.27,140.89,2.4%,France
2020,Dominican Republic,4.74,320.13,2.4%,France
2020,Mexico,22.11,297.18,2.3%,France
2020,Türkiye,74.98,237.74,2.3%,France
2020,Philippines,5.49,299.03,2.2%,France
2020,Colombia,32.19,249.63,2.1%,France
2020,"Western Africa, regional",99.12,168.76,2.0%,France
2020,Egypt,21.0,237.04,1.9%,France
2020,Kenya,13.16,238.9,1.8%,France
2020,Uzbekistan,2.15,239.1,1.8%,France
2020,Tunisia,78.42,157.41,1.7%,France
2020,Georgia,4.95,225.86,1.7%,France
2019,"Bilateral, unspecified",2508.41,170.12,25.4%,France
2019,Morocco,183.97,301.71,4.6%,France
2019,Côte d'Ivoire,321.64,138.45,4.4%,France
2019,Cameroon,175.29,282.77,4.3%,France
2019,Senegal,104.35,212.48,3.0%,France
2019,India,25.89,271.92,2.8%,France
2019,Tunisia,104.38,176.13,2.7%,France
2019,Ecuador,9.36,249.86,2.5%,France
2019,Viet Nam,37.27,209.2,2.3%,France
2019,Cambodia,17.11,192.99,2.0%,France
2019,Türkiye,65.22,136.75,1.9%,France
2019,China (People's Republic of),105.46,91.08,1.9%,France
2019,Uzbekistan,2.75,189.53,1.8%,France
2019,Egypt,22.63,168.59,1.8%,France
2019,Bolivia,9.94,169.81,1.7%,France
2019,Georgia,4.62,159.47,1.6%,France
2019,Gabon,22.98,132.86,1.5%,France
2019,Brazil,41.5,112.54,1.5%,France
2019,Kenya,9.27,131.68,1.3%,France
2019,"Africa, regional",129.75,11.02,1.3%,France
