Year,Multi_short,ODA,Share,full name,Donor
2019,"Global Fund to Fight AIDS, Tuberculosis and Malaria ",157.49,0.33%,"Global Fund to Fight AIDS, Tuberculosis and Malaria ",EU Institutions
2019,UNRWA,128.24,0.27%,United Nations Relief and Works Agency for Palestine Refugees in the Near East,EU Institutions
2019,GAVI,100.85,0.21%,Global Alliance for Vaccines and Immunization ,EU Institutions
2019,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),4.97,0.01%,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),EU Institutions
2019,United Nations Framework Convention on Climate Change ,0.55,0.0%,United Nations Framework Convention on Climate Change ,EU Institutions
2019,FAO,0.35,0.0%,Food and Agricultural Organisation,EU Institutions
2019,MLF-MP,0.14,0.0%,Multilateral Fund for the Implementation of the Montreal Protocol ,EU Institutions
2019,UNEP,0.02,0.0%,United Nations Environment Programme ,EU Institutions
2020,GAVI,140.96,0.27%,Global Alliance for Vaccines and Immunization ,EU Institutions
2020,UNRWA,105.84,0.2%,United Nations Relief and Works Agency for Palestine Refugees in the Near East,EU Institutions
2020,"Global Fund to Fight AIDS, Tuberculosis and Malaria ",15.89,0.03%,"Global Fund to Fight AIDS, Tuberculosis and Malaria ",EU Institutions
2020,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),4.89,0.01%,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),EU Institutions
2020,United Nations Framework Convention on Climate Change ,0.72,0.0%,United Nations Framework Convention on Climate Change ,EU Institutions
2020,UNEP,0.47,0.0%,United Nations Environment Programme ,EU Institutions
2020,FAO,0.35,0.0%,Food and Agricultural Organisation,EU Institutions
2021,GAVI,29.88,0.05%,Global Alliance for Vaccines and Immunization ,EU Institutions
2021,United Nations Framework Convention on Climate Change ,3.38,0.01%,United Nations Framework Convention on Climate Change ,EU Institutions
2021,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),0.48,0.0%,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),EU Institutions
2021,FAO,0.34,0.0%,Food and Agricultural Organisation,EU Institutions
2021,UNEP,0.28,0.0%,United Nations Environment Programme ,EU Institutions
2021,MLF-MP,0.09,0.0%,Multilateral Fund for the Implementation of the Montreal Protocol ,EU Institutions
2022,GAVI,17.14,0.03%,Global Alliance for Vaccines and Immunization ,EU Institutions
2022,UN,0.55,0.0%,United Nations,EU Institutions
2022,FAO,0.39,0.0%,Food and Agricultural Organisation,EU Institutions
2023,AF,54.07,0.09%,Adaptation Fund,EU Institutions
2023,CGIAR ,27.03,0.04%,CGIAR Fund,EU Institutions
2023,International Atomic Energy Agency - assessed contributions,4.33,0.01%,International Atomic Energy Agency - assessed contributions,EU Institutions
2023,World Customs Organization Customs Co-operation Fund,1.3,0.0%,World Customs Organization Customs Co-operation Fund,EU Institutions
2023,"United Nations Educational, Scientific and Cultural Organisation",0.65,0.0%,"United Nations Educational, Scientific and Cultural Organisation",EU Institutions
2023,United Nations Framework Convention on Climate Change ,0.46,0.0%,United Nations Framework Convention on Climate Change ,EU Institutions
2023,FAO,0.31,0.0%,Food and Agricultural Organisation,EU Institutions
