year,Recipient Country,ODA Grants,ODA Loans,Share,Donor
2023,"Bilateral, unspecified",1095.46,0.0,33.6%,Sweden
2023,Ukraine,245.01,0.0,7.5%,Sweden
2023,Democratic Republic of the Congo,92.09,0.0,2.8%,Sweden
2023,Afghanistan,87.16,0.0,2.7%,Sweden
2023,Mozambique,78.6,0.0,2.4%,Sweden
2023,Ethiopia,77.99,0.0,2.4%,Sweden
2023,"Africa, regional",76.61,0.0,2.3%,Sweden
2023,Somalia,74.33,0.0,2.3%,Sweden
2023,Sudan,60.0,0.0,1.8%,Sweden
2023,Tanzania,56.17,0.0,1.7%,Sweden
2023,Syrian Arab Republic,52.93,0.0,1.6%,Sweden
2023,Moldova,49.87,0.0,1.5%,Sweden
2023,South Sudan,49.69,0.0,1.5%,Sweden
2023,Kenya,46.17,0.0,1.4%,Sweden
2023,Uganda,45.75,0.0,1.4%,Sweden
2023,Mali,44.7,0.0,1.4%,Sweden
2023,Türkiye,42.0,0.0,1.3%,Sweden
2023,West Bank and Gaza Strip,41.91,0.0,1.3%,Sweden
2023,"Middle East, regional",40.12,0.0,1.2%,Sweden
2023,Zambia,39.83,0.0,1.2%,Sweden
2022,"Bilateral, unspecified",1269.43,119.46,38.9%,Sweden
2022,Ukraine,207.31,0.0,5.8%,Sweden
2022,Afghanistan,94.45,0.0,2.6%,Sweden
2022,"Africa, regional",89.38,0.0,2.5%,Sweden
2022,Democratic Republic of the Congo,86.86,0.0,2.4%,Sweden
2022,Somalia,82.11,0.0,2.3%,Sweden
2022,Ethiopia,77.91,0.0,2.2%,Sweden
2022,South Sudan,74.88,0.0,2.1%,Sweden
2022,Mozambique,72.67,0.0,2.0%,Sweden
2022,Tanzania,60.38,0.0,1.7%,Sweden
2022,Uganda,59.82,0.0,1.7%,Sweden
2022,Syrian Arab Republic,59.07,0.0,1.7%,Sweden
2022,"South of Sahara, regional",53.2,0.0,1.5%,Sweden
2022,Burkina Faso,50.87,0.0,1.4%,Sweden
2022,Kenya,48.37,0.0,1.4%,Sweden
2022,Sudan,46.44,0.0,1.3%,Sweden
2022,Yemen,46.35,0.0,1.3%,Sweden
2022,West Bank and Gaza Strip,45.22,0.0,1.3%,Sweden
2022,Zambia,43.44,0.0,1.2%,Sweden
2022,"Middle East, regional",42.31,0.0,1.2%,Sweden
2021,"Bilateral, unspecified",1095.28,105.46,33.5%,Sweden
2021,"South of Sahara, regional",106.56,0.0,3.0%,Sweden
2021,Afghanistan,104.8,0.0,2.9%,Sweden
2021,Democratic Republic of the Congo,104.5,0.0,2.9%,Sweden
2021,Somalia,101.06,0.0,2.8%,Sweden
2021,"Africa, regional",87.61,0.0,2.4%,Sweden
2021,Mozambique,82.94,0.0,2.3%,Sweden
2021,South Sudan,77.53,0.0,2.2%,Sweden
2021,Ethiopia,77.47,0.0,2.2%,Sweden
2021,Syrian Arab Republic,75.76,0.0,2.1%,Sweden
2021,Tanzania,75.5,0.0,2.1%,Sweden
2021,Sudan,73.75,0.0,2.1%,Sweden
2021,Uganda,72.48,0.0,2.0%,Sweden
2021,West Bank and Gaza Strip,63.61,0.0,1.8%,Sweden
2021,"Middle East, regional",59.51,0.0,1.7%,Sweden
2021,Zambia,56.11,0.0,1.6%,Sweden
2021,Kenya,51.88,0.0,1.4%,Sweden
2021,Colombia,50.62,0.0,1.4%,Sweden
2021,Bangladesh,49.4,0.0,1.4%,Sweden
2021,Burkina Faso,48.5,0.0,1.4%,Sweden
2020,"Bilateral, unspecified",1368.5,86.58,40.4%,Sweden
2020,Afghanistan,118.84,0.0,3.3%,Sweden
2020,Somalia,93.91,0.0,2.6%,Sweden
2020,"South of Sahara, regional",84.2,0.0,2.3%,Sweden
2020,Mozambique,80.74,0.0,2.2%,Sweden
2020,Democratic Republic of the Congo,75.02,0.0,2.1%,Sweden
2020,Uganda,73.06,0.0,2.0%,Sweden
2020,Tanzania,72.66,0.0,2.0%,Sweden
2020,South Sudan,72.38,0.0,2.0%,Sweden
2020,"Africa, regional",70.07,0.0,1.9%,Sweden
2020,Sudan,66.1,0.0,1.8%,Sweden
2020,Ethiopia,59.19,0.0,1.6%,Sweden
2020,Syrian Arab Republic,57.98,0.0,1.6%,Sweden
2020,West Bank and Gaza Strip,57.55,0.0,1.6%,Sweden
2020,Bangladesh,56.6,0.0,1.6%,Sweden
2020,Zambia,56.16,0.0,1.6%,Sweden
2020,"Middle East, regional",55.83,0.0,1.6%,Sweden
2020,Kenya,52.69,0.0,1.5%,Sweden
2020,Yemen,50.48,0.0,1.4%,Sweden
2020,"Asia, regional",48.27,0.0,1.3%,Sweden
2019,"Bilateral, unspecified",1418.66,66.25,40.2%,Sweden
2019,Afghanistan,144.02,0.0,3.9%,Sweden
2019,"South of Sahara, regional",127.77,0.0,3.5%,Sweden
2019,Somalia,92.85,0.0,2.5%,Sweden
2019,Mozambique,92.44,0.0,2.5%,Sweden
2019,Ethiopia,83.92,0.0,2.3%,Sweden
2019,Democratic Republic of the Congo,79.89,0.0,2.2%,Sweden
2019,Tanzania,73.9,0.0,2.0%,Sweden
2019,"Africa, regional",73.51,0.0,2.0%,Sweden
2019,Syrian Arab Republic,71.24,0.0,1.9%,Sweden
2019,"Middle East, regional",61.93,0.0,1.7%,Sweden
2019,Zambia,59.57,0.0,1.6%,Sweden
2019,Uganda,59.13,0.0,1.6%,Sweden
2019,South Sudan,58.69,0.0,1.6%,Sweden
2019,Bangladesh,54.46,0.0,1.5%,Sweden
2019,West Bank and Gaza Strip,53.51,0.0,1.4%,Sweden
2019,Kenya,51.18,0.0,1.4%,Sweden
2019,Burkina Faso,51.14,0.0,1.4%,Sweden
2019,Zimbabwe,50.89,0.0,1.4%,Sweden
2019,"Europe, regional",48.82,0.0,1.3%,Sweden
