Year,Sector,Bilateral ODA for,Share,Donor
2023,Refugees in donor countries,1330.79,77.55%,Poland
2023,Education,143.7,8.37%,Poland
2023,Emergency Response,100.78,5.87%,Poland
2023,Unspecified,44.43,2.59%,Poland
2023,Infrastructure,36.66,2.14%,Poland
2023,Government & civil society,35.69,2.08%,Poland
2023,Other social services,6.33,0.37%,Poland
2023,Health & populations,5.8,0.34%,Poland
2023,Other multisector,3.1,0.18%,Poland
2023,"Agriculture (incl. forestry, fishing, rural development)",2.19,0.13%,Poland
2023,"Conflict, peace & security",1.49,0.09%,Poland
2023,Donor administration costs,1.48,0.09%,Poland
2023,Disaster Prevention & Preparedness,0.82,0.05%,Poland
2023,Reconstruction Relief & Rehabilitation,0.73,0.04%,Poland
2023,"Industry, construction & mining",0.49,0.03%,Poland
2023,Water and sanitation,0.47,0.03%,Poland
2023,Environmental protection,0.42,0.02%,Poland
2023,Financial services & business support,0.37,0.02%,Poland
2023,Energy,0.35,0.02%,Poland
2023,Tourism,0.01,0.0%,Poland
2023,Trade policy,0.01,0.0%,Poland
2023,Food aid and commodity assistance,0.01,0.0%,Poland
2022,Refugees in donor countries,2576.84,81.91%,Poland
2022,Education,156.72,4.98%,Poland
2022,Emergency Response,156.63,4.98%,Poland
2022,Disaster Prevention & Preparedness,105.99,3.37%,Poland
2022,Government & civil society,43.7,1.39%,Poland
2022,Infrastructure,35.55,1.13%,Poland
2022,General budget support,24.71,0.79%,Poland
2022,Health & populations,18.82,0.6%,Poland
2022,Other social services,5.8,0.18%,Poland
2022,"Agriculture (incl. forestry, fishing, rural development)",5.62,0.18%,Poland
2022,Environmental protection,5.32,0.17%,Poland
2022,Other multisector,2.61,0.08%,Poland
2022,Donor administration costs,1.79,0.06%,Poland
2022,"Conflict, peace & security",1.72,0.05%,Poland
2022,Unspecified,1.51,0.05%,Poland
2022,Reconstruction Relief & Rehabilitation,0.64,0.02%,Poland
2022,"Industry, construction & mining",0.54,0.02%,Poland
2022,Water and sanitation,0.48,0.02%,Poland
2022,Financial services & business support,0.38,0.01%,Poland
2022,Energy,0.34,0.01%,Poland
2022,Tourism,0.12,0.0%,Poland
2022,Trade policy,0.01,0.0%,Poland
2021,Education,155.36,45.01%,Poland
2021,Health & populations,64.67,18.74%,Poland
2021,Government & civil society,41.93,12.15%,Poland
2021,Emergency Response,26.09,7.56%,Poland
2021,Refugees in donor countries,18.94,5.49%,Poland
2021,Infrastructure,16.77,4.86%,Poland
2021,Other social services,6.38,1.85%,Poland
2021,"Agriculture (incl. forestry, fishing, rural development)",4.65,1.35%,Poland
2021,Debt relief,1.99,0.58%,Poland
2021,Donor administration costs,1.72,0.5%,Poland
2021,Other multisector,1.45,0.42%,Poland
2021,"Conflict, peace & security",1.33,0.38%,Poland
2021,Reconstruction Relief & Rehabilitation,1.06,0.31%,Poland
2021,Financial services & business support,0.84,0.24%,Poland
2021,"Industry, construction & mining",0.66,0.19%,Poland
2021,Environmental protection,0.61,0.18%,Poland
2021,Water and sanitation,0.25,0.07%,Poland
2021,Disaster Prevention & Preparedness,0.18,0.05%,Poland
2021,Energy,0.1,0.03%,Poland
2021,Tourism,0.1,0.03%,Poland
2021,Unspecified,0.07,0.02%,Poland
2021,Food aid and commodity assistance,0.02,0.01%,Poland
2021,General budget support,0.0,0.0%,Poland
2020,Education,152.79,54.86%,Poland
2020,Emergency Response,43.71,15.69%,Poland
2020,Government & civil society,27.62,9.92%,Poland
2020,Health & populations,14.91,5.35%,Poland
2020,"Agriculture (incl. forestry, fishing, rural development)",11.94,4.29%,Poland
2020,Refugees in donor countries,8.04,2.89%,Poland
2020,Other social services,5.37,1.93%,Poland
2020,Infrastructure,4.35,1.56%,Poland
2020,"Conflict, peace & security",2.49,0.89%,Poland
2020,Other multisector,2.09,0.75%,Poland
2020,Donor administration costs,1.94,0.7%,Poland
2020,Financial services & business support,0.61,0.22%,Poland
2020,Water and sanitation,0.46,0.16%,Poland
2020,"Industry, construction & mining",0.46,0.16%,Poland
2020,Energy,0.43,0.15%,Poland
2020,Reconstruction Relief & Rehabilitation,0.43,0.16%,Poland
2020,Environmental protection,0.37,0.13%,Poland
2020,Unspecified,0.37,0.13%,Poland
2020,Disaster Prevention & Preparedness,0.15,0.05%,Poland
2020,Tourism,0.01,0.0%,Poland
2019,Education,164.45,57.25%,Poland
2019,Government & civil society,26.62,9.27%,Poland
2019,"Agriculture (incl. forestry, fishing, rural development)",22.94,7.99%,Poland
2019,Emergency Response,21.92,7.63%,Poland
2019,Health & populations,15.64,5.45%,Poland
2019,Refugees in donor countries,7.15,2.49%,Poland
2019,Infrastructure,6.46,2.25%,Poland
2019,Other multisector,5.6,1.95%,Poland
2019,Other social services,5.54,1.93%,Poland
2019,Donor administration costs,2.77,0.96%,Poland
2019,Financial services & business support,2.32,0.81%,Poland
2019,"Conflict, peace & security",1.9,0.66%,Poland
2019,Unspecified,0.72,0.25%,Poland
2019,"Industry, construction & mining",0.72,0.25%,Poland
2019,Tourism,0.67,0.23%,Poland
2019,Reconstruction Relief & Rehabilitation,0.58,0.2%,Poland
2019,Water and sanitation,0.52,0.18%,Poland
2019,Environmental protection,0.39,0.14%,Poland
2019,Disaster Prevention & Preparedness,0.29,0.1%,Poland
2019,Energy,0.06,0.02%,Poland
