Year,Sector,Bilateral ODA for,Share,Donor
2023,Emergency Response,330.19,15.53%,Denmark
2023,Government & civil society,302.01,14.21%,Denmark
2023,Refugees in donor countries,276.55,13.01%,Denmark
2023,Unspecified,213.2,10.03%,Denmark
2023,Donor administration costs,155.87,7.33%,Denmark
2023,Other multisector,146.3,6.88%,Denmark
2023,Energy,92.95,4.37%,Denmark
2023,Environmental protection,85.51,4.02%,Denmark
2023,Education,78.27,3.68%,Denmark
2023,Water and sanitation,74.9,3.52%,Denmark
2023,Reconstruction Relief & Rehabilitation,72.8,3.42%,Denmark
2023,Health & populations,59.82,2.81%,Denmark
2023,"Agriculture (incl. forestry, fishing, rural development)",59.44,2.8%,Denmark
2023,"Conflict, peace & security",58.56,2.75%,Denmark
2023,Debt relief,35.38,1.66%,Denmark
2023,Other social services,31.85,1.5%,Denmark
2023,Financial services & business support,25.48,1.2%,Denmark
2023,Food aid and commodity assistance,12.27,0.58%,Denmark
2023,"Industry, construction & mining",9.33,0.44%,Denmark
2023,Infrastructure,2.5,0.12%,Denmark
2023,Disaster Prevention & Preparedness,1.45,0.07%,Denmark
2023,Trade policy,1.07,0.05%,Denmark
2023,General budget support,0.07,0.0%,Denmark
2022,Emergency Response,404.35,19.41%,Denmark
2022,Refugees in donor countries,360.83,17.32%,Denmark
2022,Government & civil society,263.74,12.66%,Denmark
2022,Unspecified,226.89,10.89%,Denmark
2022,Donor administration costs,148.46,7.13%,Denmark
2022,Health & populations,116.95,5.62%,Denmark
2022,Education,77.59,3.73%,Denmark
2022,Other multisector,68.46,3.29%,Denmark
2022,Environmental protection,62.94,3.02%,Denmark
2022,Other social services,49.23,2.36%,Denmark
2022,"Conflict, peace & security",48.83,2.34%,Denmark
2022,Energy,46.91,2.25%,Denmark
2022,Reconstruction Relief & Rehabilitation,42.04,2.02%,Denmark
2022,Financial services & business support,39.53,1.9%,Denmark
2022,Water and sanitation,37.59,1.8%,Denmark
2022,"Agriculture (incl. forestry, fishing, rural development)",34.69,1.67%,Denmark
2022,Debt relief,27.1,1.3%,Denmark
2022,Food aid and commodity assistance,14.32,0.69%,Denmark
2022,"Industry, construction & mining",9.97,0.48%,Denmark
2022,Trade policy,1.81,0.09%,Denmark
2022,Infrastructure,0.55,0.03%,Denmark
2022,General budget support,0.0,0.0%,Denmark
2021,Emergency Response,391.39,19.61%,Denmark
2021,Government & civil society,308.33,15.45%,Denmark
2021,Health & populations,188.02,9.42%,Denmark
2021,Unspecified,168.53,8.44%,Denmark
2021,Donor administration costs,165.62,8.3%,Denmark
2021,Energy,101.05,5.06%,Denmark
2021,"Conflict, peace & security",90.67,4.54%,Denmark
2021,Other social services,90.58,4.54%,Denmark
2021,Water and sanitation,83.14,4.17%,Denmark
2021,Education,74.03,3.71%,Denmark
2021,Refugees in donor countries,61.39,3.08%,Denmark
2021,Environmental protection,60.89,3.05%,Denmark
2021,"Agriculture (incl. forestry, fishing, rural development)",59.12,2.96%,Denmark
2021,Financial services & business support,57.95,2.9%,Denmark
2021,Other multisector,40.94,2.05%,Denmark
2021,Debt relief,38.08,1.91%,Denmark
2021,"Industry, construction & mining",10.33,0.52%,Denmark
2021,Food aid and commodity assistance,4.05,0.2%,Denmark
2021,Trade policy,0.95,0.05%,Denmark
2021,Infrastructure,0.69,0.03%,Denmark
2021,General budget support,0.07,0.0%,Denmark
2021,Reconstruction Relief & Rehabilitation,0.0,0.0%,Denmark
2020,Emergency Response,372.74,20.86%,Denmark
2020,Government & civil society,272.05,15.23%,Denmark
2020,Unspecified,221.1,12.38%,Denmark
2020,Donor administration costs,166.42,9.32%,Denmark
2020,Education,113.11,6.33%,Denmark
2020,Health & populations,105.57,5.91%,Denmark
2020,"Conflict, peace & security",84.36,4.72%,Denmark
2020,"Agriculture (incl. forestry, fishing, rural development)",68.81,3.85%,Denmark
2020,Energy,68.73,3.85%,Denmark
2020,Other social services,66.93,3.75%,Denmark
2020,Refugees in donor countries,59.65,3.34%,Denmark
2020,Other multisector,39.31,2.2%,Denmark
2020,Environmental protection,35.01,1.96%,Denmark
2020,Financial services & business support,30.56,1.71%,Denmark
2020,Water and sanitation,29.26,1.64%,Denmark
2020,Food aid and commodity assistance,15.55,0.87%,Denmark
2020,"Industry, construction & mining",13.72,0.77%,Denmark
2020,Reconstruction Relief & Rehabilitation,10.33,0.58%,Denmark
2020,Debt relief,8.11,0.45%,Denmark
2020,Trade policy,3.41,0.19%,Denmark
2020,General budget support,1.01,0.06%,Denmark
2020,Infrastructure,0.72,0.04%,Denmark
2019,Emergency Response,427.85,21.58%,Denmark
2019,Government & civil society,288.59,14.56%,Denmark
2019,Unspecified,210.87,10.64%,Denmark
2019,Donor administration costs,152.18,7.68%,Denmark
2019,"Conflict, peace & security",114.75,5.79%,Denmark
2019,Health & populations,111.46,5.62%,Denmark
2019,Energy,96.34,4.86%,Denmark
2019,Education,94.78,4.78%,Denmark
2019,Financial services & business support,88.84,4.48%,Denmark
2019,Other social services,66.36,3.35%,Denmark
2019,"Agriculture (incl. forestry, fishing, rural development)",62.42,3.15%,Denmark
2019,Refugees in donor countries,58.88,2.97%,Denmark
2019,Other multisector,52.79,2.66%,Denmark
2019,Water and sanitation,42.15,2.13%,Denmark
2019,Environmental protection,38.42,1.94%,Denmark
2019,Reconstruction Relief & Rehabilitation,21.65,1.09%,Denmark
2019,Food aid and commodity assistance,20.3,1.02%,Denmark
2019,"Industry, construction & mining",15.27,0.77%,Denmark
2019,Debt relief,7.02,0.35%,Denmark
2019,Trade policy,6.02,0.3%,Denmark
2019,Infrastructure,5.12,0.26%,Denmark
2019,General budget support,0.19,0.01%,Denmark
2019,Disaster Prevention & Preparedness,0.0,0.0%,Denmark
