Year,Sector,Bilateral ODA for,Share,Donor
2023,Refugees in donor countries,358.42,25.53%,Belgium
2023,Emergency Response,214.5,15.28%,Belgium
2023,Health & populations,130.11,9.27%,Belgium
2023,Education,115.82,8.25%,Belgium
2023,Other multisector,95.85,6.83%,Belgium
2023,Donor administration costs,88.67,6.32%,Belgium
2023,Unspecified,78.81,5.61%,Belgium
2023,"Agriculture (incl. forestry, fishing, rural development)",70.91,5.05%,Belgium
2023,Government & civil society,55.8,3.98%,Belgium
2023,Other social services,52.19,3.72%,Belgium
2023,Financial services & business support,30.16,2.15%,Belgium
2023,Environmental protection,26.27,1.87%,Belgium
2023,Water and sanitation,21.58,1.54%,Belgium
2023,Reconstruction Relief & Rehabilitation,20.0,1.42%,Belgium
2023,Infrastructure,15.5,1.1%,Belgium
2023,Energy,13.57,0.97%,Belgium
2023,Debt relief,6.6,0.47%,Belgium
2023,"Conflict, peace & security",6.2,0.44%,Belgium
2023,"Industry, construction & mining",2.14,0.15%,Belgium
2023,Disaster Prevention & Preparedness,0.67,0.05%,Belgium
2023,Trade policy,0.05,0.0%,Belgium
2022,Refugees in donor countries,341.94,24.36%,Belgium
2022,Emergency Response,194.94,13.89%,Belgium
2022,Health & populations,146.04,10.4%,Belgium
2022,Education,121.91,8.68%,Belgium
2022,Donor administration costs,85.35,6.08%,Belgium
2022,"Agriculture (incl. forestry, fishing, rural development)",81.17,5.78%,Belgium
2022,Other multisector,75.65,5.39%,Belgium
2022,Unspecified,59.92,4.27%,Belgium
2022,Other social services,58.47,4.17%,Belgium
2022,Government & civil society,58.11,4.14%,Belgium
2022,Financial services & business support,38.37,2.73%,Belgium
2022,Water and sanitation,37.11,2.64%,Belgium
2022,Environmental protection,24.38,1.74%,Belgium
2022,"Industry, construction & mining",22.66,1.61%,Belgium
2022,Infrastructure,17.99,1.28%,Belgium
2022,Reconstruction Relief & Rehabilitation,14.87,1.06%,Belgium
2022,"Conflict, peace & security",8.17,0.58%,Belgium
2022,Energy,8.05,0.57%,Belgium
2022,Debt relief,5.33,0.38%,Belgium
2022,Trade policy,2.51,0.18%,Belgium
2022,Disaster Prevention & Preparedness,0.9,0.06%,Belgium
2021,Refugees in donor countries,252.35,18.3%,Belgium
2021,Emergency Response,173.18,12.56%,Belgium
2021,Health & populations,163.2,11.83%,Belgium
2021,Other multisector,122.19,8.86%,Belgium
2021,Education,119.83,8.69%,Belgium
2021,"Agriculture (incl. forestry, fishing, rural development)",95.58,6.93%,Belgium
2021,Donor administration costs,82.8,6.0%,Belgium
2021,Government & civil society,67.16,4.87%,Belgium
2021,Unspecified,58.26,4.22%,Belgium
2021,Environmental protection,54.15,3.93%,Belgium
2021,Financial services & business support,48.38,3.51%,Belgium
2021,Other social services,39.48,2.86%,Belgium
2021,Water and sanitation,35.56,2.58%,Belgium
2021,Infrastructure,17.81,1.29%,Belgium
2021,Energy,13.13,0.95%,Belgium
2021,"Industry, construction & mining",12.87,0.93%,Belgium
2021,"Conflict, peace & security",10.22,0.74%,Belgium
2021,Reconstruction Relief & Rehabilitation,7.74,0.56%,Belgium
2021,Trade policy,2.86,0.21%,Belgium
2021,Disaster Prevention & Preparedness,2.53,0.18%,Belgium
2020,Emergency Response,186.37,14.7%,Belgium
2020,Refugees in donor countries,144.71,11.42%,Belgium
2020,Health & populations,132.51,10.45%,Belgium
2020,Other multisector,120.92,9.54%,Belgium
2020,Education,117.82,9.3%,Belgium
2020,"Agriculture (incl. forestry, fishing, rural development)",114.75,9.05%,Belgium
2020,Donor administration costs,87.03,6.87%,Belgium
2020,Government & civil society,68.93,5.44%,Belgium
2020,Unspecified,59.11,4.66%,Belgium
2020,Environmental protection,45.51,3.59%,Belgium
2020,"Industry, construction & mining",41.2,3.25%,Belgium
2020,Water and sanitation,26.64,2.1%,Belgium
2020,Financial services & business support,26.23,2.07%,Belgium
2020,Energy,24.52,1.93%,Belgium
2020,Infrastructure,21.9,1.73%,Belgium
2020,Other social services,21.54,1.7%,Belgium
2020,Disaster Prevention & Preparedness,11.86,0.94%,Belgium
2020,"Conflict, peace & security",9.84,0.78%,Belgium
2020,Reconstruction Relief & Rehabilitation,3.22,0.25%,Belgium
2020,Trade policy,2.9,0.23%,Belgium
2019,Emergency Response,159.2,12.43%,Belgium
2019,Refugees in donor countries,153.7,12.0%,Belgium
2019,Education,128.11,10.0%,Belgium
2019,Health & populations,127.49,9.95%,Belgium
2019,Other multisector,125.12,9.77%,Belgium
2019,"Agriculture (incl. forestry, fishing, rural development)",114.77,8.96%,Belgium
2019,Donor administration costs,111.08,8.67%,Belgium
2019,Government & civil society,68.27,5.33%,Belgium
2019,Financial services & business support,59.81,4.67%,Belgium
2019,Unspecified,56.62,4.42%,Belgium
2019,Environmental protection,48.87,3.82%,Belgium
2019,Water and sanitation,38.3,2.99%,Belgium
2019,Other social services,17.93,1.4%,Belgium
2019,"Industry, construction & mining",15.73,1.23%,Belgium
2019,Infrastructure,15.25,1.19%,Belgium
2019,Energy,12.56,0.98%,Belgium
2019,"Conflict, peace & security",10.28,0.8%,Belgium
2019,Reconstruction Relief & Rehabilitation,6.74,0.53%,Belgium
2019,Disaster Prevention & Preparedness,6.2,0.48%,Belgium
2019,Trade policy,4.81,0.38%,Belgium
