year,Recipient Country,ODA Grants,ODA Loans,Share,Donor
2023,"Bilateral, unspecified",8933.8,0.0,73.7%,United Kingdom
2023,Ukraine,310.6,0.0,2.6%,United Kingdom
2023,"Africa, regional",220.0,0.0,1.8%,United Kingdom
2023,Ethiopia,215.54,0.0,1.8%,United Kingdom
2023,Afghanistan,146.58,0.0,1.2%,United Kingdom
2023,Syrian Arab Republic,136.09,0.0,1.1%,United Kingdom
2023,Nigeria,124.02,0.0,1.0%,United Kingdom
2023,Yemen,122.17,0.0,1.0%,United Kingdom
2023,Somalia,121.25,0.0,1.0%,United Kingdom
2023,Pakistan,84.62,0.0,0.7%,United Kingdom
2023,Brazil,78.58,0.0,0.6%,United Kingdom
2023,"Asia, regional",75.06,0.0,0.6%,United Kingdom
2023,Bangladesh,73.3,0.0,0.6%,United Kingdom
2023,"South of Sahara, regional",70.1,0.0,0.6%,United Kingdom
2023,South Sudan,68.93,0.0,0.6%,United Kingdom
2023,Kenya,60.51,0.0,0.5%,United Kingdom
2023,Sudan,59.35,0.0,0.5%,United Kingdom
2023,West Bank and Gaza Strip,52.51,0.0,0.4%,United Kingdom
2023,India,30.12,21.24,0.4%,United Kingdom
2023,Democratic Republic of the Congo,49.95,0.0,0.4%,United Kingdom
2022,"Bilateral, unspecified",8893.76,98.6,69.1%,United Kingdom
2022,Afghanistan,505.38,0.0,3.9%,United Kingdom
2022,Ukraine,455.83,0.0,3.5%,United Kingdom
2022,"Africa, regional",289.1,0.0,2.2%,United Kingdom
2022,Nigeria,151.47,0.0,1.2%,United Kingdom
2022,Somalia,133.67,0.0,1.0%,United Kingdom
2022,Ethiopia,120.99,0.0,0.9%,United Kingdom
2022,Yemen,103.15,0.0,0.8%,United Kingdom
2022,South Sudan,101.49,0.0,0.8%,United Kingdom
2022,India,64.6,31.02,0.7%,United Kingdom
2022,Pakistan,85.78,0.0,0.7%,United Kingdom
2022,Syrian Arab Republic,85.18,0.0,0.7%,United Kingdom
2022,"Europe, regional",84.34,0.0,0.6%,United Kingdom
2022,Bangladesh,80.14,0.0,0.6%,United Kingdom
