Year,Multi_short,ODA,Share,full name,Donor
2019,European Commission - Development Share of Budget,1304.55,2.72%,European Commission - Development Share of Budget,Italy
2019,European Commission - European Development Fund,704.17,1.47%,European Commission - European Development Fund,Italy
2019,IDA,341.65,0.71%,International Development Association ,Italy
2019,ADF,157.58,0.33%,African Development Fund ,Italy
2019,AIIB,95.5,0.2%,Asian Infrastructure Investment Bank,Italy
2019,International Development Association - Multilateral Debt Relief Initiative,70.76,0.15%,International Development Association - Multilateral Debt Relief Initiative,Italy
2019,"Global Fund to Fight AIDS, Tuberculosis and Malaria ",62.37,0.13%,"Global Fund to Fight AIDS, Tuberculosis and Malaria ",Italy
2019,UN,44.69,0.09%,United Nations,Italy
2019,Advance Market Commitments,38.34,0.08%,Advance Market Commitments,Italy
2019,GEF-TF,37.8,0.08%,Global Environment Facility Trust Fund,Italy
2019,GAVI,33.42,0.07%,Global Alliance for Vaccines and Immunization ,Italy
2019,IFFIm,32.33,0.07%,International Finance Facility for Immunisation,Italy
2019,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",30.45,0.06%,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",Italy
2019,FAO,16.93,0.04%,Food and Agricultural Organisation,Italy
2019,Council of Europe,16.59,0.03%,Council of Europe,Italy
2019,IFAD,16.46,0.03%,International Fund for Agricultural Development ,Italy
2019,World Health Organisation - assessed contributions,14.21,0.03%,World Health Organisation - assessed contributions,Italy
2019,WFP,13.99,0.03%,World Food Programme ,Italy
2019,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund ",13.08,0.03%,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund ",Italy
2019,Asian Development Fund ,12.8,0.03%,Asian Development Fund ,Italy
2019,United Nations Office of the High Commissioner for Refugees,10.74,0.02%,United Nations Office of the High Commissioner for Refugees,Italy
2019,MLF-MP,10.6,0.02%,Multilateral Fund for the Implementation of the Montreal Protocol ,Italy
