year,Recipient Country,ODA Grants,ODA Loans,Share,Donor
2023,Papua New Guinea,419.34,4.42,15.6%,Australia
2023,"Bilateral, unspecified",422.31,0.0,15.5%,Australia
2023,"Oceania, regional",266.57,0.0,9.8%,Australia
2023,Indonesia,218.34,0.0,8.0%,Australia
2023,Solomon Islands,107.58,0.0,4.0%,Australia
2023,Fiji,105.03,0.0,3.9%,Australia
2023,Myanmar,101.3,0.0,3.7%,Australia
2023,Timor-Leste,94.04,0.0,3.5%,Australia
2023,"Far East Asia, regional",85.55,0.0,3.1%,Australia
2023,Bangladesh,85.18,0.0,3.1%,Australia
2023,Vanuatu,77.07,0.0,2.8%,Australia
2023,Viet Nam,67.51,0.0,2.5%,Australia
2023,Philippines,63.69,0.0,2.3%,Australia
2023,Tonga,62.96,0.0,2.3%,Australia
2023,Cambodia,58.83,0.0,2.2%,Australia
2023,Samoa,43.81,0.0,1.6%,Australia
2023,Lao People's Democratic Republic,36.26,0.0,1.3%,Australia
2023,West Bank and Gaza Strip,34.48,0.0,1.3%,Australia
2023,"Asia, regional",31.89,0.0,1.2%,Australia
2023,Kiribati,28.36,0.0,1.0%,Australia
2022,Papua New Guinea,422.22,64.18,18.7%,Australia
2022,"Bilateral, unspecified",414.16,0.0,15.9%,Australia
2022,Indonesia,205.41,0.0,7.9%,Australia
2022,"Oceania, regional",144.11,0.0,5.5%,Australia
2022,Solomon Islands,114.67,0.0,4.4%,Australia
2022,Bangladesh,84.35,0.0,3.2%,Australia
2022,"Far East Asia, regional",78.64,0.0,3.0%,Australia
2022,Philippines,76.24,0.0,2.9%,Australia
2022,Timor-Leste,71.69,0.0,2.8%,Australia
2022,Cambodia,68.87,0.0,2.6%,Australia
2022,Afghanistan,66.68,0.0,2.6%,Australia
2022,Myanmar,65.77,0.0,2.5%,Australia
2022,Viet Nam,64.73,0.0,2.5%,Australia
2022,Vanuatu,61.44,0.0,2.4%,Australia
2022,Fiji,57.27,0.0,2.2%,Australia
2022,Sri Lanka,50.17,0.0,1.9%,Australia
2022,Ukraine,45.68,0.0,1.8%,Australia
2022,Tonga,43.41,0.0,1.7%,Australia
2022,"Asia, regional",31.29,7.98,1.5%,Australia
2022,Samoa,37.32,0.0,1.4%,Australia
2021,Papua New Guinea,580.16,0.0,19.0%,Australia
2021,"Bilateral, unspecified",480.42,0.0,15.8%,Australia
2021,Indonesia,324.55,0.0,10.7%,Australia
2021,Fiji,191.92,0.0,6.3%,Australia
2021,"Oceania, regional",165.57,0.0,5.4%,Australia
2021,Solomon Islands,136.33,0.0,4.5%,Australia
2021,Timor-Leste,103.01,0.0,3.4%,Australia
2021,Bangladesh,92.63,0.0,3.0%,Australia
2021,Vanuatu,89.2,0.0,2.9%,Australia
2021,Viet Nam,87.1,0.0,2.9%,Australia
2021,Cambodia,77.42,0.0,2.5%,Australia
2021,Myanmar,67.53,0.0,2.2%,Australia
2021,"Asia, regional",65.2,0.0,2.1%,Australia
2021,Philippines,64.52,0.0,2.1%,Australia
2021,"Far East Asia, regional",56.82,0.0,1.9%,Australia
2021,Afghanistan,50.05,0.0,1.6%,Australia
2021,Lao People's Democratic Republic,40.6,0.0,1.3%,Australia
2021,Samoa,34.83,0.0,1.1%,Australia
2021,Tonga,31.64,0.0,1.0%,Australia
2021,Kiribati,29.87,0.0,1.0%,Australia
2020,"Bilateral, unspecified",653.32,0.0,24.7%,Australia
2020,Papua New Guinea,414.12,0.0,15.7%,Australia
2020,Indonesia,209.09,0.0,7.9%,Australia
2020,"Asia, regional",180.42,0.0,6.8%,Australia
2020,"Oceania, regional",153.43,0.0,5.8%,Australia
2020,Solomon Islands,99.15,0.0,3.8%,Australia
2020,Timor-Leste,95.08,0.0,3.6%,Australia
2020,Bangladesh,90.74,0.0,3.4%,Australia
2020,Myanmar,71.23,0.0,2.7%,Australia
2020,Vanuatu,61.69,0.0,2.3%,Australia
2020,Fiji,54.81,0.0,2.1%,Australia
2020,Philippines,54.0,0.0,2.0%,Australia
2020,Afghanistan,50.43,0.0,1.9%,Australia
2020,Viet Nam,49.51,0.0,1.9%,Australia
2020,Cambodia,44.49,0.0,1.7%,Australia
2020,Samoa,28.42,0.0,1.1%,Australia
2020,Iraq,25.37,0.0,1.0%,Australia
2020,Tonga,25.24,0.0,1.0%,Australia
2020,South Africa,23.01,0.0,0.9%,Australia
2020,Kiribati,21.49,0.0,0.8%,Australia
2019,"Bilateral, unspecified",573.27,0.0,22.6%,Australia
2019,Papua New Guinea,472.04,0.0,18.6%,Australia
2019,Indonesia,213.21,0.0,8.4%,Australia
2019,Solomon Islands,136.0,0.0,5.4%,Australia
2019,"Oceania, regional",108.7,0.0,4.3%,Australia
2019,Afghanistan,69.21,0.0,2.7%,Australia
2019,Bangladesh,67.05,0.0,2.6%,Australia
2019,Myanmar,65.36,0.0,2.6%,Australia
2019,Timor-Leste,59.85,0.0,2.4%,Australia
2019,Philippines,57.98,0.0,2.3%,Australia
2019,Viet Nam,55.39,0.0,2.2%,Australia
2019,Cambodia,49.88,0.0,2.0%,Australia
2019,Vanuatu,48.6,0.0,1.9%,Australia
2019,Fiji,47.23,0.0,1.9%,Australia
2019,West Bank and Gaza Strip,32.64,0.0,1.3%,Australia
2019,"Asia, regional",30.9,0.0,1.2%,Australia
2019,Syrian Arab Republic,28.18,0.0,1.1%,Australia
2019,Lao People's Democratic Republic,28.1,0.0,1.1%,Australia
2019,Lebanon,27.78,0.0,1.1%,Australia
2019,Iraq,26.96,0.0,1.1%,Australia
