year,Recipient Country,ODA Grants,ODA Loans,Share,Donor
2023,Mozambique,78.51,0.0,28.2%,Portugal
2023,Angola,45.6,0.0,16.4%,Portugal
2023,"Bilateral, unspecified",34.09,0.0,12.2%,Portugal
2023,Sao Tome and Principe,19.23,0.0,6.9%,Portugal
2023,Cabo Verde,17.89,0.0,6.4%,Portugal
2023,Guinea-Bissau,16.31,0.0,5.8%,Portugal
2023,Timor-Leste,14.32,0.0,5.1%,Portugal
2023,Brazil,12.09,0.0,4.3%,Portugal
2023,Morocco,0.34,7.64,2.9%,Portugal
2023,Ukraine,7.76,0.0,2.8%,Portugal
2023,West Bank and Gaza Strip,6.52,0.0,2.3%,Portugal
2023,South Africa,3.16,0.0,1.1%,Portugal
2023,Türkiye,1.98,0.0,0.7%,Portugal
2023,"South of Sahara, regional",1.35,0.0,0.5%,Portugal
2023,China (People's Republic of),1.26,0.0,0.5%,Portugal
2023,Colombia,1.11,0.0,0.4%,Portugal
2023,"America, regional",0.86,0.0,0.3%,Portugal
2023,Central African Republic,0.73,0.0,0.3%,Portugal
2023,Venezuela,0.6,0.0,0.2%,Portugal
2023,Syrian Arab Republic,0.47,0.0,0.2%,Portugal
2022,Mozambique,67.02,0.0,23.8%,Portugal
2022,Sao Tome and Principe,38.43,0.0,13.6%,Portugal
2022,Ukraine,35.93,0.0,12.7%,Portugal
2022,"Bilateral, unspecified",30.54,0.0,10.8%,Portugal
2022,Guinea-Bissau,22.78,0.0,8.1%,Portugal
2022,Cabo Verde,18.59,0.0,6.6%,Portugal
2022,Timor-Leste,13.59,0.0,4.8%,Portugal
2022,Brazil,11.45,0.0,4.1%,Portugal
2022,South Sudan,6.36,0.0,2.3%,Portugal
2022,Egypt,6.02,0.0,2.1%,Portugal
2022,Angola,5.34,0.0,1.9%,Portugal
2022,Niger,3.32,0.0,1.2%,Portugal
2022,Türkiye,2.48,0.0,0.9%,Portugal
2022,Kosovo,2.36,0.0,0.8%,Portugal
2022,El Salvador,2.34,0.0,0.8%,Portugal
2022,"South of Sahara, regional",1.93,0.0,0.7%,Portugal
2022,China (People's Republic of),1.4,0.0,0.5%,Portugal
2022,South Africa,1.1,0.0,0.4%,Portugal
2022,Central African Republic,1.01,0.0,0.4%,Portugal
2022,Mexico,0.97,0.0,0.3%,Portugal
2021,Mozambique,62.57,0.0,29.5%,Portugal
2021,"Bilateral, unspecified",24.3,0.0,11.5%,Portugal
2021,Guinea-Bissau,20.19,0.0,9.5%,Portugal
2021,Angola,18.34,0.0,8.6%,Portugal
2021,Timor-Leste,17.65,0.0,8.3%,Portugal
2021,Sao Tome and Principe,16.82,0.0,7.9%,Portugal
2021,Cabo Verde,16.65,0.0,7.8%,Portugal
2021,Brazil,8.41,0.0,4.0%,Portugal
2021,Rwanda,3.3,0.0,1.6%,Portugal
2021,Senegal,2.66,0.0,1.3%,Portugal
2021,Türkiye,2.63,0.0,1.2%,Portugal
2021,Egypt,2.61,0.0,1.2%,Portugal
2021,China (People's Republic of),1.43,0.0,0.7%,Portugal
2021,Ethiopia,1.28,0.0,0.6%,Portugal
2021,Viet Nam,1.15,0.0,0.5%,Portugal
2021,Colombia,1.08,0.0,0.5%,Portugal
2021,Central African Republic,1.06,0.0,0.5%,Portugal
2021,South Africa,1.05,0.0,0.5%,Portugal
2021,"America, regional",0.79,0.0,0.4%,Portugal
2021,"South of Sahara, regional",0.71,0.0,0.3%,Portugal
2020,Mozambique,54.33,23.99,31.3%,Portugal
2020,China (People's Republic of),1.37,46.6,19.2%,Portugal
2020,"Bilateral, unspecified",26.3,0.0,10.5%,Portugal
2020,Guinea-Bissau,18.74,0.0,7.5%,Portugal
2020,Cabo Verde,15.87,0.0,6.3%,Portugal
2020,Timor-Leste,15.86,0.0,6.3%,Portugal
2020,Sao Tome and Principe,15.12,0.0,6.0%,Portugal
2020,Brazil,5.96,0.0,2.4%,Portugal
2020,Türkiye,4.44,0.0,1.8%,Portugal
2020,Angola,4.44,0.0,1.8%,Portugal
2020,Cuba,0.17,4.03,1.7%,Portugal
2020,"South of Sahara, regional",2.09,0.0,0.8%,Portugal
2020,South Africa,1.17,0.0,0.5%,Portugal
2020,Afghanistan,1.14,0.0,0.5%,Portugal
2020,Central African Republic,1.08,0.0,0.4%,Portugal
2020,Colombia,0.64,0.0,0.3%,Portugal
2020,Mali,0.53,0.0,0.2%,Portugal
2020,Syrian Arab Republic,0.5,0.0,0.2%,Portugal
2020,Venezuela,0.44,0.0,0.2%,Portugal
2020,India,0.39,0.0,0.2%,Portugal
2019,Mozambique,57.13,4.56,30.9%,Portugal
2019,Cabo Verde,25.37,0.0,12.7%,Portugal
2019,"Bilateral, unspecified",24.97,0.0,12.5%,Portugal
2019,Guinea-Bissau,21.07,0.0,10.5%,Portugal
2019,Timor-Leste,16.64,0.0,8.3%,Portugal
2019,Sao Tome and Principe,16.37,0.0,8.2%,Portugal
2019,Angola,6.47,0.0,3.2%,Portugal
2019,Türkiye,4.79,0.0,2.4%,Portugal
2019,Brazil,4.78,0.0,2.4%,Portugal
2019,Afghanistan,1.85,0.0,0.9%,Portugal
2019,"South of Sahara, regional",1.63,0.0,0.8%,Portugal
2019,China (People's Republic of),1.41,0.0,0.7%,Portugal
2019,South Africa,1.39,0.0,0.7%,Portugal
2019,"America, regional",1.36,0.0,0.7%,Portugal
2019,Colombia,0.82,0.0,0.4%,Portugal
2019,Côte d'Ivoire,0.67,0.0,0.3%,Portugal
2019,Venezuela,0.64,0.0,0.3%,Portugal
2019,Central African Republic,0.6,0.0,0.3%,Portugal
2019,Gabon,0.55,0.0,0.3%,Portugal
2019,South Sudan,0.51,0.0,0.3%,Portugal
