Year,Multi_short,ODA,Share,Full Name,Donor
2019,European Commission - Development Share of Budget,55.75,0.12%,European Commission - Development Share of Budget,Lithuania
2019,European Commission - European Development Fund,12.32,0.03%,European Commission - European Development Fund,Lithuania
2019,IDA,1.48,0.0%,International Development Association ,Lithuania
2019,UN,1.22,0.0%,United Nations,Lithuania
2019,FAO,0.39,0.0%,Food and Agricultural Organisation,Lithuania
2019,World Health Organisation - assessed contributions,0.35,0.0%,World Health Organisation - assessed contributions,Lithuania
2019,Council of Europe,0.33,0.0%,Council of Europe,Lithuania
2019,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",0.31,0.0%,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",Lithuania
2019,MLF-MP,0.24,0.0%,Multilateral Fund for the Implementation of the Montreal Protocol ,Lithuania
2019,International Atomic Energy Agency - assessed contributions,0.22,0.0%,International Atomic Energy Agency - assessed contributions,Lithuania
2019,International Labour Organisation - Assessed Contributions,0.21,0.0%,International Labour Organisation - Assessed Contributions,Lithuania
2019,"United Nations Educational, Scientific and Cultural Organisation",0.18,0.0%,"United Nations Educational, Scientific and Cultural Organisation",Lithuania
2019,Organization for Security and Co-operation in Europe,0.14,0.0%,Organization for Security and Co-operation in Europe,Lithuania
2019,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),0.09,0.0%,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),Lithuania
2019,WOAH,0.08,0.0%,World Organisation for Animal Health,Lithuania
2019,UNEP,0.07,0.0%,United Nations Environment Programme ,Lithuania
2019,International Organisation for Migration ,0.05,0.0%,International Organisation for Migration ,Lithuania
2019,European and Mediterranean Plant Protection Organisation ,0.04,0.0%,European and Mediterranean Plant Protection Organisation ,Lithuania
2019,World Customs Organization Customs Co-operation Fund,0.04,0.0%,World Customs Organization Customs Co-operation Fund,Lithuania
2019,United Nations Framework Convention on Climate Change ,0.02,0.0%,United Nations Framework Convention on Climate Change ,Lithuania
2019,International Organisation of the Francophonie,0.02,0.0%,International Organisation of the Francophonie,Lithuania
2019,International Telecommunications Union,0.02,0.0%,International Telecommunications Union,Lithuania
2019,Convention to Combat Desertification ,0.01,0.0%,Convention to Combat Desertification ,Lithuania
2019,International Renewable Energy Agency,0.01,0.0%,International Renewable Energy Agency,Lithuania
2019,CITES,0.01,0.0%,Convention on International Trade in Endangered Species of Wild Flora and Fauna,Lithuania
2019,Universal Postal Union ,0.01,0.0%,Universal Postal Union ,Lithuania
2019,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),0.01,0.0%,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),Lithuania
2019,United Nations Entity for Gender Equality and the Empowerment of Women,0.01,0.0%,United Nations Entity for Gender Equality and the Empowerment of Women,Lithuania
2019,World Meteorological Organisation ,0.0,0.0%,World Meteorological Organisation ,Lithuania
2019,World Intellectual Property Organisation ,0.0,0.0%,World Intellectual Property Organisation ,Lithuania
2019,CEB,0.0,0.0%,Council of Europe Development Bank,Lithuania
2020,European Commission - Development Share of Budget,56.94,0.11%,European Commission - Development Share of Budget,Lithuania
2020,European Commission - European Development Fund,12.09,0.02%,European Commission - European Development Fund,Lithuania
2020,IBRD,2.44,0.0%,International Bank for Reconstruction and Development ,Lithuania
