Year,Sector,Bilateral ODA for,Share,Donor
2023,Refugees in donor countries,5311.37,43.81%,United Kingdom
2023,Health & populations,935.08,7.71%,United Kingdom
2023,Donor administration costs,880.56,7.26%,United Kingdom
2023,Emergency Response,820.96,6.77%,United Kingdom
2023,Other multisector,632.61,5.22%,United Kingdom
2023,Government & civil society,566.88,4.68%,United Kingdom
2023,Environmental protection,430.95,3.55%,United Kingdom
2023,Education,416.15,3.43%,United Kingdom
2023,"Agriculture (incl. forestry, fishing, rural development)",372.17,3.07%,United Kingdom
2023,Unspecified,369.92,3.05%,United Kingdom
2023,Energy,306.67,2.53%,United Kingdom
2023,"Conflict, peace & security",214.67,1.77%,United Kingdom
2023,"Industry, construction & mining",178.43,1.47%,United Kingdom
2023,Financial services & business support,161.6,1.33%,United Kingdom
2023,Other social services,154.7,1.28%,United Kingdom
2023,Disaster Prevention & Preparedness,96.09,0.79%,United Kingdom
2023,Food aid and commodity assistance,77.6,0.64%,United Kingdom
2023,Infrastructure,57.97,0.48%,United Kingdom
2023,Reconstruction Relief & Rehabilitation,51.01,0.42%,United Kingdom
2023,Water and sanitation,45.81,0.38%,United Kingdom
2023,Trade policy,36.86,0.3%,United Kingdom
2023,General budget support,5.62,0.05%,United Kingdom
2023,Tourism,0.0,0.0%,United Kingdom
2022,Refugees in donor countries,4921.02,37.82%,United Kingdom
2022,Emergency Response,1361.77,10.47%,United Kingdom
2022,Health & populations,1302.26,10.01%,United Kingdom
2022,Donor administration costs,904.55,6.95%,United Kingdom
2022,Government & civil society,796.43,6.12%,United Kingdom
2022,Other multisector,683.55,5.25%,United Kingdom
2022,Education,478.8,3.68%,United Kingdom
2022,Environmental protection,442.23,3.4%,United Kingdom
2022,Financial services & business support,371.88,2.86%,United Kingdom
2022,Unspecified,311.37,2.39%,United Kingdom
2022,"Agriculture (incl. forestry, fishing, rural development)",279.91,2.15%,United Kingdom
2022,Energy,221.07,1.7%,United Kingdom
2022,"Conflict, peace & security",208.82,1.6%,United Kingdom
2022,"Industry, construction & mining",150.93,1.16%,United Kingdom
2022,Infrastructure,131.87,1.01%,United Kingdom
2022,Other social services,129.26,0.99%,United Kingdom
2022,Disaster Prevention & Preparedness,96.53,0.74%,United Kingdom
2022,Food aid and commodity assistance,82.31,0.63%,United Kingdom
2022,Water and sanitation,68.25,0.52%,United Kingdom
2022,Reconstruction Relief & Rehabilitation,38.33,0.29%,United Kingdom
2022,Trade policy,29.88,0.23%,United Kingdom
2022,Tourism,0.17,0.0%,United Kingdom
2021,Refugees in donor countries,1475.42,14.5%,United Kingdom
2021,Health & populations,1394.28,13.7%,United Kingdom
2021,Donor administration costs,1039.37,10.22%,United Kingdom
2021,Emergency Response,908.27,8.93%,United Kingdom
2021,Other multisector,800.42,7.87%,United Kingdom
