Year,Sector,Bilateral ODA for,Share,Donor
2023,Refugees in donor countries,1459.56,34.66%,Switzerland
2023,Emergency Response,583.77,13.86%,Switzerland
2023,Government & civil society,450.93,10.71%,Switzerland
2023,Donor administration costs,264.24,6.28%,Switzerland
2023,Health & populations,210.77,5.01%,Switzerland
2023,Other multisector,206.3,4.9%,Switzerland
2023,Education,175.09,4.16%,Switzerland
2023,"Agriculture (incl. forestry, fishing, rural development)",158.45,3.76%,Switzerland
2023,Water and sanitation,126.29,3.0%,Switzerland
2023,Financial services & business support,104.13,2.47%,Switzerland
2023,"Conflict, peace & security",95.75,2.27%,Switzerland
2023,Other social services,94.16,2.24%,Switzerland
2023,"Industry, construction & mining",59.23,1.41%,Switzerland
2023,Energy,53.16,1.26%,Switzerland
2023,Environmental protection,36.13,0.86%,Switzerland
2023,Unspecified,34.61,0.82%,Switzerland
2023,Disaster Prevention & Preparedness,33.65,0.8%,Switzerland
2023,Trade policy,27.63,0.66%,Switzerland
2023,Debt relief,16.69,0.4%,Switzerland
2023,Reconstruction Relief & Rehabilitation,8.4,0.2%,Switzerland
2023,Infrastructure,6.88,0.16%,Switzerland
2023,Tourism,4.74,0.11%,Switzerland
2022,Refugees in donor countries,1357.89,33.69%,Switzerland
2022,Emergency Response,509.92,12.65%,Switzerland
2022,Government & civil society,469.4,11.64%,Switzerland
2022,Donor administration costs,255.57,6.34%,Switzerland
2022,Health & populations,234.65,5.82%,Switzerland
2022,"Agriculture (incl. forestry, fishing, rural development)",177.31,4.4%,Switzerland
2022,Education,176.94,4.39%,Switzerland
2022,Other multisector,165.75,4.11%,Switzerland
2022,Financial services & business support,125.21,3.11%,Switzerland
2022,Water and sanitation,100.29,2.49%,Switzerland
2022,Other social services,82.68,2.05%,Switzerland
2022,"Conflict, peace & security",76.22,1.89%,Switzerland
2022,Energy,72.01,1.79%,Switzerland
2022,"Industry, construction & mining",58.04,1.44%,Switzerland
2022,Unspecified,41.23,1.02%,Switzerland
2022,Environmental protection,34.67,0.86%,Switzerland
2022,Disaster Prevention & Preparedness,30.65,0.76%,Switzerland
2022,Trade policy,27.22,0.68%,Switzerland
2022,Infrastructure,22.19,0.55%,Switzerland
2022,Reconstruction Relief & Rehabilitation,7.94,0.2%,Switzerland
2022,Tourism,5.23,0.13%,Switzerland
2021,Health & populations,484.5,15.35%,Switzerland
2021,Government & civil society,474.51,15.04%,Switzerland
2021,Refugees in donor countries,388.35,12.31%,Switzerland
2021,Emergency Response,359.78,11.4%,Switzerland
2021,Donor administration costs,258.29,8.19%,Switzerland
2021,Education,175.66,5.57%,Switzerland
2021,"Agriculture (incl. forestry, fishing, rural development)",174.43,5.53%,Switzerland
2021,Other multisector,161.59,5.12%,Switzerland
2021,Financial services & business support,140.35,4.45%,Switzerland
2021,Water and sanitation,110.8,3.51%,Switzerland
2021,Other social services,89.64,2.84%,Switzerland
2021,"Conflict, peace & security",73.48,2.33%,Switzerland
2021,"Industry, construction & mining",64.02,2.03%,Switzerland
2021,Energy,55.01,1.74%,Switzerland
2021,Environmental protection,32.44,1.03%,Switzerland
2021,Unspecified,32.17,1.02%,Switzerland
2021,Trade policy,30.1,0.95%,Switzerland
2021,Disaster Prevention & Preparedness,25.26,0.8%,Switzerland
2021,General budget support,8.22,0.26%,Switzerland
2021,Reconstruction Relief & Rehabilitation,6.29,0.2%,Switzerland
2021,Tourism,6.13,0.19%,Switzerland
2021,Infrastructure,4.52,0.14%,Switzerland
2020,Emergency Response,614.74,19.52%,Switzerland
2020,Government & civil society,440.01,13.97%,Switzerland
2020,Refugees in donor countries,354.06,11.24%,Switzerland
2020,Health & populations,290.1,9.21%,Switzerland
2020,Donor administration costs,258.65,8.21%,Switzerland
2020,"Agriculture (incl. forestry, fishing, rural development)",176.08,5.59%,Switzerland
2020,Education,165.36,5.25%,Switzerland
2020,Other multisector,164.29,5.22%,Switzerland
2020,Financial services & business support,122.04,3.88%,Switzerland
2020,Water and sanitation,119.9,3.81%,Switzerland
2020,"Conflict, peace & security",80.62,2.56%,Switzerland
2020,Other social services,73.2,2.32%,Switzerland
2020,"Industry, construction & mining",65.91,2.09%,Switzerland
2020,Environmental protection,44.51,1.41%,Switzerland
2020,Energy,44.5,1.41%,Switzerland
2020,Unspecified,42.69,1.36%,Switzerland
2020,Trade policy,38.32,1.22%,Switzerland
2020,Disaster Prevention & Preparedness,23.56,0.75%,Switzerland
2020,General budget support,9.93,0.32%,Switzerland
2020,Reconstruction Relief & Rehabilitation,7.95,0.25%,Switzerland
2020,Tourism,6.54,0.21%,Switzerland
2020,Infrastructure,5.28,0.17%,Switzerland
2020,Food aid and commodity assistance,1.14,0.04%,Switzerland
2019,Government & civil society,412.75,14.89%,Switzerland
2019,Emergency Response,351.7,12.68%,Switzerland
2019,Refugees in donor countries,326.75,11.78%,Switzerland
2019,Donor administration costs,265.35,9.57%,Switzerland
2019,Unspecified,178.13,6.42%,Switzerland
2019,"Agriculture (incl. forestry, fishing, rural development)",168.74,6.09%,Switzerland
2019,Education,157.96,5.7%,Switzerland
2019,Health & populations,155.24,5.6%,Switzerland
2019,Water and sanitation,143.18,5.16%,Switzerland
2019,Other multisector,119.73,4.32%,Switzerland
2019,Financial services & business support,114.75,4.14%,Switzerland
2019,"Conflict, peace & security",72.51,2.62%,Switzerland
2019,Energy,60.42,2.18%,Switzerland
2019,"Industry, construction & mining",58.92,2.12%,Switzerland
2019,Other social services,53.08,1.91%,Switzerland
2019,Environmental protection,42.65,1.54%,Switzerland
2019,Trade policy,36.78,1.33%,Switzerland
2019,Disaster Prevention & Preparedness,21.58,0.78%,Switzerland
2019,Infrastructure,12.11,0.44%,Switzerland
