year,Recipient Country,ODA Grants,ODA Loans,Share,Donor
2023,Türkiye,35.0,0.0,15.8%,Hungary
2023,Nicaragua,28.32,0.0,12.8%,Hungary
2023,Lao People's Democratic Republic,2.64,22.24,11.3%,Hungary
2023,Ukraine,14.55,0.0,6.6%,Hungary
2023,Jordan,7.43,0.0,3.4%,Hungary
2023,Syrian Arab Republic,6.93,0.0,3.1%,Hungary
2023,Viet Nam,5.04,0.0,2.3%,Hungary
2023,Cabo Verde,0.24,4.65,2.2%,Hungary
2023,"Bilateral, unspecified",4.66,0.0,2.1%,Hungary
2023,Kazakhstan,4.31,0.0,2.0%,Hungary
2023,India,4.15,0.0,1.9%,Hungary
2023,Mongolia,4.13,0.0,1.9%,Hungary
2023,Tunisia,4.02,0.0,1.8%,Hungary
2023,Iraq,3.92,0.0,1.8%,Hungary
2023,Pakistan,3.9,0.0,1.8%,Hungary
2023,China (People's Republic of),3.76,0.0,1.7%,Hungary
2023,Chad,3.61,0.0,1.6%,Hungary
2023,Kenya,3.43,0.0,1.6%,Hungary
2023,Morocco,3.0,0.0,1.4%,Hungary
2023,Brazil,2.94,0.0,1.3%,Hungary
2022,Ukraine,87.55,0.0,24.9%,Hungary
2022,Serbia,46.53,0.0,13.2%,Hungary
2022,Jordan,13.7,0.0,3.9%,Hungary
2022,Kazakhstan,13.01,0.0,3.7%,Hungary
2022,Lebanon,10.0,0.0,2.8%,Hungary
2022,Syrian Arab Republic,9.1,0.0,2.6%,Hungary
2022,Viet Nam,8.27,0.0,2.4%,Hungary
2022,Türkiye,7.74,0.0,2.2%,Hungary
2022,Mongolia,7.21,0.0,2.1%,Hungary
2022,Pakistan,7.14,0.0,2.0%,Hungary
2022,Tunisia,6.7,0.0,1.9%,Hungary
2022,India,6.47,0.0,1.8%,Hungary
2022,"Bilateral, unspecified",6.32,0.0,1.8%,Hungary
2022,China (People's Republic of),6.24,0.0,1.8%,Hungary
2022,Iraq,6.01,0.0,1.7%,Hungary
2022,Brazil,5.77,0.0,1.6%,Hungary
2022,Morocco,5.31,0.0,1.5%,Hungary
2022,Kenya,5.25,0.0,1.5%,Hungary
2022,Azerbaijan,5.18,0.0,1.5%,Hungary
2022,Ghana,4.28,0.0,1.2%,Hungary
2021,Ukraine,23.11,0.0,8.2%,Hungary
2021,Syrian Arab Republic,18.55,0.0,6.6%,Hungary
2021,"Bilateral, unspecified",16.74,0.0,5.9%,Hungary
2021,Viet Nam,13.65,0.0,4.8%,Hungary
2021,Bosnia and Herzegovina,11.95,0.0,4.2%,Hungary
2021,Jordan,11.21,0.0,4.0%,Hungary
2021,Cabo Verde,10.97,0.0,3.9%,Hungary
2021,Uganda,9.72,0.0,3.5%,Hungary
2021,Montenegro,9.1,0.0,3.2%,Hungary
2021,Togo,8.91,0.0,3.2%,Hungary
2021,Iran,7.94,0.0,2.8%,Hungary
2021,Mongolia,7.48,0.0,2.7%,Hungary
2021,Lebanon,6.46,0.0,2.3%,Hungary
2021,Türkiye,6.1,0.0,2.2%,Hungary
2021,Tunisia,6.02,0.0,2.1%,Hungary
2021,Serbia,5.9,0.0,2.1%,Hungary
2021,Sri Lanka,5.81,0.0,2.1%,Hungary
2021,China (People's Republic of),5.8,0.0,2.1%,Hungary
2021,Pakistan,5.55,0.0,2.0%,Hungary
2021,Kazakhstan,5.45,0.0,1.9%,Hungary
2020,Serbia,59.39,0.0,21.9%,Hungary
2020,"Bilateral, unspecified",28.33,0.0,10.4%,Hungary
2020,Ukraine,23.01,0.0,8.5%,Hungary
2020,Jordan,12.16,0.0,4.5%,Hungary
2020,Syrian Arab Republic,11.84,0.0,4.4%,Hungary
2020,Mongolia,10.06,0.0,3.7%,Hungary
