Year,Sector,Bilateral ODA for,Share,Donor
2023,Education,20.19,29.66%,Slovenia
2023,Refugees in donor countries,17.94,26.36%,Slovenia
2023,Emergency Response,12.26,18.01%,Slovenia
2023,Donor administration costs,4.94,7.25%,Slovenia
2023,"Conflict, peace & security",3.43,5.04%,Slovenia
2023,Water and sanitation,3.04,4.46%,Slovenia
2023,Government & civil society,1.97,2.89%,Slovenia
2023,Health & populations,1.27,1.87%,Slovenia
2023,Energy,0.84,1.24%,Slovenia
2023,"Agriculture (incl. forestry, fishing, rural development)",0.65,0.95%,Slovenia
2023,Financial services & business support,0.38,0.56%,Slovenia
2023,Disaster Prevention & Preparedness,0.34,0.5%,Slovenia
2023,Other social services,0.25,0.36%,Slovenia
2023,Other multisector,0.16,0.24%,Slovenia
2023,Unspecified,0.13,0.19%,Slovenia
2023,Infrastructure,0.1,0.15%,Slovenia
2023,Environmental protection,0.09,0.14%,Slovenia
2023,"Industry, construction & mining",0.09,0.13%,Slovenia
2023,Trade policy,0.0,0.0%,Slovenia
2022,Refugees in donor countries,29.14,29.74%,Slovenia
2022,Debt relief,24.21,24.71%,Slovenia
2022,Education,18.47,18.85%,Slovenia
2022,Emergency Response,7.87,8.04%,Slovenia
2022,Health & populations,5.53,5.64%,Slovenia
2022,Donor administration costs,3.69,3.76%,Slovenia
2022,"Conflict, peace & security",2.27,2.31%,Slovenia
2022,Government & civil society,1.82,1.86%,Slovenia
2022,Water and sanitation,1.81,1.85%,Slovenia
2022,Energy,0.7,0.71%,Slovenia
2022,"Agriculture (incl. forestry, fishing, rural development)",0.45,0.46%,Slovenia
2022,Financial services & business support,0.41,0.41%,Slovenia
2022,Infrastructure,0.38,0.39%,Slovenia
2022,Other social services,0.37,0.38%,Slovenia
2022,Other multisector,0.28,0.29%,Slovenia
2022,Reconstruction Relief & Rehabilitation,0.2,0.2%,Slovenia
2022,Unspecified,0.15,0.16%,Slovenia
2022,"Industry, construction & mining",0.12,0.12%,Slovenia
2022,Environmental protection,0.07,0.07%,Slovenia
2022,Disaster Prevention & Preparedness,0.05,0.05%,Slovenia
2021,Education,19.29,39.43%,Slovenia
2021,Health & populations,13.7,28.0%,Slovenia
2021,Donor administration costs,3.43,7.02%,Slovenia
2021,Refugees in donor countries,2.47,5.05%,Slovenia
2021,Emergency Response,2.46,5.04%,Slovenia
2021,"Conflict, peace & security",1.84,3.76%,Slovenia
2021,Government & civil society,1.66,3.4%,Slovenia
2021,Water and sanitation,1.44,2.94%,Slovenia
2021,Financial services & business support,0.66,1.35%,Slovenia
2021,Other social services,0.35,0.72%,Slovenia
2021,Reconstruction Relief & Rehabilitation,0.34,0.69%,Slovenia
2021,"Agriculture (incl. forestry, fishing, rural development)",0.3,0.61%,Slovenia
2021,Unspecified,0.25,0.51%,Slovenia
2021,Other multisector,0.23,0.46%,Slovenia
2021,Disaster Prevention & Preparedness,0.19,0.39%,Slovenia
2021,Infrastructure,0.18,0.36%,Slovenia
2021,"Industry, construction & mining",0.06,0.12%,Slovenia
2021,Environmental protection,0.06,0.13%,Slovenia
2021,Energy,0.01,0.03%,Slovenia
2020,Education,19.02,53.96%,Slovenia
2020,Donor administration costs,3.34,9.47%,Slovenia
2020,Refugees in donor countries,3.05,8.65%,Slovenia
2020,"Conflict, peace & security",2.02,5.74%,Slovenia
2020,Emergency Response,1.86,5.26%,Slovenia
2020,Government & civil society,1.55,4.4%,Slovenia
2020,Health & populations,0.94,2.68%,Slovenia
2020,Other social services,0.71,2.01%,Slovenia
2020,Water and sanitation,0.67,1.9%,Slovenia
2020,Financial services & business support,0.55,1.55%,Slovenia
2020,Other multisector,0.5,1.41%,Slovenia
2020,Unspecified,0.42,1.2%,Slovenia
2020,Environmental protection,0.22,0.62%,Slovenia
2020,"Agriculture (incl. forestry, fishing, rural development)",0.18,0.52%,Slovenia
2020,Disaster Prevention & Preparedness,0.16,0.45%,Slovenia
2020,Reconstruction Relief & Rehabilitation,0.04,0.11%,Slovenia
2020,Energy,0.02,0.06%,Slovenia
2020,Infrastructure,0.01,0.02%,Slovenia
2019,Education,16.43,45.39%,Slovenia
2019,Donor administration costs,4.22,11.65%,Slovenia
2019,Water and sanitation,3.81,10.53%,Slovenia
2019,Refugees in donor countries,2.61,7.22%,Slovenia
2019,"Conflict, peace & security",2.11,5.82%,Slovenia
2019,Emergency Response,1.41,3.9%,Slovenia
2019,Government & civil society,1.39,3.84%,Slovenia
2019,Financial services & business support,0.91,2.51%,Slovenia
2019,Other social services,0.89,2.45%,Slovenia
2019,Energy,0.53,1.47%,Slovenia
2019,Other multisector,0.43,1.19%,Slovenia
2019,Disaster Prevention & Preparedness,0.34,0.95%,Slovenia
2019,"Agriculture (incl. forestry, fishing, rural development)",0.32,0.87%,Slovenia
2019,Unspecified,0.26,0.72%,Slovenia
2019,Health & populations,0.22,0.62%,Slovenia
2019,Environmental protection,0.18,0.5%,Slovenia
2019,Reconstruction Relief & Rehabilitation,0.12,0.32%,Slovenia
2019,"Industry, construction & mining",0.01,0.04%,Slovenia
2019,Infrastructure,0.01,0.02%,Slovenia
