Year,Sector,Bilateral ODA for,Share,Donor
2023,Refugees in donor countries,1660.07,59.21%,Italy
2023,Education,248.65,8.87%,Italy
2023,Emergency Response,206.15,7.35%,Italy
2023,Government & civil society,98.02,3.5%,Italy
2023,Health & populations,92.11,3.29%,Italy
2023,"Agriculture (incl. forestry, fishing, rural development)",70.01,2.5%,Italy
2023,Donor administration costs,64.76,2.31%,Italy
2023,Environmental protection,62.29,2.22%,Italy
2023,Other multisector,61.29,2.19%,Italy
2023,Other social services,60.56,2.16%,Italy
2023,Water and sanitation,36.74,1.31%,Italy
2023,"Industry, construction & mining",25.03,0.89%,Italy
2023,Unspecified,22.89,0.82%,Italy
2023,Energy,18.5,0.66%,Italy
2023,Debt relief,16.92,0.6%,Italy
2023,Reconstruction Relief & Rehabilitation,14.38,0.51%,Italy
2023,Financial services & business support,12.52,0.45%,Italy
2023,Disaster Prevention & Preparedness,9.02,0.32%,Italy
2023,"Conflict, peace & security",7.34,0.26%,Italy
2023,Food aid and commodity assistance,7.17,0.26%,Italy
2023,Infrastructure,6.79,0.24%,Italy
2023,Tourism,2.29,0.08%,Italy
2023,Trade policy,0.26,0.01%,Italy
2022,Refugees in donor countries,1585.63,41.12%,Italy
2022,Health & populations,461.9,11.98%,Italy
2022,Education,419.57,10.88%,Italy
2022,Emergency Response,378.03,9.8%,Italy
2022,Other multisector,167.4,4.34%,Italy
2022,Government & civil society,161.8,4.2%,Italy
2022,Debt relief,144.18,3.74%,Italy
2022,General budget support,123.95,3.21%,Italy
2022,"Agriculture (incl. forestry, fishing, rural development)",85.15,2.21%,Italy
2022,Donor administration costs,64.13,1.66%,Italy
2022,Other social services,56.38,1.46%,Italy
2022,Environmental protection,32.32,0.84%,Italy
2022,Unspecified,26.42,0.69%,Italy
2022,Disaster Prevention & Preparedness,25.74,0.67%,Italy
2022,Water and sanitation,24.92,0.65%,Italy
2022,Reconstruction Relief & Rehabilitation,22.83,0.59%,Italy
2022,"Industry, construction & mining",21.7,0.56%,Italy
2022,"Conflict, peace & security",14.47,0.38%,Italy
2022,Trade policy,11.73,0.3%,Italy
2022,Energy,11.64,0.3%,Italy
2022,Financial services & business support,9.56,0.25%,Italy
2022,Tourism,2.89,0.07%,Italy
2022,Infrastructure,2.23,0.06%,Italy
2022,Food aid and commodity assistance,1.88,0.05%,Italy
2021,Debt relief,641.34,24.31%,Italy
2021,Refugees in donor countries,545.75,20.69%,Italy
2021,Health & populations,357.71,13.56%,Italy
2021,Emergency Response,211.8,8.03%,Italy
2021,Education,210.49,7.98%,Italy
2021,Other multisector,105.07,3.98%,Italy
2021,Government & civil society,99.82,3.78%,Italy
2021,"Agriculture (incl. forestry, fishing, rural development)",78.92,2.99%,Italy
2021,Energy,68.57,2.6%,Italy
2021,Infrastructure,62.26,2.36%,Italy
2021,Other social services,50.36,1.91%,Italy
2021,Donor administration costs,49.43,1.87%,Italy
2021,Water and sanitation,42.19,1.6%,Italy
2021,Environmental protection,35.3,1.34%,Italy
2021,"Industry, construction & mining",22.03,0.84%,Italy
2021,Trade policy,17.6,0.67%,Italy
2021,"Conflict, peace & security",9.75,0.37%,Italy
2021,Reconstruction Relief & Rehabilitation,8.76,0.33%,Italy
2021,Financial services & business support,7.11,0.27%,Italy
2021,Unspecified,5.53,0.21%,Italy
2021,Disaster Prevention & Preparedness,4.72,0.18%,Italy
2021,Food aid and commodity assistance,1.81,0.07%,Italy
2021,Tourism,1.37,0.05%,Italy
2020,Refugees in donor countries,236.11,16.35%,Italy
2020,Emergency Response,149.23,10.33%,Italy
2020,Education,140.52,9.73%,Italy
2020,Health & populations,128.78,8.92%,Italy
2020,Other multisector,120.02,8.31%,Italy
2020,"Agriculture (incl. forestry, fishing, rural development)",113.74,7.88%,Italy
2020,"Industry, construction & mining",78.9,5.46%,Italy
2020,Energy,73.29,5.08%,Italy
2020,Government & civil society,68.12,4.72%,Italy
2020,Infrastructure,66.34,4.59%,Italy
2020,Debt relief,56.08,3.88%,Italy
2020,Donor administration costs,47.75,3.31%,Italy
2020,Other social services,42.69,2.96%,Italy
2020,Water and sanitation,27.83,1.93%,Italy
2020,Environmental protection,22.01,1.52%,Italy
2020,Reconstruction Relief & Rehabilitation,21.91,1.52%,Italy
2020,Unspecified,12.3,0.85%,Italy
