year,Recipient Country,ODA Grants,ODA Loans,Share,Donor
2023,Ukraine,830.85,19747.26,51.3%,EU Institutions
2023,"Bilateral, unspecified",4130.94,0.0,10.3%,EU Institutions
2023,Türkiye,1169.49,116.14,3.2%,EU Institutions
2023,"Europe, regional",640.26,0.0,1.6%,EU Institutions
2023,"Africa, regional",637.93,0.0,1.6%,EU Institutions
2023,Serbia,398.65,159.66,1.4%,EU Institutions
2023,"South of Sahara, regional",466.61,0.0,1.2%,EU Institutions
2023,Egypt,80.92,347.32,1.1%,EU Institutions
2023,Afghanistan,370.08,0.0,0.9%,EU Institutions
2023,West Bank and Gaza Strip,336.02,0.0,0.8%,EU Institutions
2023,Morocco,240.88,89.43,0.8%,EU Institutions
2023,Moldova,203.09,116.33,0.8%,EU Institutions
2023,Jordan,81.31,224.4,0.8%,EU Institutions
2023,Georgia,105.59,200.05,0.8%,EU Institutions
2023,Bosnia and Herzegovina,142.76,160.07,0.8%,EU Institutions
2023,Lebanon,295.12,0.0,0.7%,EU Institutions
2023,Democratic Republic of the Congo,257.76,0.0,0.6%,EU Institutions
2023,Tunisia,144.47,83.06,0.6%,EU Institutions
2023,Syrian Arab Republic,226.49,0.0,0.6%,EU Institutions
2023,Yemen,222.26,0.0,0.6%,EU Institutions
2022,Ukraine,1387.69,10193.11,34.9%,EU Institutions
2022,"Bilateral, unspecified",5140.93,0.0,15.5%,EU Institutions
2022,Türkiye,1409.6,19.04,4.3%,EU Institutions
2022,Tunisia,375.4,472.13,2.6%,EU Institutions
2022,"Europe, regional",778.92,0.0,2.3%,EU Institutions
2022,"South of Sahara, regional",752.79,0.0,2.3%,EU Institutions
2022,Serbia,249.81,411.79,2.0%,EU Institutions
2022,Morocco,152.51,394.31,1.6%,EU Institutions
2022,"Africa, regional",317.75,207.22,1.6%,EU Institutions
2022,India,18.69,471.54,1.5%,EU Institutions
2022,Egypt,250.2,204.16,1.4%,EU Institutions
2022,Syrian Arab Republic,446.42,0.0,1.3%,EU Institutions
2022,Afghanistan,369.74,0.0,1.1%,EU Institutions
2022,West Bank and Gaza Strip,334.08,0.0,1.0%,EU Institutions
2022,Moldova,194.09,113.13,0.9%,EU Institutions
2022,"South America, regional",55.84,246.72,0.9%,EU Institutions
2022,Georgia,112.73,172.69,0.9%,EU Institutions
2022,Yemen,262.63,0.0,0.8%,EU Institutions
2022,Ethiopia,223.67,36.92,0.8%,EU Institutions
2022,Democratic Republic of the Congo,230.18,0.0,0.7%,EU Institutions
2021,"Bilateral, unspecified",2967.41,0.0,12.2%,EU Institutions
2021,Egypt,167.18,2070.55,9.2%,EU Institutions
2021,Türkiye,1989.75,163.26,8.8%,EU Institutions
2021,Ukraine,271.83,962.94,5.1%,EU Institutions
2021,"South of Sahara, regional",826.55,10.04,3.4%,EU Institutions
2021,Jordan,141.36,540.32,2.8%,EU Institutions
2021,"Africa, regional",404.93,157.83,2.3%,EU Institutions
2021,Syrian Arab Republic,561.48,0.0,2.3%,EU Institutions
2021,Tunisia,139.82,411.41,2.3%,EU Institutions
2021,Serbia,280.62,269.39,2.3%,EU Institutions
2021,"Europe, regional",501.42,0.0,2.1%,EU Institutions
2021,Bosnia and Herzegovina,96.06,306.37,1.7%,EU Institutions
2021,Morocco,214.79,182.6,1.6%,EU Institutions
2021,Albania,158.94,230.64,1.6%,EU Institutions
2021,Somalia,365.74,0.0,1.5%,EU Institutions
2021,Afghanistan,353.91,0.0,1.5%,EU Institutions
2021,Moldova,206.25,147.01,1.5%,EU Institutions
2021,Georgia,125.34,183.03,1.3%,EU Institutions
2021,North Macedonia,117.43,188.96,1.3%,EU Institutions
2021,"North of Sahara, regional",95.74,146.82,1.0%,EU Institutions
2020,"Bilateral, unspecified",2419.91,0.0,9.4%,EU Institutions
2020,Ukraine,271.11,1509.34,6.9%,EU Institutions
2020,"Africa, regional",1109.31,481.96,6.2%,EU Institutions
2020,Türkiye,1225.18,329.99,6.0%,EU Institutions
2020,Morocco,550.42,611.19,4.5%,EU Institutions
2020,Egypt,133.7,831.41,3.8%,EU Institutions
2020,"South of Sahara, regional",916.13,0.0,3.6%,EU Institutions
2020,"Europe, regional",607.98,0.0,2.4%,EU Institutions
2020,Georgia,253.51,262.76,2.0%,EU Institutions
2020,Jordan,117.53,391.39,2.0%,EU Institutions
2020,Tunisia,357.15,130.16,1.9%,EU Institutions
2020,Serbia,272.59,167.24,1.7%,EU Institutions
2020,Afghanistan,395.58,0.0,1.5%,EU Institutions
2020,India,17.54,319.79,1.3%,EU Institutions
2020,Syrian Arab Republic,328.38,0.0,1.3%,EU Institutions
2020,Bangladesh,283.2,16.52,1.2%,EU Institutions
2020,Moldova,82.75,216.4,1.2%,EU Institutions
2020,Brazil,14.24,280.5,1.1%,EU Institutions
2020,Iraq,291.99,0.0,1.1%,EU Institutions
2020,West Bank and Gaza Strip,291.87,0.0,1.1%,EU Institutions
2019,"Bilateral, unspecified",2152.17,0.0,10.9%,EU Institutions
2019,Türkiye,1304.72,304.9,8.2%,EU Institutions
2019,"South of Sahara, regional",1541.23,0.0,7.8%,EU Institutions
2019,Egypt,104.52,663.02,3.9%,EU Institutions
2019,"Europe, regional",651.46,0.0,3.3%,EU Institutions
2019,Morocco,200.45,390.34,3.0%,EU Institutions
2019,"Africa, regional",420.51,157.21,2.9%,EU Institutions
2019,Syrian Arab Republic,492.77,0.0,2.5%,EU Institutions
2019,Ukraine,303.8,181.1,2.5%,EU Institutions
2019,Afghanistan,462.11,0.0,2.3%,EU Institutions
2019,Serbia,224.41,225.38,2.3%,EU Institutions
2019,Tunisia,224.22,194.41,2.1%,EU Institutions
2019,West Bank and Gaza Strip,264.63,0.0,1.3%,EU Institutions
2019,Iraq,258.15,0.0,1.3%,EU Institutions
2019,Democratic Republic of the Congo,237.15,0.0,1.2%,EU Institutions
2019,Yemen,231.65,0.0,1.2%,EU Institutions
2019,Georgia,109.55,121.39,1.2%,EU Institutions
2019,Mali,230.63,0.0,1.2%,EU Institutions
2019,Ethiopia,210.4,15.43,1.1%,EU Institutions
2019,Bosnia and Herzegovina,96.83,128.51,1.1%,EU Institutions
