Year,Sector,Bilateral ODA for,Share,Donor
2023,Emergency Response,87.54,20.56%,Luxembourg
2023,Education,57.05,13.4%,Luxembourg
2023,Health & populations,46.64,10.96%,Luxembourg
2023,Unspecified,36.55,8.59%,Luxembourg
2023,Financial services & business support,32.83,7.71%,Luxembourg
2023,Government & civil society,30.63,7.19%,Luxembourg
2023,"Agriculture (incl. forestry, fishing, rural development)",30.6,7.19%,Luxembourg
2023,Donor administration costs,30.06,7.06%,Luxembourg
2023,Other social services,21.35,5.01%,Luxembourg
2023,Water and sanitation,12.01,2.82%,Luxembourg
2023,Disaster Prevention & Preparedness,9.95,2.34%,Luxembourg
2023,Other multisector,8.75,2.06%,Luxembourg
2023,Environmental protection,7.88,1.85%,Luxembourg
2023,Infrastructure,4.47,1.05%,Luxembourg
2023,Reconstruction Relief & Rehabilitation,3.29,0.77%,Luxembourg
2023,Food aid and commodity assistance,2.48,0.58%,Luxembourg
2023,Energy,1.94,0.46%,Luxembourg
2023,"Conflict, peace & security",1.08,0.25%,Luxembourg
2023,"Industry, construction & mining",0.62,0.15%,Luxembourg
2022,Emergency Response,86.64,20.77%,Luxembourg
2022,Health & populations,56.09,13.44%,Luxembourg
2022,Education,44.23,10.6%,Luxembourg
2022,Unspecified,40.53,9.72%,Luxembourg
2022,Financial services & business support,37.89,9.08%,Luxembourg
2022,"Agriculture (incl. forestry, fishing, rural development)",37.49,8.99%,Luxembourg
2022,Donor administration costs,27.35,6.56%,Luxembourg
2022,Government & civil society,23.24,5.57%,Luxembourg
2022,Food aid and commodity assistance,17.61,4.22%,Luxembourg
2022,Water and sanitation,17.34,4.16%,Luxembourg
2022,Other social services,12.48,2.99%,Luxembourg
2022,Other multisector,5.52,1.32%,Luxembourg
2022,Disaster Prevention & Preparedness,3.24,0.78%,Luxembourg
2022,Infrastructure,2.14,0.51%,Luxembourg
2022,Reconstruction Relief & Rehabilitation,1.97,0.47%,Luxembourg
2022,"Conflict, peace & security",1.46,0.35%,Luxembourg
2022,"Industry, construction & mining",0.6,0.14%,Luxembourg
2022,Energy,0.54,0.13%,Luxembourg
2022,Environmental protection,0.45,0.11%,Luxembourg
2022,Trade policy,0.4,0.1%,Luxembourg
2021,Emergency Response,64.53,16.79%,Luxembourg
2021,Health & populations,56.75,14.76%,Luxembourg
2021,Education,52.86,13.75%,Luxembourg
2021,"Agriculture (incl. forestry, fishing, rural development)",37.54,9.77%,Luxembourg
2021,Financial services & business support,31.57,8.21%,Luxembourg
2021,Government & civil society,29.44,7.66%,Luxembourg
2021,Donor administration costs,26.65,6.93%,Luxembourg
