year,Recipient Country,ODA Grants,ODA Loans,Share,Donor
2023,"Bilateral, unspecified",657.21,0.0,42.2%,Spain
2023,West Bank and Gaza Strip,75.75,0.0,4.9%,Spain
2023,"America, regional",63.49,0.12,4.1%,Spain
2023,Colombia,42.26,7.0,3.2%,Spain
2023,El Salvador,30.74,17.76,3.1%,Spain
2023,Morocco,43.01,0.0,2.8%,Spain
2023,Peru,37.32,3.34,2.6%,Spain
2023,Guatemala,36.56,0.0,2.3%,Spain
2023,Ecuador,23.5,9.95,2.1%,Spain
2023,Bolivia,33.37,0.0,2.1%,Spain
2023,"Caribbean & Central America, regional",29.13,2.39,2.0%,Spain
2023,Senegal,26.4,1.3,1.8%,Spain
2023,Mali,20.03,0.0,1.3%,Spain
2023,Honduras,19.35,0.0,1.2%,Spain
2023,Niger,16.69,1.83,1.2%,Spain
2023,Ukraine,18.51,0.0,1.2%,Spain
2023,Mozambique,18.51,0.0,1.2%,Spain
2023,Costa Rica,4.56,13.24,1.1%,Spain
2023,Ethiopia,15.98,0.0,1.0%,Spain
2023,Türkiye,15.14,0.0,1.0%,Spain
2022,"Bilateral, unspecified",1437.92,0.0,59.0%,Spain
2022,Ukraine,107.29,0.0,4.4%,Spain
2022,Colombia,86.71,0.19,3.6%,Spain
2022,Guatemala,42.73,0.0,1.8%,Spain
2022,El Salvador,29.95,5.37,1.4%,Spain
2022,Morocco,34.43,0.0,1.4%,Spain
2022,West Bank and Gaza Strip,34.42,0.0,1.4%,Spain
2022,Nigeria,33.11,0.0,1.4%,Spain
2022,Bolivia,32.36,0.0,1.3%,Spain
2022,Peru,28.72,3.18,1.3%,Spain
2022,"America, regional",26.84,3.6,1.2%,Spain
2022,Ecuador,28.4,1.14,1.2%,Spain
2022,Senegal,26.19,0.0,1.1%,Spain
2022,Honduras,20.58,0.0,0.8%,Spain
2022,Nicaragua,20.26,0.0,0.8%,Spain
2022,Mozambique,18.16,0.0,0.7%,Spain
2022,"Africa, regional",14.38,3.54,0.7%,Spain
2022,Costa Rica,10.48,7.44,0.7%,Spain
2022,Mali,17.46,0.0,0.7%,Spain
2022,Türkiye,17.13,0.0,0.7%,Spain
2021,"Bilateral, unspecified",643.24,0.0,41.8%,Spain
2021,Colombia,86.09,0.35,5.6%,Spain
2021,Egypt,44.32,0.0,2.9%,Spain
2021,Bolivia,43.61,0.0,2.8%,Spain
2021,El Salvador,26.53,11.54,2.5%,Spain
2021,West Bank and Gaza Strip,36.87,0.0,2.4%,Spain
2021,Guatemala,35.69,0.0,2.3%,Spain
2021,Morocco,32.56,0.0,2.1%,Spain
2021,Ecuador,27.08,5.36,2.1%,Spain
2021,Nicaragua,31.38,0.0,2.0%,Spain
2021,Peru,29.99,0.98,2.0%,Spain
2021,"America, regional",27.0,3.3,2.0%,Spain
2021,Senegal,24.53,0.0,1.6%,Spain
2021,Angola,23.15,0.0,1.5%,Spain
2021,Uganda,22.92,0.0,1.5%,Spain
2021,Paraguay,12.54,9.48,1.4%,Spain
2021,Honduras,17.23,0.63,1.2%,Spain
2021,Mali,17.41,0.0,1.1%,Spain
2021,Türkiye,17.06,0.0,1.1%,Spain
2021,Mauritania,16.21,0.0,1.1%,Spain
2020,"Bilateral, unspecified",331.08,0.0,29.9%,Spain
2020,Colombia,75.3,5.96,7.3%,Spain
2020,Venezuela,54.17,0.0,4.9%,Spain
2020,El Salvador,38.86,10.38,4.4%,Spain
2020,Morocco,37.09,0.61,3.4%,Spain
2020,"America, regional",36.63,0.64,3.4%,Spain
2020,Peru,33.01,1.61,3.1%,Spain
2020,Guatemala,30.27,0.0,2.7%,Spain
2020,Türkiye,29.33,0.0,2.6%,Spain
2020,West Bank and Gaza Strip,27.86,0.0,2.5%,Spain
2020,Honduras,24.65,2.82,2.5%,Spain
2020,Mali,22.59,0.0,2.0%,Spain
2020,Bolivia,22.37,0.0,2.0%,Spain
2020,Ecuador,16.74,3.8,1.9%,Spain
2020,Senegal,19.56,0.0,1.8%,Spain
2020,Nicaragua,18.41,0.61,1.7%,Spain
2020,Mozambique,16.44,0.0,1.5%,Spain
2020,Syrian Arab Republic,15.65,0.0,1.4%,Spain
2020,Niger,12.65,0.0,1.1%,Spain
2020,Haiti,11.7,0.0,1.1%,Spain
2019,"Bilateral, unspecified",344.92,0.0,29.0%,Spain
2019,Venezuela,76.13,0.0,6.4%,Spain
2019,Colombia,58.43,2.62,5.1%,Spain
2019,Morocco,45.15,4.93,4.2%,Spain
2019,El Salvador,35.84,10.45,3.9%,Spain
2019,West Bank and Gaza Strip,36.14,0.0,3.0%,Spain
2019,Syrian Arab Republic,33.79,0.0,2.8%,Spain
2019,Türkiye,32.5,0.0,2.7%,Spain
2019,Peru,24.18,3.36,2.3%,Spain
2019,"America, regional",26.28,0.93,2.3%,Spain
2019,Guatemala,25.69,0.0,2.2%,Spain
2019,Mali,22.86,0.0,1.9%,Spain
2019,Ukraine,21.35,0.0,1.8%,Spain
2019,Honduras,19.56,0.87,1.7%,Spain
2019,Senegal,20.35,0.0,1.7%,Spain
2019,Nicaragua,20.09,0.0,1.7%,Spain
2019,Bolivia,19.0,0.0,1.6%,Spain
2019,Georgia,18.58,0.0,1.6%,Spain
2019,Ecuador,14.14,3.29,1.5%,Spain
2019,Mozambique,15.66,0.0,1.3%,Spain
