year,Recipient Country,ODA Grants,ODA Loans,Share,Donor
2023,"Oceania, regional",200.65,0.0,31.4%,New Zealand
2023,"Bilateral, unspecified",55.98,0.0,8.8%,New Zealand
2023,Samoa,40.95,0.0,6.4%,New Zealand
2023,Fiji,29.5,0.0,4.6%,New Zealand
2023,Tonga,27.76,0.0,4.3%,New Zealand
2023,Niue,25.62,0.0,4.0%,New Zealand
2023,Solomon Islands,23.07,0.0,3.6%,New Zealand
2023,Vanuatu,19.45,0.0,3.0%,New Zealand
2023,"Africa, regional",15.7,0.0,2.5%,New Zealand
2023,Indonesia,15.01,0.0,2.3%,New Zealand
2023,Tokelau,14.82,0.0,2.3%,New Zealand
2023,Bangladesh,13.81,0.0,2.2%,New Zealand
2023,Papua New Guinea,12.65,0.0,2.0%,New Zealand
2023,Kiribati,11.95,0.0,1.9%,New Zealand
2023,Philippines,11.66,0.0,1.8%,New Zealand
2023,Viet Nam,11.09,0.0,1.7%,New Zealand
2023,Timor-Leste,10.61,0.0,1.7%,New Zealand
2023,Cambodia,10.48,0.0,1.6%,New Zealand
2023,Tuvalu,9.78,0.0,1.5%,New Zealand
2023,Myanmar,8.56,0.0,1.3%,New Zealand
2022,"Oceania, regional",109.96,0.0,25.8%,New Zealand
2022,"Bilateral, unspecified",106.56,0.0,25.0%,New Zealand
2022,Solomon Islands,23.54,0.0,5.5%,New Zealand
2022,Niue,20.38,0.0,4.8%,New Zealand
2022,Papua New Guinea,18.3,0.0,4.3%,New Zealand
2022,Samoa,16.2,0.0,3.8%,New Zealand
2022,Myanmar,12.63,0.0,3.0%,New Zealand
2022,Kiribati,11.95,0.0,2.8%,New Zealand
2022,Fiji,11.29,0.0,2.7%,New Zealand
2022,Vanuatu,10.42,0.0,2.4%,New Zealand
2022,Tokelau,8.47,0.0,2.0%,New Zealand
2022,Tonga,8.32,0.0,2.0%,New Zealand
2022,Timor-Leste,7.84,0.0,1.8%,New Zealand
2022,Indonesia,5.6,0.0,1.3%,New Zealand
2022,Lao People's Democratic Republic,5.42,0.0,1.3%,New Zealand
2022,Ukraine,5.03,0.0,1.2%,New Zealand
2022,Tuvalu,4.57,0.0,1.1%,New Zealand
2022,Afghanistan,4.53,0.0,1.1%,New Zealand
2022,Philippines,3.39,0.0,0.8%,New Zealand
2022,Cambodia,3.32,0.0,0.8%,New Zealand
2021,"Oceania, regional",156.07,0.0,27.8%,New Zealand
2021,Fiji,78.1,0.0,13.9%,New Zealand
2021,"Bilateral, unspecified",40.57,0.0,7.2%,New Zealand
2021,Solomon Islands,28.66,0.0,5.1%,New Zealand
2021,Vanuatu,25.02,0.0,4.5%,New Zealand
2021,Samoa,24.83,0.0,4.4%,New Zealand
2021,Niue,23.05,0.0,4.1%,New Zealand
2021,Papua New Guinea,23.01,0.0,4.1%,New Zealand
2021,Kiribati,23.0,0.0,4.1%,New Zealand
2021,Myanmar,17.41,0.0,3.1%,New Zealand
2021,Tonga,14.81,0.0,2.6%,New Zealand
2021,Tokelau,13.77,0.0,2.5%,New Zealand
2021,Timor-Leste,12.87,0.0,2.3%,New Zealand
2021,Indonesia,10.19,0.0,1.8%,New Zealand
2021,Cambodia,8.42,0.0,1.5%,New Zealand
2021,Tuvalu,5.34,0.0,1.0%,New Zealand
2021,Lao People's Democratic Republic,4.63,0.0,0.8%,New Zealand
2021,"South of Sahara, regional",4.29,0.0,0.8%,New Zealand
2021,Afghanistan,4.11,0.0,0.7%,New Zealand
2021,"Far East Asia, regional",3.83,0.0,0.7%,New Zealand
2020,"Oceania, regional",124.5,0.0,26.4%,New Zealand
2020,"Bilateral, unspecified",40.52,0.0,8.6%,New Zealand
2020,Papua New Guinea,26.33,0.0,5.6%,New Zealand
2020,Solomon Islands,23.13,0.0,4.9%,New Zealand
2020,Vanuatu,22.32,0.0,4.7%,New Zealand
2020,Samoa,21.83,0.0,4.6%,New Zealand
2020,Niue,20.05,0.0,4.3%,New Zealand
2020,Myanmar,19.78,0.0,4.2%,New Zealand
2020,Fiji,17.96,0.0,3.8%,New Zealand
2020,Tokelau,17.39,0.0,3.7%,New Zealand
2020,Kiribati,16.21,0.0,3.4%,New Zealand
2020,Tonga,16.09,0.0,3.4%,New Zealand
2020,Timor-Leste,15.01,0.0,3.2%,New Zealand
2020,Indonesia,13.25,0.0,2.8%,New Zealand
2020,Cambodia,9.63,0.0,2.0%,New Zealand
2020,Lao People's Democratic Republic,8.28,0.0,1.8%,New Zealand
2020,Tuvalu,7.83,0.0,1.7%,New Zealand
2020,Philippines,5.43,0.0,1.2%,New Zealand
2020,Viet Nam,4.38,0.0,0.9%,New Zealand
2020,Nauru,3.78,0.0,0.8%,New Zealand
2019,"Oceania, regional",137.36,0.0,27.6%,New Zealand
2019,"Bilateral, unspecified",42.77,0.0,8.6%,New Zealand
2019,Papua New Guinea,31.42,0.0,6.3%,New Zealand
2019,Cook Islands,27.23,0.0,5.5%,New Zealand
2019,Solomon Islands,24.3,0.0,4.9%,New Zealand
2019,Tokelau,20.21,0.0,4.1%,New Zealand
2019,Vanuatu,18.83,0.0,3.8%,New Zealand
2019,Myanmar,17.16,0.0,3.4%,New Zealand
2019,Niue,16.96,0.0,3.4%,New Zealand
2019,Fiji,16.21,0.0,3.3%,New Zealand
2019,Samoa,16.18,0.0,3.2%,New Zealand
2019,Indonesia,14.74,0.0,3.0%,New Zealand
2019,Timor-Leste,14.72,0.0,3.0%,New Zealand
2019,Kiribati,11.61,0.0,2.3%,New Zealand
2019,Tonga,10.58,0.0,2.1%,New Zealand
2019,Cambodia,8.04,0.0,1.6%,New Zealand
2019,Tuvalu,7.01,0.0,1.4%,New Zealand
2019,Lao People's Democratic Republic,5.85,0.0,1.2%,New Zealand
2019,Viet Nam,5.58,0.0,1.1%,New Zealand
2019,Ethiopia,4.87,0.0,1.0%,New Zealand
