"Year","Multi_short","ODA","Share","full name","country"
"2018","UN agency, fund or commission",57.427798,"39%","United Nations (UN) agency, fund or commission","Luxembourg"
"2019","UN agency, fund or commission",35.72628,"28%","United Nations (UN) agency, fund or commission","Luxembourg"
"2020","UN agency, fund or commission",66.359522,"41%","United Nations (UN) agency, fund or commission","Luxembourg"
"2021","UN agency, fund or commission",72.328531,"41%","United Nations (UN) agency, fund or commission","Luxembourg"
"2022","UN agency, fund or commission",65.704936,"39%","United Nations (UN) agency, fund or commission","Luxembourg"
"2020","CERF",6.274773,"4%","Central Emergency Response Fund","Luxembourg"
"2021","CERF",5.912961,"5%","Central Emergency Response Fund","Luxembourg"
"2022","CERF",5.577935,"3%","Central Emergency Response Fund","Luxembourg"
"2018","FAO",0.289333,"0%","Food and Agricultural Organisation","Luxembourg"
"2019","FAO",0.303635,"0%","Food and Agricultural Organisation","Luxembourg"
"2020","FAO",0.300826,"0%","Food and Agricultural Organisation","Luxembourg"
"2021","FAO",0.273224,"0%","Food and Agricultural Organisation","Luxembourg"
"2022","FAO",0.264671,"0%","Food and Agricultural Organisation","Luxembourg"
"2018","IFAD",4.526768,"3%","International Fund for Agricultural Development","Luxembourg"
"2019","IFAD",1.444608,"1%","International Fund for Agricultural Development","Luxembourg"
"2020","IFAD",1.38045,"1%","International Fund for Agricultural Development","Luxembourg"
"2021","IFAD",3.666035,"3%","International Fund for Agricultural Development","Luxembourg"
"2022","IFAD",1.450263,"1%","International Fund for Agricultural Development","Luxembourg"
"2018","UNDP",8.853825,"5%","United Nations Development Programme","Luxembourg"
"2019","UNDP",4.990463,"3%","United Nations Development Programme","Luxembourg"
"2020","UNDP",7.561102,"5%","United Nations Development Programme","Luxembourg"
"2021","UNDP",7.56859,"6%","United Nations Development Programme","Luxembourg"
"2022","UNDP",9.259372,"6%","United Nations Development Programme","Luxembourg"
"2018","UN Women",1.730823,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Luxembourg"
"2019","UN Women",1.969919,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Luxembourg"
"2020","UN Women",2.007927,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Luxembourg"
"2021","UN Women",2.128666,"2%","United Nations Entity for Gender Equality and the Empowerment of Women","Luxembourg"
"2022","UN Women",5.689494,"4%","United Nations Entity for Gender Equality and the Empowerment of Women","Luxembourg"
"2018","UNEP",0.332851,"0%","United Nations Environment Programme","Luxembourg"
"2019","UNEP",0.32832,"0%","United Nations Environment Programme","Luxembourg"
"2020","UNEP",0.313739,"0%","United Nations Environment Programme","Luxembourg"
"2021","UNEP",0.05913,"0%","United Nations Environment Programme","Luxembourg"
"2022","UNEP",0.055779,"0%","United Nations Environment Programme","Luxembourg"
"2018","UNOCHA",1.331402,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Luxembourg"
"2019","UNOCHA",0.65664,"0%","United Nations Office of Co-ordination of Humanitarian Affairs","Luxembourg"
"2020","UNOCHA",1.142009,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Luxembourg"
"2021","UNOCHA",1.123463,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Luxembourg"
"2022","UNOCHA",1.282925,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Luxembourg"
"2018","UNFPA",7.389284,"4%","United Nations Population Fund","Luxembourg"
"2019","UNFPA",3.939839,"2%","United Nations Population Fund","Luxembourg"
"2020","UNFPA",7.529728,"5%","United Nations Population Fund","Luxembourg"
"2021","UNFPA",8.514664,"7%","United Nations Population Fund","Luxembourg"
"2022","UNFPA",10.040282,"6%","United Nations Population Fund","Luxembourg"
"2018","WFP",0.67521,"0%","World Food Programme","Luxembourg"
"2019","WFP",1.31328,"1%","World Food Programme","Luxembourg"
"2020","WFP",1.254955,"1%","World Food Programme","Luxembourg"
"2021","WFP",2.365184,"2%","World Food Programme","Luxembourg"
