Year,Sector,Bilateral ODA for,Share,Donor
2023,Refugees in donor countries,1296.52,25.38%,Netherlands
2023,Government & civil society,785.21,15.37%,Netherlands
2023,Emergency Response,439.55,8.6%,Netherlands
2023,Health & populations,423.13,8.28%,Netherlands
2023,Donor administration costs,402.06,7.87%,Netherlands
2023,"Agriculture (incl. forestry, fishing, rural development)",294.38,5.76%,Netherlands
2023,Other multisector,275.91,5.4%,Netherlands
2023,Water and sanitation,202.37,3.96%,Netherlands
2023,Financial services & business support,172.69,3.38%,Netherlands
2023,Energy,139.39,2.73%,Netherlands
2023,"Conflict, peace & security",138.9,2.72%,Netherlands
2023,Environmental protection,101.81,1.99%,Netherlands
2023,Other social services,100.41,1.97%,Netherlands
2023,Trade policy,83.63,1.64%,Netherlands
2023,Reconstruction Relief & Rehabilitation,72.09,1.41%,Netherlands
2023,Education,64.56,1.26%,Netherlands
2023,Food aid and commodity assistance,43.6,0.85%,Netherlands
2023,"Industry, construction & mining",37.15,0.73%,Netherlands
2023,Unspecified,34.37,0.67%,Netherlands
2023,Disaster Prevention & Preparedness,0.84,0.02%,Netherlands
2023,Infrastructure,0.25,0.0%,Netherlands
2022,Refugees in donor countries,1043.54,21.65%,Netherlands
2022,Government & civil society,756.88,15.7%,Netherlands
2022,Health & populations,478.1,9.92%,Netherlands
2022,Donor administration costs,391.04,8.11%,Netherlands
2022,Emergency Response,359.36,7.46%,Netherlands
2022,Other multisector,289.33,6.0%,Netherlands
2022,Financial services & business support,241.33,5.01%,Netherlands
2022,"Agriculture (incl. forestry, fishing, rural development)",213.74,4.43%,Netherlands
2022,Water and sanitation,196.93,4.09%,Netherlands
2022,Environmental protection,150.96,3.13%,Netherlands
2022,"Conflict, peace & security",134.56,2.79%,Netherlands
2022,Other social services,129.66,2.69%,Netherlands
2022,Energy,129.31,2.68%,Netherlands
2022,Education,88.49,1.84%,Netherlands
2022,Food aid and commodity assistance,58.95,1.22%,Netherlands
2022,Unspecified,58.29,1.21%,Netherlands
2022,Trade policy,54.1,1.12%,Netherlands
2022,"Industry, construction & mining",32.24,0.67%,Netherlands
2022,Reconstruction Relief & Rehabilitation,10.53,0.22%,Netherlands
2022,Infrastructure,2.99,0.06%,Netherlands
2022,Disaster Prevention & Preparedness,0.05,0.0%,Netherlands
2021,Government & civil society,766.2,19.36%,Netherlands
2021,Health & populations,467.84,11.82%,Netherlands
2021,Donor administration costs,424.08,10.71%,Netherlands
2021,Refugees in donor countries,422.37,10.67%,Netherlands
2021,Emergency Response,309.33,7.82%,Netherlands
2021,"Agriculture (incl. forestry, fishing, rural development)",269.82,6.82%,Netherlands
2021,Water and sanitation,219.58,5.55%,Netherlands
2021,Financial services & business support,200.34,5.06%,Netherlands
2021,Other multisector,174.73,4.41%,Netherlands
2021,"Conflict, peace & security",152.93,3.86%,Netherlands
2021,Environmental protection,113.26,2.86%,Netherlands
2021,Other social services,108.01,2.73%,Netherlands
2021,Education,96.36,2.43%,Netherlands
2021,"Industry, construction & mining",65.53,1.66%,Netherlands
2021,Trade policy,62.33,1.57%,Netherlands
2021,Energy,58.41,1.48%,Netherlands
2021,Food aid and commodity assistance,26.55,0.67%,Netherlands
2021,Unspecified,14.73,0.37%,Netherlands
2021,Infrastructure,3.8,0.1%,Netherlands
2021,Reconstruction Relief & Rehabilitation,1.28,0.03%,Netherlands
2021,Disaster Prevention & Preparedness,0.6,0.02%,Netherlands
2020,Government & civil society,769.48,18.55%,Netherlands
2020,Refugees in donor countries,621.57,14.98%,Netherlands
2020,Donor administration costs,393.05,9.47%,Netherlands
2020,Health & populations,368.94,8.89%,Netherlands
2020,Emergency Response,352.15,8.49%,Netherlands
2020,"Agriculture (incl. forestry, fishing, rural development)",286.81,6.91%,Netherlands
2020,Water and sanitation,235.0,5.66%,Netherlands
2020,Other multisector,213.07,5.14%,Netherlands
2020,Financial services & business support,190.9,4.6%,Netherlands
2020,"Conflict, peace & security",140.16,3.38%,Netherlands
2020,Education,111.37,2.68%,Netherlands
2020,Trade policy,87.93,2.12%,Netherlands
2020,Other social services,76.47,1.84%,Netherlands
2020,"Industry, construction & mining",75.1,1.81%,Netherlands
2020,Environmental protection,62.17,1.5%,Netherlands
2020,Energy,61.6,1.48%,Netherlands
2020,Food aid and commodity assistance,51.67,1.25%,Netherlands
2020,Reconstruction Relief & Rehabilitation,25.89,0.62%,Netherlands
2020,Unspecified,14.26,0.34%,Netherlands
2020,Debt relief,4.97,0.12%,Netherlands
2020,Infrastructure,4.95,0.12%,Netherlands
2020,Disaster Prevention & Preparedness,1.13,0.03%,Netherlands
2019,Government & civil society,790.06,20.0%,Netherlands
2019,Refugees in donor countries,567.06,14.35%,Netherlands
2019,Donor administration costs,433.02,10.96%,Netherlands
2019,Health & populations,343.38,8.69%,Netherlands
2019,"Agriculture (incl. forestry, fishing, rural development)",283.33,7.17%,Netherlands
2019,Financial services & business support,248.09,6.28%,Netherlands
2019,Water and sanitation,225.39,5.7%,Netherlands
2019,Emergency Response,210.47,5.33%,Netherlands
2019,"Conflict, peace & security",161.56,4.09%,Netherlands
2019,Other multisector,136.67,3.46%,Netherlands
2019,Education,113.53,2.87%,Netherlands
2019,Other social services,98.45,2.49%,Netherlands
2019,Environmental protection,84.12,2.13%,Netherlands
2019,Trade policy,64.85,1.64%,Netherlands
2019,Energy,55.07,1.39%,Netherlands
2019,"Industry, construction & mining",53.25,1.35%,Netherlands
2019,Food aid and commodity assistance,38.5,0.97%,Netherlands
2019,Reconstruction Relief & Rehabilitation,27.33,0.69%,Netherlands
2019,Infrastructure,11.03,0.28%,Netherlands
2019,Unspecified,4.94,0.12%,Netherlands
2019,Disaster Prevention & Preparedness,0.79,0.02%,Netherlands
