year,Recipient Country,ODA Grants,ODA Loans,Share,Donor
2023,"Bilateral, unspecified",446.74,10.21,48.5%,Finland
2023,"Africa, regional",24.61,68.58,9.9%,Finland
2023,Ukraine,66.99,2.85,7.4%,Finland
2023,Afghanistan,31.37,0.0,3.3%,Finland
2023,Ethiopia,25.39,0.0,2.7%,Finland
2023,Kenya,18.33,1.71,2.1%,Finland
2023,Somalia,19.24,0.0,2.0%,Finland
2023,Nepal,18.66,0.0,2.0%,Finland
2023,Mozambique,17.81,0.0,1.9%,Finland
2023,Syrian Arab Republic,17.65,0.0,1.9%,Finland
2023,Myanmar,16.57,0.0,1.8%,Finland
2023,Tanzania,14.61,0.0,1.6%,Finland
2023,"South of Sahara, regional",11.67,0.0,1.2%,Finland
2023,West Bank and Gaza Strip,9.32,0.0,1.0%,Finland
2023,Türkiye,9.13,0.0,1.0%,Finland
2023,"Middle East, regional",7.71,0.0,0.8%,Finland
2023,Sudan,6.72,0.0,0.7%,Finland
2023,"Asia, regional",6.31,0.0,0.7%,Finland
2023,South Sudan,5.19,0.0,0.6%,Finland
2023,Uganda,4.82,0.0,0.5%,Finland
2022,"Bilateral, unspecified",619.98,6.15,56.2%,Finland
2022,Ukraine,65.33,0.0,5.9%,Finland
2022,"America, regional",0.0,56.51,5.1%,Finland
2022,"Africa, regional",18.74,25.88,4.0%,Finland
2022,Somalia,35.57,0.0,3.2%,Finland
2022,Ethiopia,30.78,0.0,2.8%,Finland
2022,Afghanistan,25.23,0.0,2.3%,Finland
2022,Tanzania,18.84,0.0,1.7%,Finland
2022,Nepal,18.41,0.0,1.7%,Finland
2022,Myanmar,17.86,0.0,1.6%,Finland
2022,Mozambique,16.72,0.0,1.5%,Finland
2022,Kenya,10.51,5.37,1.4%,Finland
2022,"Asia, regional",6.74,6.57,1.2%,Finland
2022,"South of Sahara, regional",12.46,0.0,1.1%,Finland
2022,Syrian Arab Republic,12.15,0.0,1.1%,Finland
2022,West Bank and Gaza Strip,8.59,0.0,0.8%,Finland
2022,"Caribbean & Central America, regional",6.09,0.0,0.5%,Finland
2022,Yemen,5.89,0.0,0.5%,Finland
2022,Zambia,5.24,0.0,0.5%,Finland
2022,Thailand,0.03,5.01,0.5%,Finland
2021,"Bilateral, unspecified",268.88,18.87,40.6%,Finland
2021,"North of Sahara, regional",2.38,47.32,7.0%,Finland
2021,Ethiopia,36.92,0.55,5.3%,Finland
2021,"Africa, regional",15.6,20.6,5.1%,Finland
2021,Afghanistan,36.06,0.0,5.1%,Finland
2021,Nepal,21.75,1.49,3.3%,Finland
2021,Somalia,22.51,0.0,3.2%,Finland
2021,Tanzania,20.54,0.35,2.9%,Finland
2021,Mozambique,17.38,0.0,2.5%,Finland
2021,"South of Sahara, regional",17.24,0.0,2.4%,Finland
2021,Syrian Arab Republic,17.05,0.0,2.4%,Finland
2021,Myanmar,13.34,2.01,2.2%,Finland
2021,Kenya,10.96,0.31,1.6%,Finland
2021,Ukraine,10.54,0.0,1.5%,Finland
2021,West Bank and Gaza Strip,10.26,0.0,1.4%,Finland
2021,South Sudan,6.9,0.0,1.0%,Finland
2021,Uganda,6.41,0.0,0.9%,Finland
2021,"Middle East, regional",5.26,0.0,0.7%,Finland
2021,Zambia,4.53,0.0,0.6%,Finland
2021,Yemen,4.5,0.0,0.6%,Finland
2020,"Bilateral, unspecified",224.45,5.42,32.8%,Finland
2020,"Africa, regional",23.34,71.07,13.5%,Finland
2020,Somalia,30.75,0.0,4.4%,Finland
2020,"Asia, regional",3.18,27.57,4.4%,Finland
2020,Afghanistan,29.83,0.0,4.3%,Finland
2020,Myanmar,26.35,2.85,4.2%,Finland
2020,Ethiopia,27.59,0.0,3.9%,Finland
2020,Nepal,21.99,0.0,3.1%,Finland
2020,Mozambique,20.67,0.0,2.9%,Finland
2020,Syrian Arab Republic,17.5,0.0,2.5%,Finland
2020,Tanzania,16.77,0.0,2.4%,Finland
2020,Kenya,12.12,0.67,1.8%,Finland
2020,West Bank and Gaza Strip,10.5,0.0,1.5%,Finland
2020,"South of Sahara, regional",10.37,0.0,1.5%,Finland
2020,Yemen,9.28,0.0,1.3%,Finland
2020,Ukraine,8.05,0.0,1.1%,Finland
2020,Uganda,7.24,0.0,1.0%,Finland
2020,Lebanon,6.77,0.0,1.0%,Finland
2020,South Sudan,6.08,0.0,0.9%,Finland
2020,"Middle East, regional",5.85,0.0,0.8%,Finland
2019,"Bilateral, unspecified",294.95,2.66,44.6%,Finland
2019,"Africa, regional",14.68,21.04,5.3%,Finland
2019,Afghanistan,28.77,0.0,4.3%,Finland
2019,Ethiopia,25.32,0.0,3.8%,Finland
2019,Mozambique,19.29,0.0,2.9%,Finland
2019,Syrian Arab Republic,18.97,0.0,2.8%,Finland
2019,Myanmar,17.42,0.0,2.6%,Finland
2019,Somalia,17.05,0.0,2.6%,Finland
2019,Nepal,14.22,2.07,2.4%,Finland
2019,Tanzania,14.55,0.0,2.2%,Finland
2019,"South of Sahara, regional",14.52,0.0,2.2%,Finland
2019,Sierra Leone,0.43,12.23,1.9%,Finland
2019,Kenya,10.15,0.0,1.5%,Finland
2019,Ukraine,9.84,0.0,1.5%,Finland
2019,Serbia,0.0,9.78,1.5%,Finland
2019,Zambia,2.83,6.63,1.4%,Finland
2019,South Sudan,8.27,0.0,1.2%,Finland
2019,West Bank and Gaza Strip,8.01,0.0,1.2%,Finland
2019,Yemen,7.07,0.0,1.1%,Finland
2019,Viet Nam,6.72,0.0,1.0%,Finland
