Year,Sector,Bilateral ODA for,Share,Donor
2023,Refugees in donor countries,35.26,28.29%,Lithuania
2023,Reconstruction Relief & Rehabilitation,23.66,18.98%,Lithuania
2023,Emergency Response,17.87,14.33%,Lithuania
2023,Education,16.57,13.29%,Lithuania
2023,Health & populations,11.43,9.17%,Lithuania
2023,"Conflict, peace & security",5.92,4.75%,Lithuania
2023,Energy,4.49,3.6%,Lithuania
2023,Government & civil society,3.13,2.51%,Lithuania
2023,Donor administration costs,2.5,2.0%,Lithuania
2023,Other social services,1.27,1.02%,Lithuania
2023,Other multisector,0.89,0.71%,Lithuania
2023,Unspecified,0.57,0.46%,Lithuania
2023,Infrastructure,0.45,0.36%,Lithuania
2023,Debt relief,0.28,0.23%,Lithuania
2023,Environmental protection,0.19,0.15%,Lithuania
2023,Financial services & business support,0.1,0.08%,Lithuania
2023,"Agriculture (incl. forestry, fishing, rural development)",0.07,0.05%,Lithuania
2023,Trade policy,0.01,0.01%,Lithuania
2022,Refugees in donor countries,82.52,52.66%,Lithuania
2022,Emergency Response,48.26,30.8%,Lithuania
2022,Education,7.08,4.52%,Lithuania
2022,Reconstruction Relief & Rehabilitation,7.05,4.5%,Lithuania
2022,Health & populations,2.63,1.68%,Lithuania
2022,Energy,2.36,1.5%,Lithuania
2022,Government & civil society,2.23,1.43%,Lithuania
2022,"Conflict, peace & security",2.01,1.28%,Lithuania
2022,Donor administration costs,1.91,1.22%,Lithuania
2022,"Agriculture (incl. forestry, fishing, rural development)",0.19,0.12%,Lithuania
2022,Other multisector,0.09,0.06%,Lithuania
2022,Environmental protection,0.09,0.06%,Lithuania
2022,Water and sanitation,0.08,0.05%,Lithuania
2022,Infrastructure,0.08,0.05%,Lithuania
2022,Unspecified,0.05,0.03%,Lithuania
2022,Other social services,0.04,0.03%,Lithuania
2022,Tourism,0.01,0.01%,Lithuania
2022,Trade policy,0.01,0.01%,Lithuania
2022,Financial services & business support,0.01,0.01%,Lithuania
2021,Education,6.4,28.74%,Lithuania
2021,Health & populations,4.52,20.31%,Lithuania
2021,Government & civil society,2.38,10.67%,Lithuania
2021,Refugees in donor countries,2.21,9.91%,Lithuania
2021,Emergency Response,1.89,8.49%,Lithuania
2021,Donor administration costs,1.55,6.96%,Lithuania
2021,Energy,1.24,5.58%,Lithuania
2021,"Conflict, peace & security",1.11,4.98%,Lithuania
2021,Unspecified,0.23,1.01%,Lithuania
2021,Other multisector,0.19,0.86%,Lithuania
2021,Environmental protection,0.18,0.8%,Lithuania
2021,Other social services,0.08,0.36%,Lithuania
2021,"Agriculture (incl. forestry, fishing, rural development)",0.06,0.28%,Lithuania
2021,Tourism,0.06,0.27%,Lithuania
2021,Trade policy,0.05,0.24%,Lithuania
2021,Water and sanitation,0.05,0.25%,Lithuania
2021,Infrastructure,0.04,0.16%,Lithuania
2021,Financial services & business support,0.03,0.14%,Lithuania
2020,Education,4.58,30.13%,Lithuania
2020,Emergency Response,2.49,16.41%,Lithuania
2020,Donor administration costs,2.15,14.14%,Lithuania
2020,Government & civil society,1.7,11.22%,Lithuania
2020,Refugees in donor countries,1.53,10.11%,Lithuania
2020,Energy,1.09,7.17%,Lithuania
2020,Unspecified,0.75,4.95%,Lithuania
2020,Health & populations,0.28,1.86%,Lithuania
2020,Other social services,0.12,0.79%,Lithuania
2020,Financial services & business support,0.09,0.62%,Lithuania
2020,Environmental protection,0.08,0.56%,Lithuania
2020,"Conflict, peace & security",0.06,0.38%,Lithuania
2020,"Agriculture (incl. forestry, fishing, rural development)",0.05,0.32%,Lithuania
2020,Infrastructure,0.04,0.29%,Lithuania
2020,"Industry, construction & mining",0.04,0.28%,Lithuania
2020,Other multisector,0.03,0.19%,Lithuania
2020,Reconstruction Relief & Rehabilitation,0.03,0.19%,Lithuania
2020,Tourism,0.03,0.19%,Lithuania
2020,Water and sanitation,0.02,0.1%,Lithuania
2020,Trade policy,0.02,0.1%,Lithuania
2019,Education,4.69,29.48%,Lithuania
2019,Donor administration costs,3.96,24.92%,Lithuania
2019,Emergency Response,1.93,12.12%,Lithuania
2019,Government & civil society,1.66,10.42%,Lithuania
2019,Refugees in donor countries,1.66,10.42%,Lithuania
2019,Energy,0.72,4.52%,Lithuania
2019,Other social services,0.4,2.49%,Lithuania
2019,Unspecified,0.15,0.93%,Lithuania
2019,Other multisector,0.14,0.89%,Lithuania
2019,Health & populations,0.13,0.81%,Lithuania
2019,"Industry, construction & mining",0.09,0.57%,Lithuania
2019,"Agriculture (incl. forestry, fishing, rural development)",0.09,0.56%,Lithuania
2019,Financial services & business support,0.07,0.44%,Lithuania
2019,Infrastructure,0.06,0.4%,Lithuania
2019,Trade policy,0.06,0.36%,Lithuania
2019,Environmental protection,0.06,0.41%,Lithuania
2019,"Conflict, peace & security",0.03,0.18%,Lithuania
2019,Disaster Prevention & Preparedness,0.01,0.07%,Lithuania
2019,Tourism,0.0,0.01%,Lithuania
2019,Water and sanitation,0.0,0.01%,Lithuania
