"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","EC - Development Share of Budget","98","1442.4%","european commission development share of budget","Italy"
"2019","EC - Development Share of Budget","96","1253.7%","european commission development share of budget","Italy"
"2020","EC - Development Share of Budget","97.2","1282.5%","european commission development share of budget","Italy"
"2021","EC - Development Share of Budget","102.9","1158%","european commission development share of budget","Italy"
"2022","EC - Development Share of Budget","133.6","1145.7%","european commission development share of budget","Italy"
"2018","IDA","25.1","369.1%","international development association","Italy"
"2019","IDA","25.5","332.8%","international development association","Italy"
"2020","IDA","19.1","252.4%","international development association","Italy"
"2021","IDA","16.2","182.7%","international development association","Italy"
"2022","IDA","19.8","169.4%","international development association","Italy"
"2018","UNRWA","4.9","72.8%","united nations relief and works agency for palestine refugees in the near east","Italy"
"2019","UNRWA","4.7","61.9%","united nations relief and works agency for palestine refugees in the near east","Italy"
"2020","UNRWA","4.8","63.3%","united nations relief and works agency for palestine refugees in the near east","Italy"
"2021","UNRWA","4.8","53.8%","united nations relief and works agency for palestine refugees in the near east","Italy"
"2022","UNRWA","4.8","41.4%","united nations relief and works agency for palestine refugees in the near east","Italy"
"2018","IBRD","0","0.2%","international bank for reconstruction and development","Italy"
"2019","IBRD","0","0.1%","international bank for reconstruction and development","Italy"
"2020","IBRD","2.1","27.6%","international bank for reconstruction and development","Italy"
"2021","IBRD","1.7","19.6%","international bank for reconstruction and development","Italy"
"2022","IBRD","1.5","13%","international bank for reconstruction and development","Italy"
"2018","African Development Fund","7.8","114.9%","african development fund","Italy"
"2019","African Development Fund","7.4","97.2%","african development fund","Italy"
"2020","African Development Fund","3.9","52%","african development fund","Italy"
"2021","African Development Fund","1.2","13.5%","african development fund","Italy"
"2022","African Development Fund","0.9","7.9%","african development fund","Italy"
"2018","UNICEF","0.5","6.7%","united nations childrenâ€™s fund","Italy"
"2019","UNICEF","0.4","5.8%","united nations childrenâ€™s fund","Italy"
"2020","UNICEF","0.5","6.2%","united nations childrenâ€™s fund","Italy"
"2021","UNICEF","0.5","5.8%","united nations childrenâ€™s fund","Italy"
"2022","UNICEF","0.5","4.7%","united nations childrenâ€™s fund","Italy"
"2018","AfDB","0.3","4.3%","african development bank","Italy"
"2019","AfDB","NA","NA%","african development bank","Italy"
"2020","AfDB","0.3","3.5%","african development bank","Italy"
"2021","AfDB","0.1","0.7%","african development bank","Italy"
"2022","AfDB","0.1","1%","african development bank","Italy"
"2018","UNIDO","NA","NA%","united nations industrial development organisation","Italy"
"2019","UNIDO","NA","NA%","united nations industrial development organisation","Italy"
"2020","UNIDO","0.2","2.2%","united nations industrial development organisation","Italy"
"2021","UNIDO","0.1","1.3%","united nations industrial development organisation","Italy"
"2022","UNIDO","0.1","1%","united nations industrial development organisation","Italy"
"2018","IDB, IIC and MIF","0.2","3.4%","inter american development bank inter american investment corporation and multilateral investment fund","Italy"
"2019","IDB, IIC and MIF","0.3","3.5%","inter american development bank inter american investment corporation and multilateral investment fund","Italy"
"2020","IDB, IIC and MIF","0.1","0.9%","inter american development bank inter american investment corporation and multilateral investment fund","Italy"
"2021","IDB, IIC and MIF","0","0.2%","inter american development bank inter american investment corporation and multilateral investment fund","Italy"
"2022","IDB, IIC and MIF","0","0.1%","inter american development bank inter american investment corporation and multilateral investment fund","Italy"
"2018","UNDP","0","0%","united nations development programme","Italy"
"2019","UNDP","0","0%","united nations development programme","Italy"
"2020","UNDP","0","0%","united nations development programme","Italy"
"2021","UNDP","0","0%","united nations development programme","Italy"
"2022","UNDP","0","0.1%","united nations development programme","Italy"
"2018","FAO","NA","NA%","food and agricultural organisation","Italy"
"2019","FAO","0","0.4%","food and agricultural organisation","Italy"
"2020","FAO","0","0.4%","food and agricultural organisation","Italy"
"2021","FAO","0","0.3%","food and agricultural organisation","Italy"
"2022","FAO","0","0.1%","food and agricultural organisation","Italy"
"2018","Adaptation Fund","NA","NA%","adaptation fund","Italy"
"2019","Adaptation Fund","NA","NA%","adaptation fund","Italy"
