year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,COVID-19 control,88.93,24.9%,Australia
2023,Health policy and administrative management,73.19,20.5%,Australia
2023,Infectious disease control,59.34,16.6%,Australia
2023,Medical services,24.02,6.7%,Australia
2023,Medical research,16.72,4.7%,Australia
2023,Basic health care,16.53,4.6%,Australia
2023,Basic health infrastructure,14.57,4.1%,Australia
2023,Health education,12.79,3.6%,Australia
2023,Family planning,12.65,3.5%,Australia
2023,Reproductive health care,8.77,2.5%,Australia
2023,Tuberculosis control,6.48,1.8%,Australia
2023,Basic nutrition,4.81,1.3%,Australia
2023,Malaria control,4.35,1.2%,Australia
2023,"NCDs control, general",3.98,1.1%,Australia
2023,STD control including HIV/AIDS,2.9,0.8%,Australia
2023,Health personnel development,2.44,0.7%,Australia
2023,Promotion of mental health and well-being,1.69,0.5%,Australia
2023,Tobacco use control,1.35,0.4%,Australia
2023,Medical education/training,0.74,0.2%,Australia
2023,Personnel development for population and reproductive health,0.39,0.1%,Australia
2023,Population policy and administrative management,0.15,0.0%,Australia
2023,Other prevention and treatment of NCDs,0.08,0.0%,Australia
2022,Health policy and administrative management,110.82,23.5%,Australia
2022,COVID-19 control,98.55,20.9%,Australia
2022,Infectious disease control,53.92,11.4%,Australia
2022,Basic health infrastructure,39.11,8.3%,Australia
2022,Malaria control,33.72,7.2%,Australia
2022,Tuberculosis control,32.35,6.9%,Australia
2022,STD control including HIV/AIDS,31.17,6.6%,Australia
2022,Basic health care,25.81,5.5%,Australia
2022,Family planning,10.8,2.3%,Australia
2022,Health education,10.34,2.2%,Australia
2022,Reproductive health care,7.1,1.5%,Australia
2022,Basic nutrition,4.37,0.9%,Australia
2022,Medical services,2.72,0.6%,Australia
2022,Medical education/training,1.9,0.4%,Australia
2022,"NCDs control, general",1.74,0.4%,Australia
2022,Health personnel development,1.62,0.3%,Australia
2022,Other prevention and treatment of NCDs,1.6,0.3%,Australia
2022,Population policy and administrative management,1.27,0.3%,Australia
2022,Personnel development for population and reproductive health,1.26,0.3%,Australia
2022,Promotion of mental health and well-being,0.59,0.1%,Australia
2022,Medical research,0.33,0.1%,Australia
2022,Control of harmful use of alcohol and drugs,0.05,0.0%,Australia
2021,COVID-19 control,355.74,46.8%,Australia
2021,Health policy and administrative management,97.43,12.8%,Australia
2021,Infectious disease control,55.92,7.4%,Australia
2021,STD control including HIV/AIDS,37.74,5.0%,Australia
2021,Basic health infrastructure,36.57,4.8%,Australia
2021,Basic health care,34.63,4.6%,Australia
2021,Malaria control,33.4,4.4%,Australia
2021,Tuberculosis control,28.4,3.7%,Australia
2021,Reproductive health care,27.81,3.7%,Australia
2021,Family planning,24.25,3.2%,Australia
2021,Health education,9.18,1.2%,Australia
2021,Medical services,8.11,1.1%,Australia
2021,Basic nutrition,3.35,0.4%,Australia
2021,"NCDs control, general",2.02,0.3%,Australia
2021,Personnel development for population and reproductive health,1.8,0.2%,Australia
2021,Medical education/training,1.26,0.2%,Australia
2021,Health personnel development,1.24,0.2%,Australia
2021,Population policy and administrative management,0.58,0.1%,Australia
2021,Promotion of mental health and well-being,0.35,0.0%,Australia
2021,Other prevention and treatment of NCDs,0.29,0.0%,Australia
2021,Medical research,0.28,0.0%,Australia
2021,Control of harmful use of alcohol and drugs,0.11,0.0%,Australia
2020,COVID-19 control,190.21,45.7%,Australia
2020,Health policy and administrative management,58.15,14.0%,Australia
2020,Basic health infrastructure,36.82,8.8%,Australia
2020,Infectious disease control,35.9,8.6%,Australia
2020,Basic health care,27.63,6.6%,Australia
2020,Malaria control,13.54,3.3%,Australia
2020,Tuberculosis control,12.82,3.1%,Australia
2020,Reproductive health care,8.98,2.2%,Australia
2020,Family planning,8.88,2.1%,Australia
2020,Medical research,6.17,1.5%,Australia
2020,STD control including HIV/AIDS,3.97,1.0%,Australia
2020,Basic nutrition,3.69,0.9%,Australia
2020,Medical services,3.25,0.8%,Australia
2020,Population policy and administrative management,2.25,0.5%,Australia
2020,Personnel development for population and reproductive health,1.5,0.4%,Australia
2020,Health personnel development,1.34,0.3%,Australia
2020,Health education,0.85,0.2%,Australia
2020,Medical education/training,0.32,0.1%,Australia
2020,"NCDs control, general",0.1,0.0%,Australia
2019,Basic health infrastructure,55.38,22.9%,Australia
2019,Health policy and administrative management,41.75,17.3%,Australia
2019,Infectious disease control,32.78,13.5%,Australia
2019,Basic health care,24.46,10.1%,Australia
2019,Tuberculosis control,19.83,8.2%,Australia
2019,Malaria control,16.68,6.9%,Australia
2019,Reproductive health care,10.16,4.2%,Australia
2019,Family planning,8.92,3.7%,Australia
2019,STD control including HIV/AIDS,7.17,3.0%,Australia
2019,Medical services,7.05,2.9%,Australia
2019,Basic nutrition,4.53,1.9%,Australia
2019,Health education,4.06,1.7%,Australia
2019,Population policy and administrative management,3.23,1.3%,Australia
2019,Health personnel development,2.07,0.9%,Australia
2019,Personnel development for population and reproductive health,1.65,0.7%,Australia
2019,Medical research,1.59,0.7%,Australia
2019,Medical education/training,0.66,0.3%,Australia
