Year,Multi_short,ODA,Share,Full Name,Donor
2019,ADB,0.06,0.0%,asian development bank,Finland
2020,ADB,0.17,0.0%,asian development bank,Finland
2019,ADF,0.3,1.0%,african development fund,Finland
2020,ADF,0.56,1.0%,african development fund,Finland
2021,ADF,2.18,2.0%,african development fund,Finland
2022,ADF,0.65,1.0%,african development fund,Finland
2023,ADF,1.7,2.0%,african development fund,Finland
2020,AIIB,1.79,2.0%,asian infrastructure investment bank,Finland
2021,AfDB,0.0,0.0%,african development bank,Finland
2022,AfDB,0.01,0.0%,african development bank,Finland
2023,AfDB,0.02,0.0%,african development bank,Finland
2019,EC-DSB,4.86,9.0%,european commission development share of budget,Finland
2020,EC-DSB,5.31,6.0%,european commission development share of budget,Finland
2021,EC-DSB,12.13,14.000000000000002%,european commission development share of budget,Finland
2022,EC-DSB,19.33,19.0%,european commission development share of budget,Finland
2023,EC-DSB,20.54,20.0%,european commission development share of budget,Finland
2019,EC-EDF,6.47,12.0%,european commission european development fund,Finland
2020,EC-EDF,5.96,6.0%,european commission european development fund,Finland
2021,EC-EDF,3.96,4.0%,european commission european development fund,Finland
2022,EC-EDF,1.44,1.0%,european commission european development fund,Finland
2023,EC-EDF,0.34,0.0%,european commission european development fund,Finland
2019,FAO,0.18,0.0%,food and agricultural organisation,Finland
2020,FAO,0.09,0.0%,food and agricultural organisation,Finland
2021,FAO,0.08,0.0%,food and agricultural organisation,Finland
2022,FAO,0.07,0.0%,food and agricultural organisation,Finland
2023,FAO,0.09,0.0%,food and agricultural organisation,Finland
2020,GAVI,2.85,3.0%,global alliance for vaccines and immunization,Finland
2022,GCF,0.0,0.0%,green climate fund,Finland
2023,GCF,0.01,0.0%,green climate fund,Finland
2019,GEF-TF,0.0,0.0%,global environment facility trust fund,Finland
2020,GEF-TF,0.04,0.0%,global environment facility trust fund,Finland
2021,GEF-TF,0.2,0.0%,global environment facility trust fund,Finland
2022,GEF-TF,0.2,0.0%,global environment facility trust fund,Finland
2023,GEF-TF,0.19,0.0%,global environment facility trust fund,Finland
2020,IBRD,0.68,1.0%,international bank for reconstruction and development,Finland
2021,IBRD,0.91,1.0%,international bank for reconstruction and development,Finland
2022,IBRD,1.3,1.0%,international bank for reconstruction and development,Finland
2023,IBRD,1.16,1.0%,international bank for reconstruction and development,Finland
2019,IDA,6.11,11.0%,international development association,Finland
2020,IDA,5.88,6.0%,international development association,Finland
2021,IDA,6.55,7.000000000000001%,international development association,Finland
2022,IDA,8.44,8.0%,international development association,Finland
2023,IDA,15.84,16.0%,international development association,Finland
2022,IFC,0.01,0.0%,international finance corporation,Finland
2023,IFC,0.01,0.0%,international finance corporation,Finland
2019,UN,0.0,0.0%,united nations,Finland
2020,UN,0.0,0.0%,united nations,Finland
2021,UN,0.01,0.0%,united nations,Finland
2022,UN,0.02,0.0%,united nations,Finland
2023,UN,0.03,0.0%,united nations,Finland
2019,UNDP,0.02,0.0%,united nations development programme,Finland
2020,UNDP,0.06,0.0%,united nations development programme,Finland
2021,UNDP,0.09,0.0%,united nations development programme,Finland
2022,UNDP,0.09,0.0%,united nations development programme,Finland
2023,UNDP,0.08,0.0%,united nations development programme,Finland
2019,UNFPA,9.1,16.0%,united nations population fund,Finland
2020,UNFPA,11.96,13.0%,united nations population fund,Finland
2021,UNFPA,11.32,13.0%,united nations population fund,Finland
2022,UNFPA,17.44,17.0%,united nations population fund,Finland
2023,UNFPA,19.86,20.0%,united nations population fund,Finland
2019,UNRWA,0.96,2.0%,united nations relief and works agency for palestine refugees in the near east,Finland
2020,UNRWA,1.62,2.0%,united nations relief and works agency for palestine refugees in the near east,Finland
2021,UNRWA,1.42,2.0%,united nations relief and works agency for palestine refugees in the near east,Finland
2022,UNRWA,1.23,1.0%,united nations relief and works agency for palestine refugees in the near east,Finland
2023,UNRWA,0.78,1.0%,united nations relief and works agency for palestine refugees in the near east,Finland
2019,WFP,0.26,0.0%,world food programme,Finland
2020,WFP,0.21,0.0%,world food programme,Finland
2021,WFP,0.17,0.0%,world food programme,Finland
2022,WFP,0.2,0.0%,world food programme,Finland
2023,WFP,0.19,0.0%,world food programme,Finland
2019,WHO-AC,1.55,3.0%,world health organisation assessed contributions,Finland
2020,WHO-AC,6.49,7.000000000000001%,world health organisation assessed contributions,Finland
2021,WHO-AC,1.23,1.0%,world health organisation assessed contributions,Finland
2022,WHO-AC,1.17,1.0%,world health organisation assessed contributions,Finland
2023,WHO-AC,1.17,1.0%,world health organisation assessed contributions,Finland
2019,WHO-CVCA,1.54,3.0%,world health organisation core voluntary contributions account,Finland
2020,WHO-CVCA,6.3,7.000000000000001%,world health organisation core voluntary contributions account,Finland
2021,WHO-CVCA,2.21,2.0%,world health organisation core voluntary contributions account,Finland
2022,WHO-CVCA,1.99,2.0%,world health organisation core voluntary contributions account,Finland
2023,WHO-CVCA,1.14,1.0%,world health organisation core voluntary contributions account,Finland
2019,,1.36,2.0%,united nations children’s fund,Finland
2020,,1.35,1.0%,united nations children’s fund,Finland
2021,,1.37,2.0%,united nations children’s fund,Finland
2022,,1.21,1.0%,united nations children’s fund,Finland
2023,,1.05,1.0%,united nations children’s fund,Finland
