"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","EC - Development Share of Budget","14.1","207.1%","european commission development share of budget","Ireland"
"2019","EC - Development Share of Budget","13.7","178.7%","european commission development share of budget","Ireland"
"2020","EC - Development Share of Budget","14.8","194.7%","european commission development share of budget","Ireland"
"2021","EC - Development Share of Budget","16.8","189.2%","european commission development share of budget","Ireland"
"2022","EC - Development Share of Budget","23","197.6%","european commission development share of budget","Ireland"
"2018","IDA","2.3","34.4%","international development association","Ireland"
"2019","IDA","2.3","30.1%","international development association","Ireland"
"2020","IDA","2.4","31.4%","international development association","Ireland"
"2021","IDA","2","23.1%","international development association","Ireland"
"2022","IDA","2.4","20.2%","international development association","Ireland"
"2018","UNICEF","0.6","8.3%","united nations childrenâ€™s fund","Ireland"
"2019","UNICEF","0.5","6.8%","united nations childrenâ€™s fund","Ireland"
"2020","UNICEF","0.6","8.4%","united nations childrenâ€™s fund","Ireland"
"2021","UNICEF","0.7","7.9%","united nations childrenâ€™s fund","Ireland"
"2022","UNICEF","0.6","4.9%","united nations childrenâ€™s fund","Ireland"
"2018","IBRD","0","0.3%","international bank for reconstruction and development","Ireland"
"2019","IBRD","0.3","4.2%","international bank for reconstruction and development","Ireland"
"2020","IBRD","0.2","3%","international bank for reconstruction and development","Ireland"
"2021","IBRD","0.2","2.1%","international bank for reconstruction and development","Ireland"
"2022","IBRD","0.2","1.7%","international bank for reconstruction and development","Ireland"
"2018","African Development Fund","NA","NA%","african development fund","Ireland"
"2019","African Development Fund","NA","NA%","african development fund","Ireland"
"2020","African Development Fund","0.3","4.2%","african development fund","Ireland"
"2021","African Development Fund","0.2","1.9%","african development fund","Ireland"
"2022","African Development Fund","0.1","0.9%","african development fund","Ireland"
"2018","AfDB","NA","NA%","african development bank","Ireland"
"2019","AfDB","NA","NA%","african development bank","Ireland"
"2020","AfDB","0.1","1%","african development bank","Ireland"
"2021","AfDB","0","0.4%","african development bank","Ireland"
"2022","AfDB","0.1","0.6%","african development bank","Ireland"
"2018","EIB","0","0.1%","european investment bank","Ireland"
"2019","EIB","0","0.1%","european investment bank","Ireland"
"2020","EIB","0","0.1%","european investment bank","Ireland"
"2021","EIB","0","0.1%","european investment bank","Ireland"
"2022","EIB","0","0.2%","european investment bank","Ireland"
"2018","UNDP","0","0%","united nations development programme","Ireland"
"2019","UNDP","0","0%","united nations development programme","Ireland"
"2020","UNDP","0","0%","united nations development programme","Ireland"
"2021","UNDP","0","0%","united nations development programme","Ireland"
"2022","UNDP","0","0.2%","united nations development programme","Ireland"
"2018","UNIDO","NA","NA%","united nations industrial development organisation","Ireland"
"2019","UNIDO","NA","NA%","united nations industrial development organisation","Ireland"
"2020","UNIDO","0","0.2%","united nations industrial development organisation","Ireland"
"2021","UNIDO","0","0.1%","united nations industrial development organisation","Ireland"
"2022","UNIDO","0","0.1%","united nations industrial development organisation","Ireland"
"2018","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","Ireland"
"2019","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","Ireland"
"2020","WTO - international trade centre","0","0.1%","world trade organisation international trade centre","Ireland"
"2021","WTO - international trade centre","0","0.1%","world trade organisation international trade centre","Ireland"
"2022","WTO - international trade centre","0","0%","world trade organisation international trade centre","Ireland"
"2018","Adaptation Fund","NA","NA%","adaptation fund","Ireland"
"2019","Adaptation Fund","NA","NA%","adaptation fund","Ireland"
"2020","Adaptation Fund","NA","NA%","adaptation fund","Ireland"
"2021","Adaptation Fund","0","0%","adaptation fund","Ireland"
"2022","Adaptation Fund","0","0%","adaptation fund","Ireland"
"2018","FAO","NA","NA%","food and agricultural organisation","Ireland"
"2019","FAO","0","0%","food and agricultural organisation","Ireland"
"2020","FAO","0","0%","food and agricultural organisation","Ireland"
"2021","FAO","0","0%","food and agricultural organisation","Ireland"
"2022","FAO","0","0%","food and agricultural organisation","Ireland"
"2018","CEB","NA","NA%","council of europe development bank","Ireland"
"2019","CEB","0","0%","council of europe development bank","Ireland"
"2020","CEB","0","0%","council of europe development bank","Ireland"
"2021","CEB","0","0%","council of europe development bank","Ireland"
"2022","CEB","0","0%","council of europe development bank","Ireland"
"2018","ADB","NA","NA%","asian development bank","Ireland"
"2019","ADB","0","0.5%","asian development bank","Ireland"
"2020","ADB","0","0.6%","asian development bank","Ireland"
"2021","ADB","NA","NA%","asian development bank","Ireland"
"2022","ADB","NA","NA%","asian development bank","Ireland"
"2018","UNRWA","4.5","66.9%","united nations relief and works agency for palestine refugees in the near east","Ireland"
"2019","UNRWA","4.1","53.4%","united nations relief and works agency for palestine refugees in the near east","Ireland"
"2020","UNRWA","4.9","65.1%","united nations relief and works agency for palestine refugees in the near east","Ireland"
"2021","UNRWA","NA","NA%","united nations relief and works agency for palestine refugees in the near east","Ireland"
"2022","UNRWA","NA","NA%","united nations relief and works agency for palestine refugees in the near east","Ireland"
"2018","WFP","0.9","13.9%","world food programme","Ireland"
"2019","WFP","0.5","6.8%","world food programme","Ireland"
"2020","WFP","NA","NA%","world food programme","Ireland"
"2021","WFP","NA","NA%","world food programme","Ireland"
"2022","WFP","NA","NA%","world food programme","Ireland"
"2018",NA,"NA","NA%","international labour organisation regular budget supplementary account","Ireland"
"2019",NA,"NA","NA%","international labour organisation regular budget supplementary account","Ireland"
"2020",NA,"NA","NA%","international labour organisation regular budget supplementary account","Ireland"
"2021",NA,"NA","NA%","international labour organisation regular budget supplementary account","Ireland"
"2022",NA,"NA","NA%","international labour organisation regular budget supplementary account","Ireland"
"2018","IFC","NA","NA%","international finance corporation","Ireland"
"2019","IFC","NA","NA%","international finance corporation","Ireland"
"2020","IFC","0","0%","international finance corporation","Ireland"
"2021","IFC","0","0%","international finance corporation","Ireland"
"2022","IFC","NA","NA%","international finance corporation","Ireland"
