"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","EC - Development Share of Budget","41.7","862.1%","european commission development share of budget","Netherlands"
"2019","EC - Development Share of Budget","36.6","762.1%","european commission development share of budget","Netherlands"
"2020","EC - Development Share of Budget","31.8","707.7%","european commission development share of budget","Netherlands"
"2021","EC - Development Share of Budget","33.6","728.1%","european commission development share of budget","Netherlands"
"2022","EC - Development Share of Budget","72.1","934.4%","european commission development share of budget","Netherlands"
"2018","IDA","66.3","1371.4%","international development association","Netherlands"
"2019","IDA","55.7","1159.4%","international development association","Netherlands"
"2020","IDA","28.3","629.4%","international development association","Netherlands"
"2021","IDA","6.3","136.6%","international development association","Netherlands"
"2022","IDA","31.3","404.8%","international development association","Netherlands"
"2018","GCF","1.5","30.4%","green climate fund","Netherlands"
"2019","GCF","5.6","117.3%","green climate fund","Netherlands"
"2020","GCF","22.7","503.4%","green climate fund","Netherlands"
"2021","GCF","14.4","313.5%","green climate fund","Netherlands"
"2022","GCF","15.5","200.2%","green climate fund","Netherlands"
"2018","AfDB","3","62.2%","african development bank","Netherlands"
"2019","AfDB","5.6","117.4%","african development bank","Netherlands"
"2020","AfDB","9.6","213.6%","african development bank","Netherlands"
"2021","AfDB","7.5","162.4%","african development bank","Netherlands"
"2022","AfDB","5.3","68.5%","african development bank","Netherlands"
"2018","GEF Fund","3.4","69.8%","global environment facility trust fund","Netherlands"
"2019","GEF Fund","0.8","17.6%","global environment facility trust fund","Netherlands"
"2020","GEF Fund","0.9","19.4%","global environment facility trust fund","Netherlands"
"2021","GEF Fund","1.6","33.9%","global environment facility trust fund","Netherlands"
"2022","GEF Fund","3.6","46.8%","global environment facility trust fund","Netherlands"
"2018","FAO","2.8","57.7%","food and agricultural organisation","Netherlands"
"2019","FAO","3.1","65.5%","food and agricultural organisation","Netherlands"
"2020","FAO","3.1","68.7%","food and agricultural organisation","Netherlands"
"2021","FAO","3.1","67.2%","food and agricultural organisation","Netherlands"
"2022","FAO","3.5","45%","food and agricultural organisation","Netherlands"
"2018","African Development Fund","NA","NA%","african development fund","Netherlands"
"2019","African Development Fund","NA","NA%","african development fund","Netherlands"
"2020","African Development Fund","NA","NA%","african development fund","Netherlands"
"2021","African Development Fund","0.8","17.7%","african development fund","Netherlands"
"2022","African Development Fund","3.1","39.7%","african development fund","Netherlands"
"2018","SDG Fund","NA","NA%","joint sustainable development goals fund","Netherlands"
"2019","SDG Fund","NA","NA%","joint sustainable development goals fund","Netherlands"
"2020","SDG Fund","NA","NA%","joint sustainable development goals fund","Netherlands"
"2021","SDG Fund","NA","NA%","joint sustainable development goals fund","Netherlands"
"2022","SDG Fund","0.6","8.3%","joint sustainable development goals fund","Netherlands"
"2018","UNDP","0.1","1.2%","united nations development programme","Netherlands"
"2019","UNDP","0.3","6.1%","united nations development programme","Netherlands"
"2020","UNDP","0.2","4%","united nations development programme","Netherlands"
"2021","UNDP","0.2","4.3%","united nations development programme","Netherlands"
"2022","UNDP","0.2","2.6%","united nations development programme","Netherlands"
"2018","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","Netherlands"
"2019","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","Netherlands"
"2020","WHO - assessed contributions","0","0.8%","world health organisation assessed contributions","Netherlands"
"2021","WHO - assessed contributions","0.1","2.9%","world health organisation assessed contributions","Netherlands"
"2022","WHO - assessed contributions","0.1","1.6%","world health organisation assessed contributions","Netherlands"
"2018","UNICEF","0","0.1%","united nations childrenâ€™s fund","Netherlands"
"2019","UNICEF","0","0.2%","united nations childrenâ€™s fund","Netherlands"
"2020","UNICEF","0","0.3%","united nations childrenâ€™s fund","Netherlands"
"2021","UNICEF","0","0.3%","united nations childrenâ€™s fund","Netherlands"
"2022","UNICEF","0.1","0.7%","united nations childrenâ€™s fund","Netherlands"
"2018","UN","NA","NA%","united nations","Netherlands"
"2019","UN","NA","NA%","united nations","Netherlands"
"2020","UN","NA","NA%","united nations","Netherlands"
"2021","UN","NA","NA%","united nations","Netherlands"
"2022","UN","0","0.3%","united nations","Netherlands"
"2018","WHO - strategic preparedness and response plan","NA","NA%","world health organisation strategic preparedness and response plan","Netherlands"
"2019","WHO - strategic preparedness and response plan","NA","NA%","world health organisation strategic preparedness and response plan","Netherlands"
"2020","WHO - strategic preparedness and response plan","NA","NA%","world health organisation strategic preparedness and response plan","Netherlands"
"2021","WHO - strategic preparedness and response plan","NA","NA%","world health organisation strategic preparedness and response plan","Netherlands"
"2022","WHO - strategic preparedness and response plan","0","0.2%","world health organisation strategic preparedness and response plan","Netherlands"
"2018","UNIDO","NA","NA%","united nations industrial development organisation","Netherlands"
"2019","UNIDO","NA","NA%","united nations industrial development organisation","Netherlands"
"2020","UNIDO","0","0%","united nations industrial development organisation","Netherlands"
"2021","UNIDO","0","0.2%","united nations industrial development organisation","Netherlands"
"2022","UNIDO","0","0.1%","united nations industrial development organisation","Netherlands"
"2018","ADB","0.1","2.4%","asian development bank","Netherlands"
"2019","ADB","0.1","2.9%","asian development bank","Netherlands"
"2020","ADB","0.2","3.8%","asian development bank","Netherlands"
"2021","ADB","0.3","7.1%","asian development bank","Netherlands"
"2022","ADB","NA","NA%","asian development bank","Netherlands"
"2018","WFP","0","0.4%","world food programme","Netherlands"
"2019","WFP","0","0.5%","world food programme","Netherlands"
"2020","WFP","NA","NA%","world food programme","Netherlands"
"2021","WFP","NA","NA%","world food programme","Netherlands"
"2022","WFP","NA","NA%","world food programme","Netherlands"
"2018",NA,"0.2","3.4%","asian infrastructure investment bank","Netherlands"
"2019",NA,"0.3","6.2%","asian infrastructure investment bank","Netherlands"
"2020",NA,"NA","NA%","asian infrastructure investment bank","Netherlands"
"2021",NA,"NA","NA%","asian infrastructure investment bank","Netherlands"
"2022",NA,"NA","NA%","asian infrastructure investment bank","Netherlands"
"2018","GEF-Least Developed Countries Fund","1.1","22%","global environment facility least developed countries fund","Netherlands"
"2019","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","Netherlands"
"2020","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","Netherlands"
"2021","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","Netherlands"
"2022","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","Netherlands"
