"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","EC - Development Share of Budget","18.5","382%","european commission development share of budget","Ireland"
"2019","EC - Development Share of Budget","16.9","351.9%","european commission development share of budget","Ireland"
"2020","EC - Development Share of Budget","16.9","375.1%","european commission development share of budget","Ireland"
"2021","EC - Development Share of Budget","21.1","458.5%","european commission development share of budget","Ireland"
"2022","EC - Development Share of Budget","27.1","351.2%","european commission development share of budget","Ireland"
"2018","CGIAR Fund","NA","NA%","cgiar fund","Ireland"
"2019","CGIAR Fund","NA","NA%","cgiar fund","Ireland"
"2020","CGIAR Fund","NA","NA%","cgiar fund","Ireland"
"2021","CGIAR Fund","NA","NA%","cgiar fund","Ireland"
"2022","CGIAR Fund","5.2","67.4%","cgiar fund","Ireland"
"2018","Adaptation Fund","NA","NA%","adaptation fund","Ireland"
"2019","Adaptation Fund","0.2","3.9%","adaptation fund","Ireland"
"2020","Adaptation Fund","0.2","4.6%","adaptation fund","Ireland"
"2021","Adaptation Fund","3.3","71.1%","adaptation fund","Ireland"
"2022","Adaptation Fund","3.5","45.7%","adaptation fund","Ireland"
"2018","IDA","4.3","88.7%","international development association","Ireland"
"2019","IDA","4.3","90.2%","international development association","Ireland"
"2020","IDA","4.4","97.2%","international development association","Ireland"
"2021","IDA","3.5","76.2%","international development association","Ireland"
"2022","IDA","3.4","43.5%","international development association","Ireland"
"2018","GCF","0.2","4.7%","green climate fund","Ireland"
"2019","GCF","0.3","7%","green climate fund","Ireland"
"2020","GCF","1.7","38.1%","green climate fund","Ireland"
"2021","GCF","1.9","41.8%","green climate fund","Ireland"
"2022","GCF","2.1","26.6%","green climate fund","Ireland"
"2018","IFC","NA","NA%","international finance corporation","Ireland"
"2019","IFC","NA","NA%","international finance corporation","Ireland"
"2020","IFC","0","0%","international finance corporation","Ireland"
"2021","IFC","0","0%","international finance corporation","Ireland"
"2022","IFC","1.4","18%","international finance corporation","Ireland"
"2018","AfDB","NA","NA%","african development bank","Ireland"
"2019","AfDB","NA","NA%","african development bank","Ireland"
"2020","AfDB","0.5","11.3%","african development bank","Ireland"
"2021","AfDB","1.1","24.3%","african development bank","Ireland"
"2022","AfDB","1.4","17.9%","african development bank","Ireland"
"2018","African Development Fund","NA","NA%","african development fund","Ireland"
"2019","African Development Fund","NA","NA%","african development fund","Ireland"
"2020","African Development Fund","1.2","25.8%","african development fund","Ireland"
"2021","African Development Fund","1.1","23.5%","african development fund","Ireland"
"2022","African Development Fund","1","12.5%","african development fund","Ireland"
"2018","FAO","0.7","15.2%","food and agricultural organisation","Ireland"
"2019","FAO","0.9","18.8%","food and agricultural organisation","Ireland"
"2020","FAO","1.1","23.7%","food and agricultural organisation","Ireland"
"2021","FAO","1.2","25.8%","food and agricultural organisation","Ireland"
"2022","FAO","0.9","12.1%","food and agricultural organisation","Ireland"
"2018","IBRD","0","0.6%","international bank for reconstruction and development","Ireland"
"2019","IBRD","0.4","9.1%","international bank for reconstruction and development","Ireland"
"2020","IBRD","0.4","8.3%","international bank for reconstruction and development","Ireland"
"2021","IBRD","0.4","8.2%","international bank for reconstruction and development","Ireland"
"2022","IBRD","0.4","5.7%","international bank for reconstruction and development","Ireland"
"2018","GEF Fund","0.1","2.5%","global environment facility trust fund","Ireland"
"2019","GEF Fund","0.1","1.2%","global environment facility trust fund","Ireland"
"2020","GEF Fund","0.1","1.3%","global environment facility trust fund","Ireland"
"2021","GEF Fund","0.1","2.9%","global environment facility trust fund","Ireland"
"2022","GEF Fund","0.3","3.8%","global environment facility trust fund","Ireland"
"2018","EIB","0.1","1.7%","european investment bank","Ireland"
"2019","EIB","0.1","2.3%","european investment bank","Ireland"
"2020","EIB","0.1","2.8%","european investment bank","Ireland"
"2021","EIB","0.1","2.7%","european investment bank","Ireland"
