"Year","Sector","Bilateral ODA for","Share","Donor"
2018,"Education policy and administrative management",1.375055,"2%","New Zealand"
2019,"Education policy and administrative management",2.732508,"4%","New Zealand"
2020,"Education policy and administrative management",4.054035,"5%","New Zealand"
2021,"Education policy and administrative management",7.632422,"12%","New Zealand"
2022,"Education policy and administrative management",8.123032,"22%","New Zealand"
2018,"Education facilities and training",0.418753,"1%","New Zealand"
2020,"Education facilities and training",0.012929,"0%","New Zealand"
2021,"Education facilities and training",4.357457,"7%","New Zealand"
2022,"Education facilities and training",1.167388,"3%","New Zealand"
2022,"Teacher training",0.718481,"2%","New Zealand"
2018,"Educational research",1.638192,"2%","New Zealand"
2019,"Educational research",1.342905,"2%","New Zealand"
2020,"Educational research",1.091474,"1%","New Zealand"
2021,"Educational research",1.224505,"2%","New Zealand"
2022,"Educational research",0.009444,"0%","New Zealand"
2018,"Primary education",6.83223,"9%","New Zealand"
2019,"Primary education",6.628033,"8%","New Zealand"
2020,"Primary education",5.802557,"8%","New Zealand"
2021,"Primary education",0.517179,"1%","New Zealand"
2022,"Primary education",0.06971,"0%","New Zealand"
2018,"Basic life skills for adults",0.529019,"1%","New Zealand"
2019,"Basic life skills for adults",0.785596,"1%","New Zealand"
2020,"Basic life skills for adults",0.666119,"1%","New Zealand"
2021,"Basic life skills for adults",0.259059,"0%","New Zealand"
2022,"Basic life skills for adults",0.499474,"1%","New Zealand"
2019,"Basic life skills for youth",0.102612,"0%","New Zealand"
2020,"Basic life skills for youth",0.459176,"1%","New Zealand"
2021,"Basic life skills for youth",0.553676,"1%","New Zealand"
2022,"Basic life skills for youth",0.677338,"2%","New Zealand"
2018,"Early childhood education",5.977242,"8%","New Zealand"
2019,"Early childhood education",5.460885,"7%","New Zealand"
2020,"Early childhood education",3.314843,"4%","New Zealand"
2021,"Early childhood education",4.207965,"7%","New Zealand"
2022,"Early childhood education",3.600351,"10%","New Zealand"
2018,"Upper Secondary Education (modified and includes data from 11322)",0.383665,"0%","New Zealand"
2019,"Upper Secondary Education (modified and includes data from 11322)",0.291243,"0%","New Zealand"
2020,"Upper Secondary Education (modified and includes data from 11322)",0.81955,"1%","New Zealand"
2021,"Upper Secondary Education (modified and includes data from 11322)",2.369751,"4%","New Zealand"
2022,"Upper Secondary Education (modified and includes data from 11322)",1.890575,"5%","New Zealand"
2018,"Vocational training",1.331479,"2%","New Zealand"
2019,"Vocational training",3.55221,"5%","New Zealand"
2020,"Vocational training",2.322942,"3%","New Zealand"
2021,"Vocational training",1.615143,"3%","New Zealand"
2022,"Vocational training",0.484405,"1%","New Zealand"
2018,"Higher education",58.987242,"76%","New Zealand"
2019,"Higher education",57.174959,"73%","New Zealand"
2020,"Higher education",55.480512,"75%","New Zealand"
2021,"Higher education",38.418421,"63%","New Zealand"
2022,"Higher education",19.65415,"53%","New Zealand"
2022,"Advanced technical and managerial training",0.130622,"0%","New Zealand"
2022,"School feeding",0.167305,"0%","New Zealand"
