"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","EC - Development Share of Budget","35.9","527.8%","european commission development share of budget","Belgium"
"2019","EC - Development Share of Budget","35.6","465.1%","european commission development share of budget","Belgium"
"2020","EC - Development Share of Budget","36","475.3%","european commission development share of budget","Belgium"
"2021","EC - Development Share of Budget","35.7","401.6%","european commission development share of budget","Belgium"
"2022","EC - Development Share of Budget","46.4","398.2%","european commission development share of budget","Belgium"
"2018","IDA","13.8","202.9%","international development association","Belgium"
"2019","IDA","14","182.3%","international development association","Belgium"
"2020","IDA","15","197.3%","international development association","Belgium"
"2021","IDA","13.5","151.7%","international development association","Belgium"
"2022","IDA","17.1","146.6%","international development association","Belgium"
"2018","UNRWA","6.7","98.2%","united nations relief and works agency for palestine refugees in the near east","Belgium"
"2019","UNRWA","4.6","59.8%","united nations relief and works agency for palestine refugees in the near east","Belgium"
"2020","UNRWA","4.6","61%","united nations relief and works agency for palestine refugees in the near east","Belgium"
"2021","UNRWA","5.1","57.8%","united nations relief and works agency for palestine refugees in the near east","Belgium"
"2022","UNRWA","4.7","40%","united nations relief and works agency for palestine refugees in the near east","Belgium"
"2018","UNICEF","1.1","16%","united nations childrenâ€™s fund","Belgium"
"2019","UNICEF","1.1","15%","united nations childrenâ€™s fund","Belgium"
"2020","UNICEF","1.2","15.7%","united nations childrenâ€™s fund","Belgium"
"2021","UNICEF","1.3","14.4%","united nations childrenâ€™s fund","Belgium"
"2022","UNICEF","1.2","10.1%","united nations childrenâ€™s fund","Belgium"
"2018","IBRD","NA","NA%","international bank for reconstruction and development","Belgium"
"2019","IBRD","NA","NA%","international bank for reconstruction and development","Belgium"
"2020","IBRD","0.9","12%","international bank for reconstruction and development","Belgium"
"2021","IBRD","0","0.2%","international bank for reconstruction and development","Belgium"
"2022","IBRD","0.8","7.1%","international bank for reconstruction and development","Belgium"
"2018","African Development Fund","0.9","12.8%","african development fund","Belgium"
"2019","African Development Fund","0.9","11.4%","african development fund","Belgium"
"2020","African Development Fund","1.4","18.8%","african development fund","Belgium"
"2021","African Development Fund","0.8","8.8%","african development fund","Belgium"
"2022","African Development Fund","0.4","3.7%","african development fund","Belgium"
"2018","EIB","0","0.5%","european investment bank","Belgium"
"2019","EIB","0","0.6%","european investment bank","Belgium"
"2020","EIB","0","0.6%","european investment bank","Belgium"
"2021","EIB","0","0.4%","european investment bank","Belgium"
"2022","EIB","0.1","0.8%","european investment bank","Belgium"
"2018",NA,"NA","NA%","international labour organisation regular budget supplementary account","Belgium"
"2019",NA,"NA","NA%","international labour organisation regular budget supplementary account","Belgium"
"2020",NA,"0","0.4%","international labour organisation regular budget supplementary account","Belgium"
"2021",NA,"NA","NA%","international labour organisation regular budget supplementary account","Belgium"
"2022",NA,"0.1","0.5%","international labour organisation regular budget supplementary account","Belgium"
"2018",NA,"NA","NA%","asian infrastructure investment bank","Belgium"
"2019",NA,"NA","NA%","asian infrastructure investment bank","Belgium"
"2020",NA,"NA","NA%","asian infrastructure investment bank","Belgium"
"2021",NA,"NA","NA%","asian infrastructure investment bank","Belgium"
"2022",NA,"0","0.3%","asian infrastructure investment bank","Belgium"
"2018","UNDP","0","0%","united nations development programme","Belgium"
"2019","UNDP","0","0.1%","united nations development programme","Belgium"
"2020","UNDP","0","0.1%","united nations development programme","Belgium"
"2021","UNDP","0","0%","united nations development programme","Belgium"
"2022","UNDP","0","0.2%","united nations development programme","Belgium"
"2018","FAO","NA","NA%","food and agricultural organisation","Belgium"
"2019","FAO","NA","NA%","food and agricultural organisation","Belgium"
"2020","FAO","0","0.1%","food and agricultural organisation","Belgium"
"2021","FAO","0","0.1%","food and agricultural organisation","Belgium"
"2022","FAO","0","0%","food and agricultural organisation","Belgium"
"2018","AfDB","0.1","1.2%","african development bank","Belgium"
"2019","AfDB","0","0.5%","african development bank","Belgium"
"2020","AfDB","NA","NA%","african development bank","Belgium"
"2021","AfDB","0.1","1.4%","african development bank","Belgium"
"2022","AfDB","NA","NA%","african development bank","Belgium"
"2018","WFP","0.2","3.6%","world food programme","Belgium"
"2019","WFP","0.1","1.3%","world food programme","Belgium"
"2020","WFP","NA","NA%","world food programme","Belgium"
"2021","WFP","NA","NA%","world food programme","Belgium"
"2022","WFP","NA","NA%","world food programme","Belgium"
"2018","Adaptation Fund","NA","NA%","adaptation fund","Belgium"
"2019","Adaptation Fund","NA","NA%","adaptation fund","Belgium"
"2020","Adaptation Fund","NA","NA%","adaptation fund","Belgium"
"2021","Adaptation Fund","0","0%","adaptation fund","Belgium"
"2022","Adaptation Fund","NA","NA%","adaptation fund","Belgium"
"2018","IFC","NA","NA%","international finance corporation","Belgium"
"2019","IFC","NA","NA%","international finance corporation","Belgium"
"2020","IFC","NA","NA%","international finance corporation","Belgium"
"2021","IFC","0","0%","international finance corporation","Belgium"
"2022","IFC","NA","NA%","international finance corporation","Belgium"
