"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","GCF","27.5","567.6%","green climate fund","United Kingdom"
"2019","GCF","NA","NA%","green climate fund","United Kingdom"
"2020","GCF","224.1","4980.4%","green climate fund","United Kingdom"
"2021","GCF","157.4","3414.7%","green climate fund","United Kingdom"
"2022","GCF","174.2","2255.9%","green climate fund","United Kingdom"
"2018","EC - Development Share of Budget","141.1","2916%","european commission development share of budget","United Kingdom"
"2019","EC - Development Share of Budget","129.2","2688.6%","european commission development share of budget","United Kingdom"
"2020","EC - Development Share of Budget","126.3","2807.6%","european commission development share of budget","United Kingdom"
"2021","EC - Development Share of Budget","74.8","1622.1%","european commission development share of budget","United Kingdom"
"2022","EC - Development Share of Budget","52.2","676.5%","european commission development share of budget","United Kingdom"
"2018","African Development Fund","26.6","550.2%","african development fund","United Kingdom"
"2019","African Development Fund","34","706.8%","african development fund","United Kingdom"
"2020","African Development Fund","29.3","651.5%","african development fund","United Kingdom"
"2021","African Development Fund","27.4","595.3%","african development fund","United Kingdom"
"2022","African Development Fund","41.9","543.2%","african development fund","United Kingdom"
"2018","CGIAR Fund","NA","NA%","cgiar fund","United Kingdom"
"2019","CGIAR Fund","NA","NA%","cgiar fund","United Kingdom"
"2020","CGIAR Fund","NA","NA%","cgiar fund","United Kingdom"
"2021","CGIAR Fund","NA","NA%","cgiar fund","United Kingdom"
"2022","CGIAR Fund","24.8","320.8%","cgiar fund","United Kingdom"
"2018","IDA","396.1","8188.3%","international development association","United Kingdom"
"2019","IDA","137.7","2865.1%","international development association","United Kingdom"
"2020","IDA","137.6","3058.5%","international development association","United Kingdom"
"2021","IDA","111","2407.8%","international development association","United Kingdom"
"2022","IDA","21.7","281.6%","international development association","United Kingdom"
"2018","IFC","NA","NA%","international finance corporation","United Kingdom"
"2019","IFC","NA","NA%","international finance corporation","United Kingdom"
"2020","IFC","NA","NA%","international finance corporation","United Kingdom"
"2021","IFC","0","0%","international finance corporation","United Kingdom"
"2022","IFC","16.1","208.3%","international finance corporation","United Kingdom"
"2018","FAO","11.5","237.5%","food and agricultural organisation","United Kingdom"
"2019","FAO","13.5","281.8%","food and agricultural organisation","United Kingdom"
"2020","FAO","13.1","291.9%","food and agricultural organisation","United Kingdom"
"2021","FAO","11.9","259.1%","food and agricultural organisation","United Kingdom"
"2022","FAO","12.5","161.6%","food and agricultural organisation","United Kingdom"
"2018","Adaptation Fund","NA","NA%","adaptation fund","United Kingdom"
"2019","Adaptation Fund","NA","NA%","adaptation fund","United Kingdom"
"2020","Adaptation Fund","NA","NA%","adaptation fund","United Kingdom"
"2021","Adaptation Fund","NA","NA%","adaptation fund","United Kingdom"
"2022","Adaptation Fund","11.3","146.7%","adaptation fund","United Kingdom"
"2018","GEF Fund","2.5","50.7%","global environment facility trust fund","United Kingdom"
"2019","GEF Fund","0.6","12.2%","global environment facility trust fund","United Kingdom"
"2020","GEF Fund","1.2","26.5%","global environment facility trust fund","United Kingdom"
"2021","GEF Fund","6.7","145.1%","global environment facility trust fund","United Kingdom"
"2022","GEF Fund","8.5","110.7%","global environment facility trust fund","United Kingdom"
"2018","IBRD","3","61.5%","international bank for reconstruction and development","United Kingdom"
"2019","IBRD","5.5","114.9%","international bank for reconstruction and development","United Kingdom"
"2020","IBRD","4.5","100.7%","international bank for reconstruction and development","United Kingdom"
"2021","IBRD","4.1","88.9%","international bank for reconstruction and development","United Kingdom"
"2022","IBRD","4.8","62.2%","international bank for reconstruction and development","United Kingdom"
"2018","AfDB","0.5","9.9%","african development bank","United Kingdom"
"2019","AfDB","NA","NA%","african development bank","United Kingdom"
"2020","AfDB","3.4","75.8%","african development bank","United Kingdom"
"2021","AfDB","4.3","92.4%","african development bank","United Kingdom"
"2022","AfDB","3.9","50.5%","african development bank","United Kingdom"
"2018","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","United Kingdom"
"2019","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","United Kingdom"
"2020","WHO - core voluntary contributions","0","0%","world health organisation core voluntary contributions account","United Kingdom"
"2021","WHO - core voluntary contributions","0.8","17.4%","world health organisation core voluntary contributions account","United Kingdom"
"2022","WHO - core voluntary contributions","1.3","16.6%","world health organisation core voluntary contributions account","United Kingdom"
