"Year","Sector","Bilateral ODA for","Share","Donor"
2018,"Education policy and administrative management",44.488272,"25%","Sweden"
2019,"Education policy and administrative management",39.224274,"24%","Sweden"
2020,"Education policy and administrative management",40.212588,"25%","Sweden"
2021,"Education policy and administrative management",19.681043,"16%","Sweden"
2022,"Education policy and administrative management",25.081568,"23%","Sweden"
2018,"Education facilities and training",0.010582,"0%","Sweden"
2020,"Education facilities and training",0.270913,"0%","Sweden"
2021,"Education facilities and training",0.02721,"0%","Sweden"
2022,"Education facilities and training",0.544798,"0%","Sweden"
2018,"Teacher training",0.07265,"0%","Sweden"
2022,"Teacher training",1.89938,"2%","Sweden"
2018,"Educational research",0.470889,"0%","Sweden"
2019,"Educational research",0.235834,"0%","Sweden"
2020,"Educational research",0.265644,"0%","Sweden"
2021,"Educational research",0.291564,"0%","Sweden"
2022,"Educational research",1.141398,"1%","Sweden"
2018,"Primary education",81.186049,"45%","Sweden"
2019,"Primary education",73.224609,"45%","Sweden"
2020,"Primary education",74.330576,"47%","Sweden"
2021,"Primary education",63.756846,"51%","Sweden"
2022,"Primary education",34.662199,"32%","Sweden"
2018,"Basic life skills for adults",2.658382,"1%","Sweden"
2019,"Basic life skills for adults",4.731993,"3%","Sweden"
2020,"Basic life skills for adults",0.563818,"0%","Sweden"
2021,"Basic life skills for adults",0.314722,"0%","Sweden"
2022,"Basic life skills for adults",0.756288,"1%","Sweden"
2018,"Basic life skills for youth",2.782664,"2%","Sweden"
2019,"Basic life skills for youth",1.225905,"1%","Sweden"
2020,"Basic life skills for youth",4.352854,"3%","Sweden"
2021,"Basic life skills for youth",1.947091,"2%","Sweden"
2022,"Basic life skills for youth",0.342337,"0%","Sweden"
2018,"Primary education equivalent for adults",0.152268,"0%","Sweden"
2021,"Early childhood education",0.150101,"0%","Sweden"
2022,"Early childhood education",1.774292,"2%","Sweden"
2018,"Upper Secondary Education (modified and includes data from 11322)",1.068381,"1%","Sweden"
2019,"Upper Secondary Education (modified and includes data from 11322)",1.382093,"1%","Sweden"
2020,"Upper Secondary Education (modified and includes data from 11322)",1.915487,"1%","Sweden"
2021,"Upper Secondary Education (modified and includes data from 11322)",1.195385,"1%","Sweden"
2022,"Upper Secondary Education (modified and includes data from 11322)",3.548581,"3%","Sweden"
2018,"Vocational training",9.477164,"5%","Sweden"
2019,"Vocational training",7.416724,"5%","Sweden"
2020,"Vocational training",4.978224,"3%","Sweden"
2021,"Vocational training",6.216426,"5%","Sweden"
2022,"Vocational training",7.974591,"7%","Sweden"
2018,"Higher education",36.168374,"20%","Sweden"
2019,"Higher education",33.628349,"21%","Sweden"
2020,"Higher education",32.121164,"20%","Sweden"
2021,"Higher education",32.057541,"25%","Sweden"
2022,"Higher education",29.967751,"27%","Sweden"
2018,"Advanced technical and managerial training",0.377075,"0%","Sweden"
2019,"Advanced technical and managerial training",1.103314,"1%","Sweden"
2020,"Advanced technical and managerial training",0.490418,"0%","Sweden"
2022,"Advanced technical and managerial training",0.759314,"1%","Sweden"
2021,"Lower secondary education",0.511955,"0%","Sweden"
2022,"Lower secondary education",0.773033,"1%","Sweden"
