year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,COVID-19 control,106.19,30.9%,Korea
2023,Medical services,77.98,22.7%,Korea
2023,Infectious disease control,37.17,10.8%,Korea
2023,Health policy and administrative management,23.93,7.0%,Korea
2023,Basic health care,23.45,6.8%,Korea
2023,Basic health infrastructure,21.86,6.4%,Korea
2023,Reproductive health care,18.58,5.4%,Korea
2023,Medical education/training,10.35,3.0%,Korea
2023,Basic nutrition,5.76,1.7%,Korea
2023,Tuberculosis control,3.71,1.1%,Korea
2023,Personnel development for population and reproductive health,2.93,0.9%,Korea
2023,"NCDs control, general",2.39,0.7%,Korea
2023,Health personnel development,2.04,0.6%,Korea
2023,Family planning,2.01,0.6%,Korea
2023,Other prevention and treatment of NCDs,1.96,0.6%,Korea
2023,Malaria control,1.75,0.5%,Korea
2023,Health education,1.2,0.3%,Korea
2023,Medical research,0.22,0.1%,Korea
2023,Promotion of mental health and well-being,0.2,0.1%,Korea
2023,Population policy and administrative management,0.0,0.0%,Korea
2022,COVID-19 control,174.95,41.8%,Korea
2022,Medical services,84.09,20.1%,Korea
2022,Basic health infrastructure,38.33,9.2%,Korea
2022,Health policy and administrative management,26.4,6.3%,Korea
2022,Basic health care,24.67,5.9%,Korea
2022,Reproductive health care,17.22,4.1%,Korea
2022,Infectious disease control,15.79,3.8%,Korea
2022,Medical education/training,8.96,2.1%,Korea
2022,Personnel development for population and reproductive health,6.2,1.5%,Korea
2022,Basic nutrition,3.84,0.9%,Korea
2022,Health personnel development,3.79,0.9%,Korea
2022,Tuberculosis control,3.72,0.9%,Korea
2022,Family planning,2.85,0.7%,Korea
2022,Other prevention and treatment of NCDs,2.53,0.6%,Korea
2022,Health education,2.36,0.6%,Korea
2022,"NCDs control, general",1.93,0.5%,Korea
2022,Malaria control,0.87,0.2%,Korea
2022,Population policy and administrative management,0.27,0.1%,Korea
2022,Medical research,0.06,0.0%,Korea
2022,STD control including HIV/AIDS,0.01,0.0%,Korea
2021,COVID-19 control,276.83,47.3%,Korea
2021,Medical services,113.99,19.5%,Korea
2021,Infectious disease control,106.1,18.1%,Korea
2021,Health policy and administrative management,19.62,3.4%,Korea
2021,Reproductive health care,17.83,3.0%,Korea
2021,Basic health infrastructure,15.91,2.7%,Korea
2021,Medical education/training,8.87,1.5%,Korea
2021,Basic health care,8.52,1.5%,Korea
2021,Basic nutrition,4.08,0.7%,Korea
2021,Health personnel development,3.29,0.6%,Korea
2021,Personnel development for population and reproductive health,2.4,0.4%,Korea
2021,Tuberculosis control,2.04,0.3%,Korea
2021,Other prevention and treatment of NCDs,1.78,0.3%,Korea
2021,"NCDs control, general",1.36,0.2%,Korea
2021,Family planning,1.27,0.2%,Korea
2021,Health education,1.18,0.2%,Korea
2021,Malaria control,0.37,0.1%,Korea
2021,Medical research,0.19,0.0%,Korea
2021,Population policy and administrative management,0.09,0.0%,Korea
2021,STD control including HIV/AIDS,,,Korea
2020,COVID-19 control,432.53,71.8%,Korea
2020,Medical services,67.74,11.2%,Korea
2020,Basic health infrastructure,21.75,3.6%,Korea
2020,Infectious disease control,21.3,3.5%,Korea
2020,Health policy and administrative management,12.38,2.1%,Korea
2020,Reproductive health care,12.07,2.0%,Korea
2020,Basic health care,9.41,1.6%,Korea
2020,Medical education/training,5.64,0.9%,Korea
2020,Medical research,4.06,0.7%,Korea
2020,Basic nutrition,3.97,0.7%,Korea
2020,Health education,2.89,0.5%,Korea
2020,Malaria control,2.78,0.5%,Korea
2020,Tuberculosis control,1.94,0.3%,Korea
2020,Family planning,1.7,0.3%,Korea
2020,Health personnel development,1.11,0.2%,Korea
2020,Personnel development for population and reproductive health,0.73,0.1%,Korea
2020,Tobacco use control,0.15,0.0%,Korea
2020,STD control including HIV/AIDS,0.12,0.0%,Korea
2020,Research for prevention and control of NCDs,0.08,0.0%,Korea
2019,Medical services,66.29,36.7%,Korea
2019,Basic health infrastructure,31.49,17.4%,Korea
2019,Health policy and administrative management,19.1,10.6%,Korea
2019,Basic health care,16.96,9.4%,Korea
2019,Infectious disease control,13.93,7.7%,Korea
2019,Reproductive health care,6.71,3.7%,Korea
2019,Medical education/training,6.56,3.6%,Korea
2019,Health education,4.62,2.6%,Korea
2019,Medical research,4.13,2.3%,Korea
2019,Basic nutrition,3.81,2.1%,Korea
2019,Family planning,2.61,1.4%,Korea
2019,Health personnel development,1.91,1.1%,Korea
2019,Tuberculosis control,1.82,1.0%,Korea
2019,STD control including HIV/AIDS,0.28,0.2%,Korea
2019,Malaria control,0.25,0.1%,Korea
2019,Research for prevention and control of NCDs,0.04,0.0%,Korea
