year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Infectious disease control,374.65,33.7%,EU Institutions
2023,Basic nutrition,166.35,15.0%,EU Institutions
2023,Basic health infrastructure,140.64,12.7%,EU Institutions
2023,COVID-19 control,134.15,12.1%,EU Institutions
2023,Basic health care,101.39,9.1%,EU Institutions
2023,Health policy and administrative management,72.93,6.6%,EU Institutions
2023,Medical services,27.44,2.5%,EU Institutions
2023,Health personnel development,26.81,2.4%,EU Institutions
2023,Reproductive health care,15.21,1.4%,EU Institutions
2023,STD control including HIV/AIDS,11.85,1.1%,EU Institutions
2023,Tuberculosis control,11.74,1.1%,EU Institutions
2023,Malaria control,11.74,1.1%,EU Institutions
2023,Control of harmful use of alcohol and drugs,6.58,0.6%,EU Institutions
2023,Population policy and administrative management,2.81,0.3%,EU Institutions
2023,"NCDs control, general",2.43,0.2%,EU Institutions
2023,Health education,1.75,0.2%,EU Institutions
2023,Medical education/training,1.36,0.1%,EU Institutions
2023,Promotion of mental health and well-being,0.87,0.1%,EU Institutions
2023,Family planning,0.51,0.0%,EU Institutions
2023,Personnel development for population and reproductive health,0.06,0.0%,EU Institutions
2023,Medical research,0.06,0.0%,EU Institutions
2023,Research for prevention and control of NCDs,0.05,0.0%,EU Institutions
2022,Infectious disease control,391.69,23.5%,EU Institutions
2022,COVID-19 control,270.34,16.2%,EU Institutions
2022,Basic health care,196.42,11.8%,EU Institutions
2022,Basic health infrastructure,154.17,9.2%,EU Institutions
2022,Basic nutrition,130.04,7.8%,EU Institutions
2022,STD control including HIV/AIDS,97.71,5.9%,EU Institutions
2022,Malaria control,97.55,5.8%,EU Institutions
2022,Tuberculosis control,97.55,5.8%,EU Institutions
2022,Health policy and administrative management,80.08,4.8%,EU Institutions
2022,Medical services,42.59,2.6%,EU Institutions
2022,Reproductive health care,37.94,2.3%,EU Institutions
2022,Family planning,26.5,1.6%,EU Institutions
2022,Health education,12.75,0.8%,EU Institutions
2022,Promotion of mental health and well-being,11.51,0.7%,EU Institutions
2022,Health personnel development,10.34,0.6%,EU Institutions
2022,Control of harmful use of alcohol and drugs,3.98,0.2%,EU Institutions
2022,Population policy and administrative management,2.9,0.2%,EU Institutions
2022,Medical education/training,2.47,0.1%,EU Institutions
2022,Other prevention and treatment of NCDs,1.6,0.1%,EU Institutions
2022,Personnel development for population and reproductive health,1.18,0.1%,EU Institutions
2022,"NCDs control, general",0.54,0.0%,EU Institutions
2022,Medical research,0.1,0.0%,EU Institutions
2022,Research for prevention and control of NCDs,0.05,0.0%,EU Institutions
2021,COVID-19 control,826.51,43.3%,EU Institutions
2021,Infectious disease control,316.64,16.6%,EU Institutions
2021,Health policy and administrative management,172.84,9.1%,EU Institutions
2021,Basic nutrition,140.94,7.4%,EU Institutions
2021,Basic health care,128.49,6.7%,EU Institutions
2021,Medical services,98.92,5.2%,EU Institutions
2021,STD control including HIV/AIDS,48.11,2.5%,EU Institutions
2021,Tuberculosis control,47.47,2.5%,EU Institutions
2021,Malaria control,47.47,2.5%,EU Institutions
2021,Basic health infrastructure,28.58,1.5%,EU Institutions
2021,Population policy and administrative management,14.74,0.8%,EU Institutions
2021,Health personnel development,8.56,0.4%,EU Institutions
2021,Reproductive health care,8.54,0.4%,EU Institutions
2021,Health education,6.82,0.4%,EU Institutions
2021,Medical education/training,4.2,0.2%,EU Institutions
2021,Control of harmful use of alcohol and drugs,3.62,0.2%,EU Institutions
2021,Family planning,1.67,0.1%,EU Institutions
2021,Other prevention and treatment of NCDs,1.38,0.1%,EU Institutions
2021,Promotion of mental health and well-being,1.13,0.1%,EU Institutions
2021,Personnel development for population and reproductive health,0.48,0.0%,EU Institutions
2021,"NCDs control, general",0.37,0.0%,EU Institutions
2021,Medical research,0.34,0.0%,EU Institutions
2021,Research for prevention and control of NCDs,0.06,0.0%,EU Institutions
2020,COVID-19 control,263.28,24.9%,EU Institutions
2020,Health policy and administrative management,251.75,23.8%,EU Institutions
2020,Basic health care,230.03,21.8%,EU Institutions
2020,Basic nutrition,96.44,9.1%,EU Institutions
2020,Medical research,37.28,3.5%,EU Institutions
