year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Basic health care,2.35,26.5%,Czechia
2023,Basic health infrastructure,2.22,24.9%,Czechia
2023,Health personnel development,1.47,16.5%,Czechia
2023,Reproductive health care,0.86,9.7%,Czechia
2023,Medical services,0.73,8.3%,Czechia
2023,Health policy and administrative management,0.46,5.1%,Czechia
2023,Medical education/training,0.33,3.7%,Czechia
2023,Promotion of mental health and well-being,0.23,2.5%,Czechia
2023,Other prevention and treatment of NCDs,0.23,2.5%,Czechia
2023,Medical research,0.02,0.2%,Czechia
2022,COVID-19 control,5.58,39.6%,Czechia
2022,Basic health infrastructure,4.19,29.7%,Czechia
2022,Health personnel development,1.81,12.8%,Czechia
2022,Reproductive health care,0.87,6.2%,Czechia
2022,Basic health care,0.8,5.7%,Czechia
2022,Health policy and administrative management,0.26,1.8%,Czechia
2022,Family planning,0.24,1.7%,Czechia
2022,Medical services,0.22,1.6%,Czechia
2022,Basic nutrition,0.11,0.8%,Czechia
2022,Medical education/training,0.01,0.1%,Czechia
2021,COVID-19 control,15.77,63.9%,Czechia
2021,Medical services,2.41,9.7%,Czechia
2021,Basic health care,1.91,7.7%,Czechia
2021,Health personnel development,1.76,7.1%,Czechia
2021,Basic health infrastructure,1.15,4.6%,Czechia
2021,Reproductive health care,0.68,2.8%,Czechia
2021,Health policy and administrative management,0.38,1.5%,Czechia
2021,Medical education/training,0.3,1.2%,Czechia
2021,Population policy and administrative management,0.2,0.8%,Czechia
2021,Basic nutrition,0.13,0.5%,Czechia
2020,COVID-19 control,5.93,67.7%,Czechia
2020,Medical services,1.05,12.0%,Czechia
2020,Health personnel development,0.91,10.4%,Czechia
2020,Basic health care,0.34,3.9%,Czechia
2020,Health policy and administrative management,0.25,2.8%,Czechia
2020,Basic health infrastructure,0.25,2.8%,Czechia
2020,Medical research,0.02,0.2%,Czechia
2020,Reproductive health care,0.01,0.2%,Czechia
2019,Health personnel development,1.98,39.1%,Czechia
2019,Medical services,1.11,22.0%,Czechia
2019,Basic health care,1.01,19.9%,Czechia
2019,Basic health infrastructure,0.46,9.1%,Czechia
2019,Health policy and administrative management,0.25,5.0%,Czechia
2019,Other prevention and treatment of NCDs,0.13,2.5%,Czechia
2019,Reproductive health care,0.06,1.1%,Czechia
2019,Medical education/training,0.03,0.5%,Czechia
2019,Health education,0.03,0.6%,Czechia
2019,Control of harmful use of alcohol and drugs,0.01,0.2%,Czechia
