"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","EC - Development Share of Budget","5.1","74.6%","european commission development share of budget","Slovak Republic"
"2019","EC - Development Share of Budget","5","65.6%","european commission development share of budget","Slovak Republic"
"2020","EC - Development Share of Budget","5.3","70.2%","european commission development share of budget","Slovak Republic"
"2021","EC - Development Share of Budget","5.5","61.6%","european commission development share of budget","Slovak Republic"
"2022","EC - Development Share of Budget","6.9","58.8%","european commission development share of budget","Slovak Republic"
"2018","IBRD","NA","NA%","international bank for reconstruction and development","Slovak Republic"
"2019","IBRD","0.2","2.1%","international bank for reconstruction and development","Slovak Republic"
"2020","IBRD","0.1","1.5%","international bank for reconstruction and development","Slovak Republic"
"2021","IBRD","0.1","1%","international bank for reconstruction and development","Slovak Republic"
"2022","IBRD","0.1","0.8%","international bank for reconstruction and development","Slovak Republic"
"2018","UNRWA","0","0.3%","united nations relief and works agency for palestine refugees in the near east","Slovak Republic"
"2019","UNRWA","0","0.3%","united nations relief and works agency for palestine refugees in the near east","Slovak Republic"
"2020","UNRWA","0","0.1%","united nations relief and works agency for palestine refugees in the near east","Slovak Republic"
"2021","UNRWA","0","0.2%","united nations relief and works agency for palestine refugees in the near east","Slovak Republic"
"2022","UNRWA","0","0.3%","united nations relief and works agency for palestine refugees in the near east","Slovak Republic"
"2018","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","Slovak Republic"
"2019","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","Slovak Republic"
"2020","WTO - international trade centre","0","0.1%","world trade organisation international trade centre","Slovak Republic"
"2021","WTO - international trade centre","0","0.1%","world trade organisation international trade centre","Slovak Republic"
"2022","WTO - international trade centre","0","0%","world trade organisation international trade centre","Slovak Republic"
"2018","UNDP","0","0%","united nations development programme","Slovak Republic"
"2019","UNDP","0","0%","united nations development programme","Slovak Republic"
"2020","UNDP","NA","NA%","united nations development programme","Slovak Republic"
"2021","UNDP","0","0%","united nations development programme","Slovak Republic"
"2022","UNDP","0","0%","united nations development programme","Slovak Republic"
"2018","FAO","NA","NA%","food and agricultural organisation","Slovak Republic"
"2019","FAO","0","0%","food and agricultural organisation","Slovak Republic"
"2020","FAO","0","0%","food and agricultural organisation","Slovak Republic"
"2021","FAO","0","0%","food and agricultural organisation","Slovak Republic"
"2022","FAO","0","0%","food and agricultural organisation","Slovak Republic"
"2018","IDA","0.4","5.8%","international development association","Slovak Republic"
"2019","IDA","NA","NA%","international development association","Slovak Republic"
"2020","IDA","NA","NA%","international development association","Slovak Republic"
"2021","IDA","NA","NA%","international development association","Slovak Republic"
"2022","IDA","NA","NA%","international development association","Slovak Republic"
"2018","WFP","0","0%","world food programme","Slovak Republic"
"2019","WFP","0","0%","world food programme","Slovak Republic"
"2020","WFP","NA","NA%","world food programme","Slovak Republic"
"2021","WFP","NA","NA%","world food programme","Slovak Republic"
"2022","WFP","NA","NA%","world food programme","Slovak Republic"
"2018","UNICEF","0","0%","united nations childrenâ€™s fund","Slovak Republic"
"2019","UNICEF","0","0%","united nations childrenâ€™s fund","Slovak Republic"
"2020","UNICEF","0","0%","united nations childrenâ€™s fund","Slovak Republic"
"2021","UNICEF","0","0.1%","united nations childrenâ€™s fund","Slovak Republic"
"2022","UNICEF","NA","NA%","united nations childrenâ€™s fund","Slovak Republic"
"2018","EIB","NA","NA%","european investment bank","Slovak Republic"
"2019","EIB","NA","NA%","european investment bank","Slovak Republic"
"2020","EIB","NA","NA%","european investment bank","Slovak Republic"
"2021","EIB","NA","NA%","european investment bank","Slovak Republic"
"2022","EIB","NA","NA%","european investment bank","Slovak Republic"
"2018","IFC","NA","NA%","international finance corporation","Slovak Republic"
"2019","IFC","NA","NA%","international finance corporation","Slovak Republic"
"2020","IFC","NA","NA%","international finance corporation","Slovak Republic"
"2021","IFC","0","0%","international finance corporation","Slovak Republic"
"2022","IFC","NA","NA%","international finance corporation","Slovak Republic"
