"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","GCF","18.8","388.1%","green climate fund","France"
"2019","GCF","27.1","563.2%","green climate fund","France"
"2020","GCF","17.8","396.4%","green climate fund","France"
"2021","GCF","187.7","4071.9%","green climate fund","France"
"2022","GCF","512.9","6643.9%","green climate fund","France"
"2018","EC - Development Share of Budget","180","3721.1%","european commission development share of budget","France"
"2019","EC - Development Share of Budget","160.7","3342.9%","european commission development share of budget","France"
"2020","EC - Development Share of Budget","158.3","3517.3%","european commission development share of budget","France"
"2021","EC - Development Share of Budget","183","3969.8%","european commission development share of budget","France"
"2022","EC - Development Share of Budget","214.8","2781.7%","european commission development share of budget","France"
"2018","IDA","206.5","4269.1%","international development association","France"
"2019","IDA","59.2","1231.5%","international development association","France"
"2020","IDA","53.4","1187%","international development association","France"
"2021","IDA","64.6","1402.6%","international development association","France"
"2022","IDA","55","712.2%","international development association","France"
"2018","African Development Fund","20.8","430%","african development fund","France"
"2019","African Development Fund","19.9","413.6%","african development fund","France"
"2020","African Development Fund","21.5","477.8%","african development fund","France"
"2021","African Development Fund","19.4","421.8%","african development fund","France"
"2022","African Development Fund","20.4","263.6%","african development fund","France"
"2018","IFC","NA","NA%","international finance corporation","France"
"2019","IFC","NA","NA%","international finance corporation","France"
"2020","IFC","NA","NA%","international finance corporation","France"
"2021","IFC","0","0%","international finance corporation","France"
"2022","IFC","16.3","211.4%","international finance corporation","France"
"2018","FAO","11.1","230.4%","food and agricultural organisation","France"
"2019","FAO","15","311.3%","food and agricultural organisation","France"
"2020","FAO","12.6","280.2%","food and agricultural organisation","France"
"2021","FAO","11.8","256.6%","food and agricultural organisation","France"
"2022","FAO","12.3","159.6%","food and agricultural organisation","France"
"2018","GEF Fund","4.3","89.6%","global environment facility trust fund","France"
"2019","GEF Fund","2.3","47.5%","global environment facility trust fund","France"
"2020","GEF Fund","2.3","50.4%","global environment facility trust fund","France"
"2021","GEF Fund","4.9","106.2%","global environment facility trust fund","France"
"2022","GEF Fund","6.3","81%","global environment facility trust fund","France"
"2018","CGIAR Fund","NA","NA%","cgiar fund","France"
"2019","CGIAR Fund","NA","NA%","cgiar fund","France"
"2020","CGIAR Fund","NA","NA%","cgiar fund","France"
"2021","CGIAR Fund","NA","NA%","cgiar fund","France"
"2022","CGIAR Fund","6","77.8%","cgiar fund","France"
"2018","IBRD","1","21.4%","international bank for reconstruction and development","France"
"2019","IBRD","5.6","115.5%","international bank for reconstruction and development","France"
"2020","IBRD","4.6","101.6%","international bank for reconstruction and development","France"
"2021","IBRD","4.1","87.9%","international bank for reconstruction and development","France"
"2022","IBRD","5","64.6%","international bank for reconstruction and development","France"
"2018","AfDB","0.8","16.1%","african development bank","France"
"2019","AfDB","1.9","39.5%","african development bank","France"
"2020","AfDB","1.4","31.1%","african development bank","France"
"2021","AfDB","5.4","116.3%","african development bank","France"
"2022","AfDB","3.6","46.4%","african development bank","France"
"2018","Adaptation Fund","9.7","199.7%","adaptation fund","France"
"2019","Adaptation Fund","NA","NA%","adaptation fund","France"
"2020","Adaptation Fund","NA","NA%","adaptation fund","France"
"2021","Adaptation Fund","NA","NA%","adaptation fund","France"
"2022","Adaptation Fund","3.3","43.1%","adaptation fund","France"
"2018","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","France"
"2019","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","France"
"2020","WHO - core voluntary contributions","0","0.2%","world health organisation core voluntary contributions account","France"
"2021","WHO - core voluntary contributions","0.2","4%","world health organisation core voluntary contributions account","France"
"2022","WHO - core voluntary contributions","0.7","8.4%","world health organisation core voluntary contributions account","France"
"2018","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","France"
"2019","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","France"
"2020","WHO - assessed contributions","0","0.7%","world health organisation assessed contributions","France"
"2021","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","France"
"2022","WHO - assessed contributions","0.1","1.6%","world health organisation assessed contributions","France"
"2018","UNDP","0","0.2%","united nations development programme","France"
"2019","UNDP","0.1","1.1%","united nations development programme","France"
"2020","UNDP","0","0.7%","united nations development programme","France"
"2021","UNDP","0.1","1.3%","united nations development programme","France"
"2022","UNDP","0.1","1.4%","united nations development programme","France"
"2018","UN","NA","NA%","united nations","France"
"2019","UN","NA","NA%","united nations","France"
"2020","UN","NA","NA%","united nations","France"
"2021","UN","NA","NA%","united nations","France"
"2022","UN","0.1","1.2%","united nations","France"
"2018","UNICEF","0","0%","united nations childrenâ€™s fund","France"
"2019","UNICEF","0","0%","united nations childrenâ€™s fund","France"
"2020","UNICEF","0","0.1%","united nations childrenâ€™s fund","France"
"2021","UNICEF","0","0.1%","united nations childrenâ€™s fund","France"
"2022","UNICEF","0.1","0.7%","united nations childrenâ€™s fund","France"
"2018","IDB, IIC and MIF","0.1","2%","inter american development bank inter american investment corporation and multilateral investment fund","France"
"2019","IDB, IIC and MIF","0.1","2%","inter american development bank inter american investment corporation and multilateral investment fund","France"
"2020","IDB, IIC and MIF","0","0.9%","inter american development bank inter american investment corporation and multilateral investment fund","France"
"2021","IDB, IIC and MIF","0","0.2%","inter american development bank inter american investment corporation and multilateral investment fund","France"
"2022","IDB, IIC and MIF","0","0.1%","inter american development bank inter american investment corporation and multilateral investment fund","France"
"2018",NA,"0","0.2%","international labour organisation regular budget supplementary account","France"
"2019",NA,"0","0.2%","international labour organisation regular budget supplementary account","France"
"2020",NA,"0","0%","international labour organisation regular budget supplementary account","France"
"2021",NA,"0","0%","international labour organisation regular budget supplementary account","France"
"2022",NA,"0","0%","international labour organisation regular budget supplementary account","France"
"2018","WFP","0","0%","world food programme","France"
"2019","WFP","0","0%","world food programme","France"
"2020","WFP","NA","NA%","world food programme","France"
"2021","WFP","NA","NA%","world food programme","France"
"2022","WFP","NA","NA%","world food programme","France"
"2018",NA,"0.5","11.2%","asian infrastructure investment bank","France"
"2019",NA,"1","20.7%","asian infrastructure investment bank","France"
"2020",NA,"NA","NA%","asian infrastructure investment bank","France"
"2021",NA,"NA","NA%","asian infrastructure investment bank","France"
"2022",NA,"NA","NA%","asian infrastructure investment bank","France"
"2018","GEF-Least Developed Countries Fund","1","20.2%","global environment facility least developed countries fund","France"
"2019","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","France"
"2020","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","France"
"2021","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","France"
"2022","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","France"
"2018","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","France"
"2019","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","France"
"2020","WTO - international trade centre","0.2","4.6%","world trade organisation international trade centre","France"
"2021","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","France"
"2022","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","France"
