Year,Multi_short,ODA,Share,Full Name,Donor
2019,ADB,0.06,0.0%,asian development bank,Netherlands
2020,ADB,0.21,0.0%,asian development bank,Netherlands
2021,ADB,0.67,0.0%,asian development bank,Netherlands
2021,ADF,0.14,0.0%,african development fund,Netherlands
2022,ADF,0.69,0.0%,african development fund,Netherlands
2023,ADF,0.67,0.0%,african development fund,Netherlands
2019,AfDB,0.43,0.0%,african development bank,Netherlands
2020,AfDB,0.01,0.0%,african development bank,Netherlands
2021,AfDB,0.0,0.0%,african development bank,Netherlands
2022,AfDB,0.11,0.0%,african development bank,Netherlands
2023,AfDB,0.33,0.0%,african development bank,Netherlands
2019,EC-DSB,11.87,0.02%,european commission development share of budget,Netherlands
2020,EC-DSB,11.14,0.02%,european commission development share of budget,Netherlands
2021,EC-DSB,23.81,0.04%,european commission development share of budget,Netherlands
2022,EC-DSB,73.97,0.1%,european commission development share of budget,Netherlands
2023,EC-DSB,77.84,0.11%,european commission development share of budget,Netherlands
2019,EC-EDF,21.35,0.03%,european commission european development fund,Netherlands
2020,EC-EDF,19.6,0.03%,european commission european development fund,Netherlands
2021,EC-EDF,12.82,0.02%,european commission european development fund,Netherlands
2022,EC-EDF,4.66,0.01%,european commission european development fund,Netherlands
2023,EC-EDF,1.06,0.0%,european commission european development fund,Netherlands
2019,FAO,0.38,0.0%,food and agricultural organisation,Netherlands
2020,FAO,0.24,0.0%,food and agricultural organisation,Netherlands
2021,FAO,0.24,0.0%,food and agricultural organisation,Netherlands
2022,FAO,0.25,0.0%,food and agricultural organisation,Netherlands
2023,FAO,0.42,0.0%,food and agricultural organisation,Netherlands
2019,GAVI,62.19,0.1%,global alliance for vaccines and immunization,Netherlands
2020,GAVI,46.66,0.08%,global alliance for vaccines and immunization,Netherlands
2021,GAVI,11.78,0.02%,global alliance for vaccines and immunization,Netherlands
2022,GAVI,13.51,0.02%,global alliance for vaccines and immunization,Netherlands
2023,GAVI,14.91,0.02%,global alliance for vaccines and immunization,Netherlands
2022,GCF,0.0,0.0%,green climate fund,Netherlands
2023,GCF,0.01,0.0%,green climate fund,Netherlands
2019,GEF-TF,0.02,0.0%,global environment facility trust fund,Netherlands
2020,GEF-TF,0.12,0.0%,global environment facility trust fund,Netherlands
2021,GEF-TF,0.42,0.0%,global environment facility trust fund,Netherlands
2022,GEF-TF,0.61,0.0%,global environment facility trust fund,Netherlands
2023,GEF-TF,0.49,0.0%,global environment facility trust fund,Netherlands
2019,GFATM,82.75,0.13%,global fund to fight aids tuberculosis and malaria,Netherlands
2020,GFATM,53.33,0.09%,global fund to fight aids tuberculosis and malaria,Netherlands
2021,GFATM,63.72,0.1%,global fund to fight aids tuberculosis and malaria,Netherlands
2022,GFATM,60.35,0.08%,global fund to fight aids tuberculosis and malaria,Netherlands
2023,GFATM,64.88,0.1%,global fund to fight aids tuberculosis and malaria,Netherlands
2023,IBRD,3.97,0.01%,international bank for reconstruction and development,Netherlands
2019,IDA,39.29,0.06%,international development association,Netherlands
2020,IDA,23.07,0.04%,international development association,Netherlands
2021,IDA,5.93,0.01%,international development association,Netherlands
2022,IDA,38.3,0.05%,international development association,Netherlands
2023,IDA,33.62,0.05%,international development association,Netherlands
2023,IFC,0.04,0.0%,international finance corporation,Netherlands
2022,JSDGF,0.06,0.0%,joint sustainable development goals fund,Netherlands
2023,JSDGF,0.11,0.0%,joint sustainable development goals fund,Netherlands
2019,UN,0.0,0.0%,united nations,Netherlands
2020,UN,0.0,0.0%,united nations,Netherlands
2021,UN,0.04,0.0%,united nations,Netherlands
2022,UN,0.08,0.0%,united nations,Netherlands
2023,UN,0.12,0.0%,united nations,Netherlands
2019,UNAIDS,8.27,0.01%,joint united nations programme on hiv aids,Netherlands
2020,UNAIDS,15.8,0.03%,joint united nations programme on hiv aids,Netherlands
2021,UNAIDS,1.01,0.0%,joint united nations programme on hiv aids,Netherlands
2023,UNAIDS,8.26,0.01%,joint united nations programme on hiv aids,Netherlands
2019,UNDP,1.36,0.0%,united nations development programme,Netherlands
2020,UNDP,1.63,0.0%,united nations development programme,Netherlands
2021,UNDP,1.89,0.0%,united nations development programme,Netherlands
