"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","EC - Development Share of Budget","28.6","421.4%","european commission development share of budget","Poland"
"2019","EC - Development Share of Budget","28.1","367.2%","european commission development share of budget","Poland"
"2020","EC - Development Share of Budget","32.7","431.7%","european commission development share of budget","Poland"
"2021","EC - Development Share of Budget","33.9","381.6%","european commission development share of budget","Poland"
"2022","EC - Development Share of Budget","47","402.6%","european commission development share of budget","Poland"
"2018","IBRD","NA","NA%","international bank for reconstruction and development","Poland"
"2019","IBRD","0.9","11.5%","international bank for reconstruction and development","Poland"
"2020","IBRD","0.6","8.1%","international bank for reconstruction and development","Poland"
"2021","IBRD","0.5","5.5%","international bank for reconstruction and development","Poland"
"2022","IBRD","0.5","4.2%","international bank for reconstruction and development","Poland"
"2018","IDA","NA","NA%","international development association","Poland"
"2019","IDA","1","13.5%","international development association","Poland"
"2020","IDA","0.5","6.7%","international development association","Poland"
"2021","IDA","0.5","5.6%","international development association","Poland"
"2022","IDA","0.5","4.2%","international development association","Poland"
"2018","UNRWA","0.3","5.1%","united nations relief and works agency for palestine refugees in the near east","Poland"
"2019","UNRWA","0.3","4.3%","united nations relief and works agency for palestine refugees in the near east","Poland"
"2020","UNRWA","0.5","6.4%","united nations relief and works agency for palestine refugees in the near east","Poland"
"2021","UNRWA","0.2","1.7%","united nations relief and works agency for palestine refugees in the near east","Poland"
"2022","UNRWA","0.1","1.2%","united nations relief and works agency for palestine refugees in the near east","Poland"
"2018","UNIDO","NA","NA%","united nations industrial development organisation","Poland"
"2019","UNIDO","NA","NA%","united nations industrial development organisation","Poland"
"2020","UNIDO","0","0.5%","united nations industrial development organisation","Poland"
"2021","UNIDO","0","0.3%","united nations industrial development organisation","Poland"
"2022","UNIDO","0","0.2%","united nations industrial development organisation","Poland"
"2018","FAO","NA","NA%","food and agricultural organisation","Poland"
"2019","FAO","0","0.1%","food and agricultural organisation","Poland"
"2020","FAO","0","0.1%","food and agricultural organisation","Poland"
"2021","FAO","0","0.1%","food and agricultural organisation","Poland"
"2022","FAO","0","0%","food and agricultural organisation","Poland"
"2018","CEB","0","0%","council of europe development bank","Poland"
"2019","CEB","0","0%","council of europe development bank","Poland"
"2020","CEB","0","0%","council of europe development bank","Poland"
"2021","CEB","0","0%","council of europe development bank","Poland"
"2022","CEB","0","0%","council of europe development bank","Poland"
"2018","IFC","NA","NA%","international finance corporation","Poland"
"2019","IFC","NA","NA%","international finance corporation","Poland"
"2020","IFC","NA","NA%","international finance corporation","Poland"
"2021","IFC","NA","NA%","international finance corporation","Poland"
"2022","IFC","NA","NA%","international finance corporation","Poland"
