"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","IBRD","NA","NA%","international bank for reconstruction and development","Australia"
"2019","IBRD","11.5","149.8%","international bank for reconstruction and development","Australia"
"2020","IBRD","0.6","7.9%","international bank for reconstruction and development","Australia"
"2021","IBRD","8.2","92.4%","international bank for reconstruction and development","Australia"
"2022","IBRD","7.5","64.1%","international bank for reconstruction and development","Australia"
"2018","UNDP","0","0%","united nations development programme","Australia"
"2019","UNDP","0","0.1%","united nations development programme","Australia"
"2020","UNDP","0","0.1%","united nations development programme","Australia"
"2021","UNDP","0","0%","united nations development programme","Australia"
"2022","UNDP","0","0.2%","united nations development programme","Australia"
"2018","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","Australia"
"2019","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","Australia"
"2020","WTO - international trade centre","0","0.3%","world trade organisation international trade centre","Australia"
"2021","WTO - international trade centre","0","0.1%","world trade organisation international trade centre","Australia"
"2022","WTO - international trade centre","0","0.1%","world trade organisation international trade centre","Australia"
"2018","FAO","NA","NA%","food and agricultural organisation","Australia"
"2019","FAO","0","0.2%","food and agricultural organisation","Australia"
"2020","FAO","0","0.2%","food and agricultural organisation","Australia"
"2021","FAO","0","0.2%","food and agricultural organisation","Australia"
"2022","FAO","0","0%","food and agricultural organisation","Australia"
"2018","IDA","11.8","173.6%","international development association","Australia"
"2019","IDA","NA","NA%","international development association","Australia"
"2020","IDA","11.1","146.4%","international development association","Australia"
"2021","IDA","NA","NA%","international development association","Australia"
"2022","IDA","NA","NA%","international development association","Australia"
"2018","UNICEF","0.9","13.1%","united nations childrenâ€™s fund","Australia"
"2019","UNICEF","1","13.4%","united nations childrenâ€™s fund","Australia"
"2020","UNICEF","1.1","14.3%","united nations childrenâ€™s fund","Australia"
"2021","UNICEF","1.1","12.8%","united nations childrenâ€™s fund","Australia"
"2022","UNICEF","NA","NA%","united nations childrenâ€™s fund","Australia"
"2018","WFP","NA","NA%","world food programme","Australia"
"2019","WFP","NA","NA%","world food programme","Australia"
"2020","WFP","NA","NA%","world food programme","Australia"
"2021","WFP","NA","NA%","world food programme","Australia"
"2022","WFP","NA","NA%","world food programme","Australia"
"2018","ADB","0.7","10.3%","asian development bank","Australia"
"2019","ADB","0.7","8.6%","asian development bank","Australia"
"2020","ADB","0.6","7.7%","asian development bank","Australia"
"2021","ADB","NA","NA%","asian development bank","Australia"
"2022","ADB","NA","NA%","asian development bank","Australia"
