"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","IDA","170.7","3528.2%","international development association","United States"
"2019","IDA","161.1","3350.4%","international development association","United States"
"2020","IDA","176.5","3923.1%","international development association","United States"
"2021","IDA","94.5","2050.8%","international development association","United States"
"2022","IDA","130.1","1685.7%","international development association","United States"
"2018","FAO","67.5","1395.8%","food and agricultural organisation","United States"
"2019","FAO","62.4","1298.9%","food and agricultural organisation","United States"
"2020","FAO","63.1","1401.9%","food and agricultural organisation","United States"
"2021","FAO","61.3","1329%","food and agricultural organisation","United States"
"2022","FAO","81.4","1054.5%","food and agricultural organisation","United States"
"2018","African Development Fund","20.7","427.6%","african development fund","United States"
"2019","African Development Fund","23.8","494.4%","african development fund","United States"
"2020","African Development Fund","25.8","573.7%","african development fund","United States"
"2021","African Development Fund","15.5","336%","african development fund","United States"
"2022","African Development Fund","21.1","273%","african development fund","United States"
"2018","EBRD","0.2","5.1%","european bank for reconstruction and development","United States"
"2019","EBRD","NA","NA%","european bank for reconstruction and development","United States"
"2020","EBRD","0.3","7.4%","european bank for reconstruction and development","United States"
"2021","EBRD","0.1","1.9%","european bank for reconstruction and development","United States"
"2022","EBRD","19.4","251.4%","european bank for reconstruction and development","United States"
"2018","IBRD","NA","NA%","international bank for reconstruction and development","United States"
"2019","IBRD","NA","NA%","international bank for reconstruction and development","United States"
"2020","IBRD","18.8","418.6%","international bank for reconstruction and development","United States"
"2021","IBRD","12.2","265%","international bank for reconstruction and development","United States"
"2022","IBRD","15.6","202.6%","international bank for reconstruction and development","United States"
"2018","GEF Fund","10.6","219.4%","global environment facility trust fund","United States"
"2019","GEF Fund","4.8","100.7%","global environment facility trust fund","United States"
"2020","GEF Fund","0.1","2.4%","global environment facility trust fund","United States"
"2021","GEF Fund","10.9","235.5%","global environment facility trust fund","United States"
"2022","GEF Fund","14.6","188.5%","global environment facility trust fund","United States"
"2018","AfDB","1.5","31.6%","african development bank","United States"
"2019","AfDB","2.3","48.3%","african development bank","United States"
"2020","AfDB","NA","NA%","african development bank","United States"
"2021","AfDB","4.8","103.5%","african development bank","United States"
"2022","AfDB","5.6","73%","african development bank","United States"
"2018","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","United States"
"2019","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","United States"
"2020","WHO - assessed contributions","0.2","3.6%","world health organisation assessed contributions","United States"
"2021","WHO - assessed contributions","0.7","16.2%","world health organisation assessed contributions","United States"
"2022","WHO - assessed contributions","2.7","34.5%","world health organisation assessed contributions","United States"
"2018","UNDP","0.1","1.2%","united nations development programme","United States"
"2019","UNDP","0.2","4.5%","united nations development programme","United States"
"2020","UNDP","0.3","6.3%","united nations development programme","United States"
"2021","UNDP","0.3","7.4%","united nations development programme","United States"
"2022","UNDP","1","13%","united nations development programme","United States"
"2018","UN","NA","NA%","united nations","United States"
"2019","UN","NA","NA%","united nations","United States"
"2020","UN","NA","NA%","united nations","United States"
"2021","UN","NA","NA%","united nations","United States"
"2022","UN","0.5","6.5%","united nations","United States"
"2018","UNICEF","0","0.2%","united nations childrenâ€™s fund","United States"
"2019","UNICEF","0","0.3%","united nations childrenâ€™s fund","United States"
"2020","UNICEF","0","0.8%","united nations childrenâ€™s fund","United States"
"2021","UNICEF","0","0.5%","united nations childrenâ€™s fund","United States"
"2022","UNICEF","0.5","5.8%","united nations childrenâ€™s fund","United States"
"2018","GCF","NA","NA%","green climate fund","United States"
"2019","GCF","NA","NA%","green climate fund","United States"
"2020","GCF","NA","NA%","green climate fund","United States"
"2021","GCF","NA","NA%","green climate fund","United States"
"2022","GCF","NA","NA%","green climate fund","United States"
"2018","IADB Fund for special operations","NA","NA%","inter american development bank fund for special operations","United States"
"2019","IADB Fund for special operations","NA","NA%","inter american development bank fund for special operations","United States"
"2020","IADB Fund for special operations","NA","NA%","inter american development bank fund for special operations","United States"
"2021","IADB Fund for special operations","NA","NA%","inter american development bank fund for special operations","United States"
"2022","IADB Fund for special operations","NA","NA%","inter american development bank fund for special operations","United States"
