"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","EC - Development Share of Budget","47.1","973.6%","european commission development share of budget","Belgium"
"2019","EC - Development Share of Budget","44","915.9%","european commission development share of budget","Belgium"
"2020","EC - Development Share of Budget","41.2","915.8%","european commission development share of budget","Belgium"
"2021","EC - Development Share of Budget","44.8","973%","european commission development share of budget","Belgium"
"2022","EC - Development Share of Budget","54.6","707.8%","european commission development share of budget","Belgium"
"2018","IDA","25.3","523.1%","international development association","Belgium"
"2019","IDA","26.3","546.6%","international development association","Belgium"
"2020","IDA","27.4","609.7%","international development association","Belgium"
"2021","IDA","23.1","500.9%","international development association","Belgium"
"2022","IDA","24.4","316.2%","international development association","Belgium"
"2018","GCF","NA","NA%","green climate fund","Belgium"
"2019","GCF","4.4","91.9%","green climate fund","Belgium"
"2020","GCF","8.8","195.2%","green climate fund","Belgium"
"2021","GCF","9.6","209%","green climate fund","Belgium"
"2022","GCF","10.2","132.2%","green climate fund","Belgium"
"2018","IFC","NA","NA%","international finance corporation","Belgium"
"2019","IFC","NA","NA%","international finance corporation","Belgium"
"2020","IFC","NA","NA%","international finance corporation","Belgium"
"2021","IFC","0","0%","international finance corporation","Belgium"
"2022","IFC","7.4","95.9%","international finance corporation","Belgium"
"2018","CGIAR Fund","NA","NA%","cgiar fund","Belgium"
"2019","CGIAR Fund","NA","NA%","cgiar fund","Belgium"
"2020","CGIAR Fund","NA","NA%","cgiar fund","Belgium"
"2021","CGIAR Fund","NA","NA%","cgiar fund","Belgium"
"2022","CGIAR Fund","4.4","57.4%","cgiar fund","Belgium"
"2018","African Development Fund","1.8","38.2%","african development fund","Belgium"
"2019","African Development Fund","2.5","51.2%","african development fund","Belgium"
"2020","African Development Fund","5.2","115.8%","african development fund","Belgium"
"2021","African Development Fund","5","108%","african development fund","Belgium"
"2022","African Development Fund","3.9","50.4%","african development fund","Belgium"
"2018","GEF Fund","1.3","27.5%","global environment facility trust fund","Belgium"
"2019","GEF Fund","0.6","12.6%","global environment facility trust fund","Belgium"
"2020","GEF Fund","0.6","14%","global environment facility trust fund","Belgium"
"2021","GEF Fund","1.4","29.9%","global environment facility trust fund","Belgium"
"2022","GEF Fund","3.8","48.6%","global environment facility trust fund","Belgium"
"2018","FAO","3","62.6%","food and agricultural organisation","Belgium"
"2019","FAO","NA","NA%","food and agricultural organisation","Belgium"
"2020","FAO","2.4","52.9%","food and agricultural organisation","Belgium"
"2021","FAO","3.7","79.8%","food and agricultural organisation","Belgium"
"2022","FAO","2","26.3%","food and agricultural organisation","Belgium"
"2018","IBRD","NA","NA%","international bank for reconstruction and development","Belgium"
"2019","IBRD","NA","NA%","international bank for reconstruction and development","Belgium"
"2020","IBRD","1.5","33.6%","international bank for reconstruction and development","Belgium"
"2021","IBRD","0","0.8%","international bank for reconstruction and development","Belgium"
"2022","IBRD","1.8","23.5%","international bank for reconstruction and development","Belgium"
"2018","EIB","0.3","6.9%","european investment bank","Belgium"
"2019","EIB","0.5","9.5%","european investment bank","Belgium"
