year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Reproductive health care,3.18,32.1%,Iceland
2023,Health education,2.5,25.3%,Iceland
2023,Basic health care,2.41,24.4%,Iceland
2023,Basic nutrition,1.21,12.3%,Iceland
2023,Health policy and administrative management,0.22,2.2%,Iceland
2023,Population policy and administrative management,0.13,1.4%,Iceland
2023,Medical research,0.1,1.0%,Iceland
2023,Basic health infrastructure,0.09,0.9%,Iceland
2023,"NCDs control, general",0.05,0.5%,Iceland
2022,Reproductive health care,2.4,27.1%,Iceland
2022,Infectious disease control,1.96,22.2%,Iceland
2022,Basic health care,1.91,21.6%,Iceland
2022,Basic nutrition,0.7,7.9%,Iceland
2022,Basic health infrastructure,0.7,7.9%,Iceland
2022,Health policy and administrative management,0.58,6.5%,Iceland
2022,Population policy and administrative management,0.2,2.2%,Iceland
2022,Medical services,0.18,2.1%,Iceland
2022,STD control including HIV/AIDS,0.14,1.5%,Iceland
2022,Medical research,0.04,0.5%,Iceland
2022,Medical education/training,0.02,0.3%,Iceland
2022,Health education,0.02,0.2%,Iceland
2022,Family planning,0.01,0.1%,Iceland
2021,COVID-19 control,9.84,62.8%,Iceland
2021,Reproductive health care,2.87,18.3%,Iceland
2021,Basic health care,1.87,11.9%,Iceland
2021,Basic nutrition,0.88,5.6%,Iceland
2021,Family planning,0.09,0.6%,Iceland
2021,Medical education/training,0.05,0.3%,Iceland
2021,Infectious disease control,0.04,0.2%,Iceland
2021,Health education,0.02,0.1%,Iceland
2021,STD control including HIV/AIDS,0.01,0.1%,Iceland
2020,COVID-19 control,6.53,57.3%,Iceland
2020,Basic health care,3.32,29.1%,Iceland
2020,Reproductive health care,0.8,7.0%,Iceland
2020,Basic nutrition,0.38,3.3%,Iceland
2020,Family planning,0.17,1.5%,Iceland
2020,"NCDs control, general",0.11,1.0%,Iceland
2020,Infectious disease control,0.04,0.4%,Iceland
2020,Medical services,0.02,0.2%,Iceland
2020,Health education,0.01,0.1%,Iceland
2020,STD control including HIV/AIDS,0.01,0.1%,Iceland
2019,Basic health care,1.92,41.3%,Iceland
2019,Reproductive health care,1.1,23.5%,Iceland
2019,Basic nutrition,0.69,14.9%,Iceland
2019,Health education,0.37,7.9%,Iceland
2019,Family planning,0.26,5.6%,Iceland
2019,Medical services,0.17,3.7%,Iceland
2019,STD control including HIV/AIDS,0.15,3.1%,Iceland
