"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","EC - Development Share of Budget","37.6","777.3%","european commission development share of budget","Poland"
"2019","EC - Development Share of Budget","34.8","723.3%","european commission development share of budget","Poland"
"2020","EC - Development Share of Budget","37.4","831.8%","european commission development share of budget","Poland"
"2021","EC - Development Share of Budget","42.6","924.7%","european commission development share of budget","Poland"
"2022","EC - Development Share of Budget","55.2","715.5%","european commission development share of budget","Poland"
"2018","FAO","2.4","49.2%","food and agricultural organisation","Poland"
"2019","FAO","1.7","36.3%","food and agricultural organisation","Poland"
"2020","FAO","2.2","48.7%","food and agricultural organisation","Poland"
"2021","FAO","2.4","52.5%","food and agricultural organisation","Poland"
"2022","FAO","2.3","29.7%","food and agricultural organisation","Poland"
"2018","IBRD","NA","NA%","international bank for reconstruction and development","Poland"
"2019","IBRD","1.2","24.8%","international bank for reconstruction and development","Poland"
"2020","IBRD","1","22.8%","international bank for reconstruction and development","Poland"
"2021","IBRD","1","21.2%","international bank for reconstruction and development","Poland"
"2022","IBRD","1.1","14%","international bank for reconstruction and development","Poland"
"2018","IDA","NA","NA%","international development association","Poland"
"2019","IDA","1.9","40.6%","international development association","Poland"
"2020","IDA","0.9","20.7%","international development association","Poland"
"2021","IDA","0.9","18.5%","international development association","Poland"
"2022","IDA","0.7","9%","international development association","Poland"
"2018",NA,"NA","NA%","world organisation for animal health","Poland"
"2019",NA,"NA","NA%","world organisation for animal health","Poland"
"2020",NA,"NA","NA%","world organisation for animal health","Poland"
"2021",NA,"0","0.7%","world organisation for animal health","Poland"
"2022",NA,"0","0.4%","world organisation for animal health","Poland"
"2018","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","Poland"
"2019","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","Poland"
"2020","WHO - assessed contributions","0","0.1%","world health organisation assessed contributions","Poland"
"2021","WHO - assessed contributions","0","0.3%","world health organisation assessed contributions","Poland"
"2022","WHO - assessed contributions","0","0.3%","world health organisation assessed contributions","Poland"
"2018","UN","NA","NA%","united nations","Poland"
"2019","UN","NA","NA%","united nations","Poland"
"2020","UN","NA","NA%","united nations","Poland"
"2021","UN","NA","NA%","united nations","Poland"
"2022","UN","0","0.2%","united nations","Poland"
"2018","UNIDO","NA","NA%","united nations industrial development organisation","Poland"
"2019","UNIDO","NA","NA%","united nations industrial development organisation","Poland"
"2020","UNIDO","0","0%","united nations industrial development organisation","Poland"
"2021","UNIDO","0","0.1%","united nations industrial development organisation","Poland"
"2022","UNIDO","0","0.1%","united nations industrial development organisation","Poland"
"2018","CEB","0","0%","council of europe development bank","Poland"
"2019","CEB","0","0%","council of europe development bank","Poland"
"2020","CEB","0","0%","council of europe development bank","Poland"
"2021","CEB","0","0%","council of europe development bank","Poland"
"2022","CEB","0","0%","council of europe development bank","Poland"
"2018","UNECE","0","0.1%","united nations economic commission for europe extrabudgetary contributions only","Poland"
"2019","UNECE","0","0.1%","united nations economic commission for europe extrabudgetary contributions only","Poland"
"2020","UNECE","NA","NA%","united nations economic commission for europe extrabudgetary contributions only","Poland"
"2021","UNECE","NA","NA%","united nations economic commission for europe extrabudgetary contributions only","Poland"
"2022","UNECE","NA","NA%","united nations economic commission for europe extrabudgetary contributions only","Poland"
"2018",NA,"0.1","2.7%","asian infrastructure investment bank","Poland"
"2019",NA,"0.2","5%","asian infrastructure investment bank","Poland"
"2020",NA,"NA","NA%","asian infrastructure investment bank","Poland"
"2021",NA,"NA","NA%","asian infrastructure investment bank","Poland"
"2022",NA,"NA","NA%","asian infrastructure investment bank","Poland"
"2018","Adaptation Fund","NA","NA%","adaptation fund","Poland"
"2019","Adaptation Fund","0.6","12.1%","adaptation fund","Poland"
"2020","Adaptation Fund","NA","NA%","adaptation fund","Poland"
"2021","Adaptation Fund","NA","NA%","adaptation fund","Poland"
"2022","Adaptation Fund","NA","NA%","adaptation fund","Poland"
"2018","GCF","NA","NA%","green climate fund","Poland"
"2019","GCF","0.5","9.7%","green climate fund","Poland"
"2020","GCF","NA","NA%","green climate fund","Poland"
"2021","GCF","NA","NA%","green climate fund","Poland"
"2022","GCF","NA","NA%","green climate fund","Poland"
