year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Medical research,296.57,31.7%,United Kingdom
2023,Family planning,169.34,18.1%,United Kingdom
2023,Health policy and administrative management,124.93,13.4%,United Kingdom
2023,Reproductive health care,105.1,11.2%,United Kingdom
2023,Infectious disease control,79.32,8.5%,United Kingdom
2023,Basic health care,39.14,4.2%,United Kingdom
2023,Basic nutrition,31.05,3.3%,United Kingdom
2023,Research for prevention and control of NCDs,30.51,3.3%,United Kingdom
2023,Health personnel development,17.22,1.8%,United Kingdom
2023,STD control including HIV/AIDS,12.82,1.4%,United Kingdom
2023,Malaria control,7.81,0.8%,United Kingdom
2023,Population policy and administrative management,5.13,0.5%,United Kingdom
2023,Personnel development for population and reproductive health,4.43,0.5%,United Kingdom
2023,Tuberculosis control,4.23,0.5%,United Kingdom
2023,Health education,2.79,0.3%,United Kingdom
2023,Medical services,1.31,0.1%,United Kingdom
2023,COVID-19 control,1.24,0.1%,United Kingdom
2023,Tobacco use control,1.24,0.1%,United Kingdom
2023,Medical education/training,0.4,0.0%,United Kingdom
2023,Promotion of mental health and well-being,0.38,0.0%,United Kingdom
2023,Other prevention and treatment of NCDs,0.08,0.0%,United Kingdom
2023,Basic health infrastructure,0.06,0.0%,United Kingdom
2023,"NCDs control, general",0.0,0.0%,United Kingdom
2022,COVID-19 control,314.85,24.2%,United Kingdom
2022,Medical research,307.36,23.6%,United Kingdom
2022,Health policy and administrative management,157.99,12.1%,United Kingdom
2022,Family planning,149.54,11.5%,United Kingdom
2022,Reproductive health care,122.17,9.4%,United Kingdom
2022,Basic health care,70.77,5.4%,United Kingdom
2022,Infectious disease control,62.28,4.8%,United Kingdom
2022,Basic nutrition,48.2,3.7%,United Kingdom
2022,Health personnel development,20.02,1.5%,United Kingdom
2022,STD control including HIV/AIDS,13.4,1.0%,United Kingdom
2022,Malaria control,10.36,0.8%,United Kingdom
2022,Personnel development for population and reproductive health,5.5,0.4%,United Kingdom
2022,Population policy and administrative management,5.04,0.4%,United Kingdom
2022,Health education,4.84,0.4%,United Kingdom
2022,Research for prevention and control of NCDs,4.32,0.3%,United Kingdom
2022,Tuberculosis control,1.94,0.1%,United Kingdom
2022,Tobacco use control,1.33,0.1%,United Kingdom
2022,Medical education/training,1.13,0.1%,United Kingdom
2022,Basic health infrastructure,0.46,0.0%,United Kingdom
2022,Promotion of mental health and well-being,0.34,0.0%,United Kingdom
2022,Medical services,0.33,0.0%,United Kingdom
2022,Other prevention and treatment of NCDs,0.08,0.0%,United Kingdom
2022,"NCDs control, general",0.02,0.0%,United Kingdom
2021,Medical research,379.15,27.2%,United Kingdom
2021,COVID-19 control,261.04,18.7%,United Kingdom
2021,Health policy and administrative management,182.13,13.1%,United Kingdom
2021,Family planning,180.82,13.0%,United Kingdom
2021,Infectious disease control,105.34,7.6%,United Kingdom
2021,Reproductive health care,77.37,5.5%,United Kingdom
2021,Basic health care,75.63,5.4%,United Kingdom
2021,Basic nutrition,56.15,4.0%,United Kingdom
2021,Research for prevention and control of NCDs,19.41,1.4%,United Kingdom
2021,Malaria control,13.09,0.9%,United Kingdom
2021,Population policy and administrative management,9.59,0.7%,United Kingdom
2021,Health personnel development,9.07,0.7%,United Kingdom
2021,STD control including HIV/AIDS,8.18,0.6%,United Kingdom
2021,Personnel development for population and reproductive health,4.43,0.3%,United Kingdom
2021,Health education,4.28,0.3%,United Kingdom
2021,Tuberculosis control,3.27,0.2%,United Kingdom
2021,"NCDs control, general",1.82,0.1%,United Kingdom
2021,Promotion of mental health and well-being,1.62,0.1%,United Kingdom
2021,Medical services,1.28,0.1%,United Kingdom
2021,Other prevention and treatment of NCDs,0.25,0.0%,United Kingdom
2021,Control of harmful use of alcohol and drugs,0.19,0.0%,United Kingdom
2021,Medical education/training,0.17,0.0%,United Kingdom
2021,Basic health infrastructure,0.01,0.0%,United Kingdom
