year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,COVID-19 control,4.37,33.9%,Austria
2023,Basic health care,3.97,30.8%,Austria
2023,Medical services,1.93,15.0%,Austria
2023,Infectious disease control,1.73,13.4%,Austria
2023,Promotion of mental health and well-being,0.22,1.7%,Austria
2023,Basic health infrastructure,0.2,1.5%,Austria
2023,Reproductive health care,0.16,1.2%,Austria
2023,Health policy and administrative management,0.1,0.7%,Austria
2023,Control of harmful use of alcohol and drugs,0.04,0.3%,Austria
2023,Basic nutrition,0.04,0.3%,Austria
2023,Health personnel development,0.03,0.3%,Austria
2023,Health education,0.02,0.1%,Austria
2023,Medical research,0.02,0.2%,Austria
2023,Family planning,0.02,0.1%,Austria
2023,Medical education/training,0.02,0.2%,Austria
2023,STD control including HIV/AIDS,0.01,0.1%,Austria
2023,Personnel development for population and reproductive health,0.01,0.1%,Austria
2022,COVID-19 control,37.17,76.2%,Austria
2022,Medical services,6.55,13.4%,Austria
2022,Infectious disease control,1.97,4.0%,Austria
2022,Basic health care,1.03,2.1%,Austria
2022,Health policy and administrative management,0.43,0.9%,Austria
2022,Basic health infrastructure,0.43,0.9%,Austria
2022,Reproductive health care,0.32,0.7%,Austria
2022,Promotion of mental health and well-being,0.27,0.5%,Austria
2022,Family planning,0.18,0.4%,Austria
2022,Basic nutrition,0.12,0.3%,Austria
2022,Health personnel development,0.09,0.2%,Austria
2022,Tuberculosis control,0.07,0.1%,Austria
2022,STD control including HIV/AIDS,0.05,0.1%,Austria
2022,Medical research,0.04,0.1%,Austria
2022,Health education,0.01,0.0%,Austria
2022,Medical education/training,0.01,0.0%,Austria
2022,Personnel development for population and reproductive health,0.0,0.0%,Austria
2021,COVID-19 control,34.21,70.9%,Austria
2021,Medical services,8.78,18.2%,Austria
2021,Basic health care,3.0,6.2%,Austria
2021,Health policy and administrative management,0.59,1.2%,Austria
2021,Infectious disease control,0.44,0.9%,Austria
2021,Reproductive health care,0.3,0.6%,Austria
2021,Promotion of mental health and well-being,0.2,0.4%,Austria
2021,Basic health infrastructure,0.16,0.3%,Austria
2021,Basic nutrition,0.14,0.3%,Austria
2021,Tuberculosis control,0.12,0.3%,Austria
2021,STD control including HIV/AIDS,0.08,0.2%,Austria
2021,Medical education/training,0.06,0.1%,Austria
2021,Personnel development for population and reproductive health,0.06,0.1%,Austria
2021,Health personnel development,0.04,0.1%,Austria
2021,Family planning,0.04,0.1%,Austria
2021,Health education,0.02,0.0%,Austria
2021,Other prevention and treatment of NCDs,0.0,0.0%,Austria
2020,Medical services,4.8,57.8%,Austria
2020,COVID-19 control,1.14,13.8%,Austria
2020,Health policy and administrative management,0.91,10.9%,Austria
2020,Infectious disease control,0.35,4.2%,Austria
2020,Basic health infrastructure,0.28,3.4%,Austria
2020,Basic health care,0.25,3.0%,Austria
2020,Promotion of mental health and well-being,0.17,2.1%,Austria
2020,Reproductive health care,0.14,1.7%,Austria
2020,Basic nutrition,0.11,1.3%,Austria
2020,STD control including HIV/AIDS,0.07,0.8%,Austria
2020,Medical education/training,0.06,0.8%,Austria
2020,Tuberculosis control,0.02,0.3%,Austria
2020,Family planning,0.0,0.0%,Austria
2020,Personnel development for population and reproductive health,0.0,0.0%,Austria
2020,Health personnel development,0.0,0.0%,Austria
2019,Medical services,7.14,75.9%,Austria
2019,Health policy and administrative management,0.93,9.9%,Austria
2019,Basic health care,0.37,4.0%,Austria
2019,Basic health infrastructure,0.27,2.9%,Austria
2019,Infectious disease control,0.2,2.1%,Austria
2019,Reproductive health care,0.17,1.8%,Austria
2019,Basic nutrition,0.07,0.7%,Austria
2019,Health education,0.06,0.6%,Austria
2019,STD control including HIV/AIDS,0.04,0.5%,Austria
2019,Health personnel development,0.04,0.5%,Austria
2019,Medical education/training,0.03,0.3%,Austria
2019,Tuberculosis control,0.03,0.3%,Austria
2019,Promotion of mental health and well-being,0.01,0.1%,Austria
2019,Personnel development for population and reproductive health,0.01,0.1%,Austria
2019,Population policy and administrative management,0.01,0.1%,Austria
2019,Family planning,0.01,0.1%,Austria
