year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Basic health care,26.73,33.7%,Ireland
2023,Basic nutrition,26.38,33.2%,Ireland
2023,Reproductive health care,8.38,10.6%,Ireland
2023,Health policy and administrative management,5.24,6.6%,Ireland
2023,Health personnel development,3.25,4.1%,Ireland
2023,STD control including HIV/AIDS,2.82,3.5%,Ireland
2023,Health education,1.72,2.2%,Ireland
2023,Malaria control,1.08,1.4%,Ireland
2023,Tuberculosis control,1.08,1.4%,Ireland
2023,Basic health infrastructure,0.76,1.0%,Ireland
2023,Infectious disease control,0.56,0.7%,Ireland
2023,Medical education/training,0.51,0.6%,Ireland
2023,Other prevention and treatment of NCDs,0.34,0.4%,Ireland
2023,Promotion of mental health and well-being,0.18,0.2%,Ireland
2023,Medical services,0.16,0.2%,Ireland
2023,Family planning,0.1,0.1%,Ireland
2023,COVID-19 control,0.08,0.1%,Ireland
2023,"NCDs control, general",0.01,0.0%,Ireland
2023,Personnel development for population and reproductive health,0.01,0.0%,Ireland
2022,COVID-19 control,29.71,31.8%,Ireland
2022,Basic health care,18.68,20.0%,Ireland
2022,Basic nutrition,17.01,18.2%,Ireland
2022,Health policy and administrative management,13.87,14.8%,Ireland
2022,STD control including HIV/AIDS,2.56,2.7%,Ireland
2022,Infectious disease control,2.44,2.6%,Ireland
2022,Reproductive health care,1.96,2.1%,Ireland
2022,Health personnel development,1.59,1.7%,Ireland
2022,Malaria control,1.12,1.2%,Ireland
2022,Tuberculosis control,1.12,1.2%,Ireland
2022,Health education,0.85,0.9%,Ireland
2022,Basic health infrastructure,0.62,0.7%,Ireland
2022,Medical services,0.59,0.6%,Ireland
2022,Medical education/training,0.53,0.6%,Ireland
2022,Other prevention and treatment of NCDs,0.31,0.3%,Ireland
2022,Population policy and administrative management,0.22,0.2%,Ireland
2022,Family planning,0.09,0.1%,Ireland
2022,Control of harmful use of alcohol and drugs,0.08,0.1%,Ireland
2022,Personnel development for population and reproductive health,0.04,0.0%,Ireland
2022,Promotion of mental health and well-being,0.02,0.0%,Ireland
2021,COVID-19 control,39.04,39.2%,Ireland
2021,Basic health care,20.18,20.3%,Ireland
2021,Health policy and administrative management,15.37,15.4%,Ireland
2021,Basic nutrition,15.0,15.1%,Ireland
2021,STD control including HIV/AIDS,2.28,2.3%,Ireland
2021,Reproductive health care,2.15,2.2%,Ireland
2021,Malaria control,1.19,1.2%,Ireland
2021,Tuberculosis control,1.19,1.2%,Ireland
2021,Health personnel development,0.96,1.0%,Ireland
2021,Medical education/training,0.62,0.6%,Ireland
2021,Health education,0.42,0.4%,Ireland
2021,Other prevention and treatment of NCDs,0.3,0.3%,Ireland
2021,Population policy and administrative management,0.3,0.3%,Ireland
2021,Medical services,0.21,0.2%,Ireland
2021,Basic health infrastructure,0.19,0.2%,Ireland
2021,Infectious disease control,0.1,0.1%,Ireland
2021,Family planning,0.03,0.0%,Ireland
2021,Control of harmful use of alcohol and drugs,0.02,0.0%,Ireland
2021,Personnel development for population and reproductive health,0.01,0.0%,Ireland
2021,Promotion of mental health and well-being,0.01,0.0%,Ireland
2020,Health policy and administrative management,21.22,24.5%,Ireland
2020,Basic health care,18.11,20.9%,Ireland
2020,Basic nutrition,16.86,19.5%,Ireland
2020,COVID-19 control,16.27,18.8%,Ireland
2020,Reproductive health care,4.17,4.8%,Ireland
2020,STD control including HIV/AIDS,3.24,3.7%,Ireland
2020,Basic health infrastructure,1.37,1.6%,Ireland
2020,Tuberculosis control,1.2,1.4%,Ireland
2020,Malaria control,1.2,1.4%,Ireland
2020,Health personnel development,1.01,1.2%,Ireland
2020,Population policy and administrative management,0.6,0.7%,Ireland
2020,Medical services,0.44,0.5%,Ireland
2020,Medical education/training,0.39,0.4%,Ireland
2020,Health education,0.33,0.4%,Ireland
2020,Infectious disease control,0.08,0.1%,Ireland
2020,Family planning,0.04,0.0%,Ireland
2020,Personnel development for population and reproductive health,0.03,0.0%,Ireland
2020,Promotion of mental health and well-being,0.02,0.0%,Ireland
2019,Health policy and administrative management,22.22,28.8%,Ireland
2019,Basic health care,18.99,24.6%,Ireland
2019,Basic nutrition,17.29,22.4%,Ireland
2019,STD control including HIV/AIDS,8.17,10.6%,Ireland
2019,Reproductive health care,3.19,4.1%,Ireland
2019,Population policy and administrative management,1.36,1.8%,Ireland
2019,Tuberculosis control,1.2,1.5%,Ireland
2019,Malaria control,1.2,1.5%,Ireland
2019,Health personnel development,1.03,1.3%,Ireland
2019,Health education,0.91,1.2%,Ireland
2019,Medical education/training,0.62,0.8%,Ireland
2019,Medical services,0.62,0.8%,Ireland
2019,Basic health infrastructure,0.36,0.5%,Ireland
2019,Infectious disease control,0.05,0.1%,Ireland
2019,Personnel development for population and reproductive health,0.05,0.1%,Ireland
2019,Family planning,0.03,0.0%,Ireland
