year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,COVID-19 control,318.1,28.0%,Japan
2023,Health policy and administrative management,231.2,20.3%,Japan
2023,Medical services,148.77,13.1%,Japan
2023,Infectious disease control,129.2,11.4%,Japan
2023,Basic health infrastructure,124.84,11.0%,Japan
2023,Basic nutrition,81.08,7.1%,Japan
2023,Reproductive health care,36.42,3.2%,Japan
2023,Basic health care,33.54,3.0%,Japan
2023,Health personnel development,13.2,1.2%,Japan
2023,"NCDs control, general",4.4,0.4%,Japan
2023,Promotion of mental health and well-being,3.62,0.3%,Japan
2023,Control of harmful use of alcohol and drugs,3.12,0.3%,Japan
2023,Health education,2.81,0.2%,Japan
2023,Medical education/training,2.06,0.2%,Japan
2023,Malaria control,1.38,0.1%,Japan
2023,Population policy and administrative management,1.13,0.1%,Japan
2023,STD control including HIV/AIDS,0.98,0.1%,Japan
2023,Tuberculosis control,0.42,0.0%,Japan
2023,Other prevention and treatment of NCDs,0.1,0.0%,Japan
2023,Personnel development for population and reproductive health,,,Japan
2022,Health policy and administrative management,861.5,39.6%,Japan
2022,COVID-19 control,835.12,38.4%,Japan
2022,Basic health care,184.74,8.5%,Japan
2022,Basic health infrastructure,84.85,3.9%,Japan
2022,Medical services,68.78,3.2%,Japan
2022,Infectious disease control,54.04,2.5%,Japan
2022,Reproductive health care,49.75,2.3%,Japan
2022,Basic nutrition,18.82,0.9%,Japan
2022,Health education,7.45,0.3%,Japan
2022,"NCDs control, general",3.27,0.2%,Japan
2022,STD control including HIV/AIDS,1.58,0.1%,Japan
2022,Population policy and administrative management,1.51,0.1%,Japan
2022,Other prevention and treatment of NCDs,1.48,0.1%,Japan
2022,Tuberculosis control,1.24,0.1%,Japan
2022,Health personnel development,1.13,0.1%,Japan
2022,Malaria control,0.92,0.0%,Japan
2022,Medical education/training,0.88,0.0%,Japan
2022,Promotion of mental health and well-being,0.09,0.0%,Japan
2022,Personnel development for population and reproductive health,,,Japan
2021,COVID-19 control,591.34,44.5%,Japan
2021,Health policy and administrative management,310.18,23.3%,Japan
2021,Basic health infrastructure,203.31,15.3%,Japan
2021,Medical services,66.82,5.0%,Japan
2021,Infectious disease control,50.32,3.8%,Japan
2021,Basic nutrition,48.47,3.6%,Japan
2021,Reproductive health care,23.23,1.7%,Japan
2021,Basic health care,19.44,1.5%,Japan
2021,Health education,5.6,0.4%,Japan
2021,Health personnel development,2.63,0.2%,Japan
2021,"NCDs control, general",1.85,0.1%,Japan
2021,Personnel development for population and reproductive health,1.16,0.1%,Japan
2021,Research for prevention and control of NCDs,0.94,0.1%,Japan
2021,Tuberculosis control,0.72,0.1%,Japan
2021,STD control including HIV/AIDS,0.69,0.1%,Japan
2021,Malaria control,0.65,0.0%,Japan
2021,Medical education/training,0.56,0.0%,Japan
2021,Population policy and administrative management,0.44,0.0%,Japan
2021,Promotion of mental health and well-being,0.18,0.0%,Japan
2021,Other prevention and treatment of NCDs,0.07,0.0%,Japan
2020,COVID-19 control,612.78,68.0%,Japan
2020,Infectious disease control,91.34,10.1%,Japan
2020,Basic health infrastructure,63.66,7.1%,Japan
2020,Medical services,60.44,6.7%,Japan
2020,Health policy and administrative management,28.29,3.1%,Japan
2020,Reproductive health care,17.25,1.9%,Japan
2020,Basic nutrition,11.76,1.3%,Japan
2020,Basic health care,6.32,0.7%,Japan
2020,Health personnel development,2.18,0.2%,Japan
2020,Health education,2.13,0.2%,Japan
2020,Tuberculosis control,0.97,0.1%,Japan
2020,Malaria control,0.84,0.1%,Japan
2020,"NCDs control, general",0.8,0.1%,Japan
2020,Population policy and administrative management,0.79,0.1%,Japan
2020,STD control including HIV/AIDS,0.56,0.1%,Japan
2020,Promotion of mental health and well-being,0.5,0.1%,Japan
2020,Medical education/training,0.11,0.0%,Japan
2020,Medical research,0.04,0.0%,Japan
2020,Personnel development for population and reproductive health,,,Japan
2019,Medical services,79.9,24.6%,Japan
2019,Infectious disease control,61.97,19.0%,Japan
2019,Basic health infrastructure,47.96,14.7%,Japan
2019,Health policy and administrative management,47.47,14.6%,Japan
2019,Reproductive health care,22.31,6.9%,Japan
2019,Medical education/training,17.53,5.4%,Japan
2019,Basic health care,16.88,5.2%,Japan
2019,Basic nutrition,15.46,4.7%,Japan
2019,Other prevention and treatment of NCDs,4.26,1.3%,Japan
2019,Health personnel development,3.58,1.1%,Japan
2019,Tuberculosis control,2.18,0.7%,Japan
2019,"NCDs control, general",1.88,0.6%,Japan
2019,Health education,1.71,0.5%,Japan
2019,Malaria control,1.21,0.4%,Japan
2019,STD control including HIV/AIDS,0.76,0.2%,Japan
2019,Personnel development for population and reproductive health,0.24,0.1%,Japan
2019,Promotion of mental health and well-being,0.1,0.0%,Japan
2019,Medical research,0.01,0.0%,Japan
