"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","EC - Development Share of Budget","16.8","347.6%","european commission development share of budget","Finland"
"2019","EC - Development Share of Budget","15.5","323.2%","european commission development share of budget","Finland"
"2020","EC - Development Share of Budget","15.7","349.7%","european commission development share of budget","Finland"
"2021","EC - Development Share of Budget","17.6","381.8%","european commission development share of budget","Finland"
"2022","EC - Development Share of Budget","19.3","250.2%","european commission development share of budget","Finland"
"2018","GCF","NA","NA%","green climate fund","Finland"
"2019","GCF","3.9","81.1%","green climate fund","Finland"
"2020","GCF","11.8","262.1%","green climate fund","Finland"
"2021","GCF","10.8","234.6%","green climate fund","Finland"
"2022","GCF","9.6","123.8%","green climate fund","Finland"
"2018","IDA","11.8","244.6%","international development association","Finland"
"2019","IDA","9","186.7%","international development association","Finland"
"2020","IDA","7.5","166.3%","international development association","Finland"
"2021","IDA","7.2","155.4%","international development association","Finland"
"2022","IDA","7.1","91.4%","international development association","Finland"
"2018","African Development Fund","3.6","74.2%","african development fund","Finland"
"2019","African Development Fund","4.6","96.1%","african development fund","Finland"
"2020","African Development Fund","3.8","83.8%","african development fund","Finland"
"2021","African Development Fund","13.5","293.5%","african development fund","Finland"
"2022","African Development Fund","3","38.2%","african development fund","Finland"
"2018","IFC","NA","NA%","international finance corporation","Finland"
"2019","IFC","NA","NA%","international finance corporation","Finland"
"2020","IFC","0","0%","international finance corporation","Finland"
"2021","IFC","0","0%","international finance corporation","Finland"
"2022","IFC","2.2","28.4%","international finance corporation","Finland"
"2018","GEF Fund","1.1","22.2%","global environment facility trust fund","Finland"
"2019","GEF Fund","0.2","4%","global environment facility trust fund","Finland"
"2020","GEF Fund","0.3","7.6%","global environment facility trust fund","Finland"
"2021","GEF Fund","0.8","17%","global environment facility trust fund","Finland"
"2022","GEF Fund","1.2","15.8%","global environment facility trust fund","Finland"
"2018","FAO","1.3","26%","food and agricultural organisation","Finland"
"2019","FAO","1.5","31.8%","food and agricultural organisation","Finland"
"2020","FAO","1.2","26.7%","food and agricultural organisation","Finland"
"2021","FAO","1.1","24%","food and agricultural organisation","Finland"
"2022","FAO","1","13.5%","food and agricultural organisation","Finland"
"2018","IBRD","NA","NA%","international bank for reconstruction and development","Finland"
"2019","IBRD","NA","NA%","international bank for reconstruction and development","Finland"
"2020","IBRD","0.7","15.9%","international bank for reconstruction and development","Finland"
"2021","IBRD","0.7","14.3%","international bank for reconstruction and development","Finland"
"2022","IBRD","0.8","9.8%","international bank for reconstruction and development","Finland"
"2018","AfDB","0.1","2.1%","african development bank","Finland"
"2019","AfDB","NA","NA%","african development bank","Finland"
"2020","AfDB","NA","NA%","african development bank","Finland"
"2021","AfDB","0.4","8.2%","african development bank","Finland"
"2022","AfDB","0.4","5.8%","african development bank","Finland"
"2018","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","Finland"
"2019","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","Finland"
"2020","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","Finland"
"2021","WTO - international trade centre","0","1.1%","world trade organisation international trade centre","Finland"
"2022","WTO - international trade centre","0.1","0.7%","world trade organisation international trade centre","Finland"
"2018","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","Finland"
"2019","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","Finland"
"2020","WHO - core voluntary contributions","0","0%","world health organisation core voluntary contributions account","Finland"
"2021","WHO - core voluntary contributions","0","0.4%","world health organisation core voluntary contributions account","Finland"
"2022","WHO - core voluntary contributions","0","0.3%","world health organisation core voluntary contributions account","Finland"
"2018","UNDP","0","0%","united nations development programme","Finland"
"2019","UNDP","0","0.1%","united nations development programme","Finland"
"2020","UNDP","0","0.2%","united nations development programme","Finland"
"2021","UNDP","0","0.2%","united nations development programme","Finland"
"2022","UNDP","0","0.2%","united nations development programme","Finland"
"2018","UNICEF","0","0%","united nations childrenâ€™s fund","Finland"
"2019","UNICEF","0","0%","united nations childrenâ€™s fund","Finland"
"2020","UNICEF","0","0%","united nations childrenâ€™s fund","Finland"
"2021","UNICEF","0","0.1%","united nations childrenâ€™s fund","Finland"
"2022","UNICEF","0","0.2%","united nations childrenâ€™s fund","Finland"
"2018","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","Finland"
"2019","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","Finland"
"2020","WHO - assessed contributions","0","0.3%","world health organisation assessed contributions","Finland"
"2021","WHO - assessed contributions","0","0.2%","world health organisation assessed contributions","Finland"
"2022","WHO - assessed contributions","0","0.1%","world health organisation assessed contributions","Finland"
"2018","UN","NA","NA%","united nations","Finland"
"2019","UN","NA","NA%","united nations","Finland"
"2020","UN","NA","NA%","united nations","Finland"
"2021","UN","NA","NA%","united nations","Finland"
"2022","UN","0","0.1%","united nations","Finland"
"2018","UNIDO","NA","NA%","united nations industrial development organisation","Finland"
"2019","UNIDO","NA","NA%","united nations industrial development organisation","Finland"
"2020","UNIDO","0","0%","united nations industrial development organisation","Finland"
"2021","UNIDO","0","0.1%","united nations industrial development organisation","Finland"
"2022","UNIDO","0","0%","united nations industrial development organisation","Finland"
"2018","ADB","0.2","3.2%","asian development bank","Finland"
"2019","ADB","0.1","3%","asian development bank","Finland"
"2020","ADB","0.1","3.3%","asian development bank","Finland"
"2021","ADB","NA","NA%","asian development bank","Finland"
"2022","ADB","NA","NA%","asian development bank","Finland"
"2018","WFP","0","0.1%","world food programme","Finland"
"2019","WFP","0","0.1%","world food programme","Finland"
"2020","WFP","NA","NA%","world food programme","Finland"
"2021","WFP","NA","NA%","world food programme","Finland"
"2022","WFP","NA","NA%","world food programme","Finland"
"2018",NA,"0.1","1.1%","asian infrastructure investment bank","Finland"
"2019",NA,"0.1","2%","asian infrastructure investment bank","Finland"
"2020",NA,"0.1","2%","asian infrastructure investment bank","Finland"
"2021",NA,"NA","NA%","asian infrastructure investment bank","Finland"
"2022",NA,"NA","NA%","asian infrastructure investment bank","Finland"
