"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","UNRWA","42.3","622.2%","united nations relief and works agency for palestine refugees in the near east","Sweden"
"2019","UNRWA","29.9","390.6%","united nations relief and works agency for palestine refugees in the near east","Sweden"
"2020","UNRWA","36.9","486.3%","united nations relief and works agency for palestine refugees in the near east","Sweden"
"2021","UNRWA","27.7","312.1%","united nations relief and works agency for palestine refugees in the near east","Sweden"
"2022","UNRWA","34.7","297.3%","united nations relief and works agency for palestine refugees in the near east","Sweden"
"2018","EC - Development Share of Budget","23.9","351.4%","european commission development share of budget","Sweden"
"2019","EC - Development Share of Budget","22.6","295.5%","european commission development share of budget","Sweden"
"2020","EC - Development Share of Budget","25.4","334.9%","european commission development share of budget","Sweden"
"2021","EC - Development Share of Budget","25.2","283.3%","european commission development share of budget","Sweden"
"2022","EC - Development Share of Budget","30.7","263.6%","european commission development share of budget","Sweden"
"2018","IDA","26.2","385.6%","international development association","Sweden"
"2019","IDA","25.9","338.7%","international development association","Sweden"
"2020","IDA","22.3","294.4%","international development association","Sweden"
"2021","IDA","25.1","282.9%","international development association","Sweden"
"2022","IDA","25.2","216%","international development association","Sweden"
"2018","UNICEF","5.6","81.9%","united nations childrenâ€™s fund","Sweden"
"2019","UNICEF","4.4","57.2%","united nations childrenâ€™s fund","Sweden"
"2020","UNICEF","5.2","68.4%","united nations childrenâ€™s fund","Sweden"
"2021","UNICEF","5.2","58.9%","united nations childrenâ€™s fund","Sweden"
"2022","UNICEF","6.1","52.3%","united nations childrenâ€™s fund","Sweden"
"2018","African Development Fund","5.1","75.2%","african development fund","Sweden"
"2019","African Development Fund","4.4","57.9%","african development fund","Sweden"
"2020","African Development Fund","3.4","44.9%","african development fund","Sweden"
"2021","African Development Fund","1.9","21%","african development fund","Sweden"
"2022","African Development Fund","1.2","10.2%","african development fund","Sweden"
"2018","IBRD","NA","NA%","international bank for reconstruction and development","Sweden"
"2019","IBRD","1","13.6%","international bank for reconstruction and development","Sweden"
"2020","IBRD","0.7","8.7%","international bank for reconstruction and development","Sweden"
"2021","IBRD","0.6","6.5%","international bank for reconstruction and development","Sweden"
"2022","IBRD","0.6","5.2%","international bank for reconstruction and development","Sweden"
"2018","UNDP","0","0.3%","united nations development programme","Sweden"
"2019","UNDP","0","0.4%","united nations development programme","Sweden"
"2020","UNDP","0","0.4%","united nations development programme","Sweden"
"2021","UNDP","0","0.1%","united nations development programme","Sweden"
"2022","UNDP","0.2","1.4%","united nations development programme","Sweden"
"2018","AfDB","0.2","3.1%","african development bank","Sweden"
"2019","AfDB","0","0.1%","african development bank","Sweden"
"2020","AfDB","0.2","2.3%","african development bank","Sweden"
"2021","AfDB","0","0.4%","african development bank","Sweden"
"2022","AfDB","0.1","0.7%","african development bank","Sweden"
"2018","EIB","NA","NA%","european investment bank","Sweden"
"2019","EIB","NA","NA%","european investment bank","Sweden"
"2020","EIB","NA","NA%","european investment bank","Sweden"
"2021","EIB","NA","NA%","european investment bank","Sweden"
"2022","EIB","0.1","0.7%","european investment bank","Sweden"
"2018","SDG Fund","NA","NA%","joint sustainable development goals fund","Sweden"
"2019","SDG Fund","NA","NA%","joint sustainable development goals fund","Sweden"
"2020","SDG Fund","NA","NA%","joint sustainable development goals fund","Sweden"
"2021","SDG Fund","NA","NA%","joint sustainable development goals fund","Sweden"
"2022","SDG Fund","0","0.2%","joint sustainable development goals fund","Sweden"
"2018","UNIDO","NA","NA%","united nations industrial development organisation","Sweden"
"2019","UNIDO","NA","NA%","united nations industrial development organisation","Sweden"
"2020","UNIDO","0","0.6%","united nations industrial development organisation","Sweden"
"2021","UNIDO","0","0.3%","united nations industrial development organisation","Sweden"
"2022","UNIDO","0","0.2%","united nations industrial development organisation","Sweden"
"2018","IDB, IIC and MIF","NA","NA%","inter american development bank inter american investment corporation and multilateral investment fund","Sweden"
"2019","IDB, IIC and MIF","0.1","1.5%","inter american development bank inter american investment corporation and multilateral investment fund","Sweden"
"2020","IDB, IIC and MIF","0","0.2%","inter american development bank inter american investment corporation and multilateral investment fund","Sweden"
"2021","IDB, IIC and MIF","0","0%","inter american development bank inter american investment corporation and multilateral investment fund","Sweden"
"2022","IDB, IIC and MIF","0","0%","inter american development bank inter american investment corporation and multilateral investment fund","Sweden"
"2018","Adaptation Fund","NA","NA%","adaptation fund","Sweden"
"2019","Adaptation Fund","NA","NA%","adaptation fund","Sweden"
"2020","Adaptation Fund","NA","NA%","adaptation fund","Sweden"
"2021","Adaptation Fund","0","0%","adaptation fund","Sweden"
"2022","Adaptation Fund","0","0%","adaptation fund","Sweden"
"2018","FAO","NA","NA%","food and agricultural organisation","Sweden"
"2019","FAO","0","0.1%","food and agricultural organisation","Sweden"
"2020","FAO","0","0.1%","food and agricultural organisation","Sweden"
"2021","FAO","0","0.1%","food and agricultural organisation","Sweden"
"2022","FAO","0","0%","food and agricultural organisation","Sweden"
"2018","ADB","NA","NA%","asian development bank","Sweden"
"2019","ADB","NA","NA%","asian development bank","Sweden"
"2020","ADB","NA","NA%","asian development bank","Sweden"
"2021","ADB","NA","NA%","asian development bank","Sweden"
"2022","ADB","NA","NA%","asian development bank","Sweden"
"2018","WFP","4.7","68.7%","world food programme","Sweden"
"2019","WFP","1.5","19.1%","world food programme","Sweden"
"2020","WFP","NA","NA%","world food programme","Sweden"
"2021","WFP","NA","NA%","world food programme","Sweden"
"2022","WFP","NA","NA%","world food programme","Sweden"
"2018","IFC","NA","NA%","international finance corporation","Sweden"
"2019","IFC","NA","NA%","international finance corporation","Sweden"
"2020","IFC","0","0%","international finance corporation","Sweden"
"2021","IFC","NA","NA%","international finance corporation","Sweden"
"2022","IFC","NA","NA%","international finance corporation","Sweden"
