"Year","Sector","Bilateral ODA for","Share","Donor"
2018,"Education policy and administrative management",8.813657,"4%","Korea"
2019,"Education policy and administrative management",6.503568,"2%","Korea"
2020,"Education policy and administrative management",11.930867,"6%","Korea"
2021,"Education policy and administrative management",13.393393,"6%","Korea"
2022,"Education policy and administrative management",22.123911,"9%","Korea"
2018,"Education facilities and training",3.678186,"2%","Korea"
2019,"Education facilities and training",7.07572,"3%","Korea"
2020,"Education facilities and training",2.829561,"1%","Korea"
2021,"Education facilities and training",2.935786,"1%","Korea"
2022,"Education facilities and training",16.42582,"6%","Korea"
2018,"Teacher training",9.138577,"4%","Korea"
2019,"Teacher training",11.899902,"4%","Korea"
2020,"Teacher training",14.118622,"7%","Korea"
2021,"Teacher training",11.019261,"5%","Korea"
2022,"Teacher training",16.070306,"6%","Korea"
2018,"Educational research",4.547761,"2%","Korea"
2019,"Educational research",7.677107,"3%","Korea"
2020,"Educational research",5.328953,"3%","Korea"
2021,"Educational research",2.530493,"1%","Korea"
2022,"Educational research",3.603684,"1%","Korea"
2018,"Primary education",38.178553,"17%","Korea"
2019,"Primary education",38.214472,"14%","Korea"
2020,"Primary education",27.295789,"13%","Korea"
2021,"Primary education",24.185577,"12%","Korea"
2022,"Primary education",17.446474,"7%","Korea"
2018,"Basic life skills for adults",7.122949,"3%","Korea"
2019,"Basic life skills for adults",3.800349,"1%","Korea"
2020,"Basic life skills for adults",0.424341,"0%","Korea"
2021,"Basic life skills for adults",1.24499,"1%","Korea"
2022,"Basic life skills for adults",2.936551,"1%","Korea"
2020,"Basic life skills for youth",0.120113,"0%","Korea"
2021,"Basic life skills for youth",0.132879,"0%","Korea"
2022,"Basic life skills for youth",0.566687,"0%","Korea"
2018,"Primary education equivalent for adults",0.36981,"0%","Korea"
2019,"Primary education equivalent for adults",0.391129,"0%","Korea"
2020,"Primary education equivalent for adults",0.673491,"0%","Korea"
2021,"Primary education equivalent for adults",1.048532,"1%","Korea"
2022,"Primary education equivalent for adults",0.492323,"0%","Korea"
2018,"Early childhood education",4.110615,"2%","Korea"
2019,"Early childhood education",5.878003,"2%","Korea"
2020,"Early childhood education",3.113519,"2%","Korea"
2021,"Early childhood education",2.064508,"1%","Korea"
2022,"Early childhood education",2.469355,"1%","Korea"
2018,"Upper Secondary Education (modified and includes data from 11322)",12.44158,"5%","Korea"
2019,"Upper Secondary Education (modified and includes data from 11322)",30.471275,"11%","Korea"
2020,"Upper Secondary Education (modified and includes data from 11322)",26.603785,"13%","Korea"
2021,"Upper Secondary Education (modified and includes data from 11322)",36.330459,"17%","Korea"
2022,"Upper Secondary Education (modified and includes data from 11322)",22.665181,"9%","Korea"
2018,"Vocational training",33.917562,"15%","Korea"
2019,"Vocational training",42.030222,"16%","Korea"
2020,"Vocational training",16.559545,"8%","Korea"
2021,"Vocational training",18.329283,"9%","Korea"
2022,"Vocational training",28.084663,"11%","Korea"
2018,"Higher education",80.345199,"35%","Korea"
2019,"Higher education",86.78802,"33%","Korea"
2020,"Higher education",74.523478,"36%","Korea"
2021,"Higher education",79.753392,"38%","Korea"
2022,"Higher education",100.347647,"39%","Korea"
2018,"Advanced technical and managerial training",15.622953,"7%","Korea"
2019,"Advanced technical and managerial training",15.616301,"6%","Korea"
2020,"Advanced technical and managerial training",17.704588,"9%","Korea"
2021,"Advanced technical and managerial training",14.175404,"7%","Korea"
2022,"Advanced technical and managerial training",22.829411,"9%","Korea"
2019,"School feeding",0.667379,"0%","Korea"
2020,"School feeding",3.493676,"2%","Korea"
2021,"School feeding",1.857471,"1%","Korea"
2022,"School feeding",2.034501,"1%","Korea"
2018,"Lower secondary education",8.381665,"4%","Korea"
2019,"Lower secondary education",8.003722,"3%","Korea"
2021,"Lower secondary education",0.436889,"0%","Korea"
2022,"Lower secondary education",1.139043,"0%","Korea"
