"Year","Sector","Bilateral ODA for","Share","Donor"
2018,"Education policy and administrative management",0.029319,"0%","Hungary"
2019,"Education policy and administrative management",0.311866,"0%","Hungary"
2020,"Education policy and administrative management",0.089706,"0%","Hungary"
2021,"Education policy and administrative management",0.010979,"0%","Hungary"
2022,"Education policy and administrative management",0.897551,"1%","Hungary"
2018,"Education facilities and training",4.880474,"7%","Hungary"
2019,"Education facilities and training",6.467031,"6%","Hungary"
2020,"Education facilities and training",12.555602,"10%","Hungary"
2021,"Education facilities and training",5.966616,"5%","Hungary"
2022,"Education facilities and training",1.568041,"1%","Hungary"
2018,"Teacher training",0.165861,"0%","Hungary"
2019,"Teacher training",0.057828,"0%","Hungary"
2020,"Teacher training",0.086608,"0%","Hungary"
2022,"Teacher training",0.022071,"0%","Hungary"
2018,"Educational research",0.0215,"0%","Hungary"
2022,"Educational research",0.420979,"0%","Hungary"
2018,"Primary education",1.05589,"2%","Hungary"
2019,"Primary education",0.233164,"0%","Hungary"
2020,"Primary education",0.295896,"0%","Hungary"
2021,"Primary education",0.62892,"0%","Hungary"
2018,"Basic life skills for adults",0.058709,"0%","Hungary"
2019,"Basic life skills for adults",0.011576,"0%","Hungary"
2021,"Basic life skills for adults",0.012865,"0%","Hungary"
2018,"Basic life skills for youth",0.002136,"0%","Hungary"
2019,"Basic life skills for youth",0.158111,"0%","Hungary"
2021,"Basic life skills for youth",0.006775,"0%","Hungary"
2022,"Basic life skills for youth",0.014049,"0%","Hungary"
2018,"Early childhood education",0.018499,"0%","Hungary"
2019,"Early childhood education",0.080585,"0%","Hungary"
2020,"Early childhood education",0.054848,"0%","Hungary"
2021,"Early childhood education",6.643856,"5%","Hungary"
2021,"Upper Secondary Education (modified and includes data from 11322)",0.021441,"0%","Hungary"
2019,"Vocational training",1.261487,"1%","Hungary"
2020,"Vocational training",0.119114,"0%","Hungary"
2021,"Vocational training",0.234286,"0%","Hungary"
2022,"Vocational training",0.024171,"0%","Hungary"
2018,"Higher education",60.046223,"90%","Hungary"
2019,"Higher education",101.423527,"92%","Hungary"
2020,"Higher education",110.523001,"89%","Hungary"
2021,"Higher education",114.087833,"89%","Hungary"
2022,"Higher education",151.225943,"98%","Hungary"
2018,"Advanced technical and managerial training",0.175308,"0%","Hungary"
2019,"Advanced technical and managerial training",0.015708,"0%","Hungary"
2021,"Advanced technical and managerial training",0.025488,"0%","Hungary"
2022,"Advanced technical and managerial training",0.06365,"0%","Hungary"
